year,district,district_id,street,city,state,zip,gradespan,enrollment,hdphone,url,supername,chair,teacher_count,district_alt,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,e_pct_abc,e_pct_ab,e_pct_cd,e_pct_f,m_pct_abc,m_pct_ab,m_pct_cd,m_pct_f,sc_pct_abc,sc_pct_ab,sc_pct_cd,sc_pct_f,act_avg_english_score,act_avg_reading_score,act_avg_math_score,act_avg_science_score,act_avg_writing_score,act_avg_composite_score,pct_act,pct_college,pct_career,pct_cte,pct_wbl,pct_car_rdy,pct_met_prog,gpercent_overall,gpercent_race_w,gpercent_race_b,gpercent_race_h,gpercent_race_i,gpercent_race_a,dropout_rate_curr_yr,tchreturn3yr_avg_pct_curr_yr,tchadvdegree_pct_curr_yr,tchinexperienced_pct_curr_yr,tchsalary_avg_curr_yr,prime_instruct_time_curr_yr,gifted_pct_curr_yr,pct78hs_credit_curr_yr,princ_super_yrs_curr_yr,tech_pct_class_wireless_curr_yr,tech_oneto_one_curr_yr,retained_pct_curr_yr,chronic_absenteeism_rate_x,studentsin_poverty_pct_curr_yr,expendfor_instruct_pct_curr_yr,admin_salary_curr_yr,total_ppe_curr_yr,chronic_absenteeism_rate_y,n_total_di,n_total_el,par_child_feels_safe,par_tch_stop_bully,par_num_responses,tch_i_feel_safe,tch_rules_enforced,tch_num_responses,ocr_firearm_num,ocr_rape,ocr_sex_assault,ocr_robw_weapon,ocr_robw_firearm,ocr_rob_no_weapon,ocr_phys_attachw_weapon,ocr_phys_attackw_firearm,ocr_phys_attach_no_weapon,ocr_threat_phys_attachw_weapon,ocr_threat_phys_attackw_firearm,ocr_threat_phys_attach_no_weapon,ocr_in_school_suspension,ocr_out_of_school_suspension,ocr_expelled,ocr_arrests_referrals,ocr_bully_harass,ocr_violent_all,ocr_nonviolent_all,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,gender_missing,schoolid,all_other_races,percent_female,percent_male,percent_gender_missing,percent_black_aa,percent_white,percent_all_other_races,pct_el,pct_non_el,pct_disabilities,pct_non_di
2020,Kershaw County School District,2801999,2029 West DeKalb Street,Camden,SC,29020,PK-12,10763,803-432-8416,www.kcsdschools.net,Dr. Shane Robbins,Dr. James P. Smith,684,Kershaw 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,18.6,17.3,18.2,5.4,17.8,NA,NA,NA,NA,NA,NA,54.1,86.301369863,86.89516129,86.206896552,79.62962963,-1,92.857142857,0.6,89.2,60.7,8.6,54926,NA,18.9,14,2,100,100,1.8,13.1,61.4,57.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,0,0,1,0,0,16,0,0,92,722,871,12,9,18,6,109,10856,5259,5597,2771,6397,0,NA,1688,48.44325718496684,51.55674281503316,0,25.525055268975684,58.925939572586586,15.549005158437732,NA,NA,NA,NA
2018,Lancaster,2901999,300 South Catawba Street,Lancaster,SC,29720,PK-12,13940,8032894885,www.lancastercsd.com,Jonathan Phipps,Robert Parker,904,Lancaster 01,D,40.6,26.1,46.7,24.3,49.3,NA,23.7,51,30.6,35.8,33.6,56.1,33.8,41.7,24.5,52.4,39.099999999999994,32.7,34.8,16.7,18.1,17.6,18,6.3,17.7,30.7,41.6,59.7,5.9,0.6,56.9,47.7,83.299180328,85.008237232,82.926829268,70.149253731,-1,91.666666667,2,90.2,58,0,49413,90.2,14.8,NA,1,100,93,0.8,13.1,55.28,57.3,81488,NA,13.1,NA,NA,84.6,71.2,911,88.4,95.2,95.2,3,0,1,0,0,0,0,0,14,0,0,148,NA,NA,NA,NA,NA,1,162,13153,6454,6699,3504,7874,0,2901999,1775,49.06865353911655,50.931346460883454,0,26.640310195392686,59.864669657112444,13.495020147494868,NA,NA,NA,NA
2019,Lancaster,2901999,300 South Catawba Street,Lancaster,SC,29720,PK-12,13940,8032894885,www.lancastercsd.com,Jonathan Phipps,Robert Parker,904,Lancaster 01,D,46.5,25.5,47.5,23.9,50.2,NA,27,56,32.6,38.2,29.2,52.8,35.3,34.7,29.9,50.4,36,31.700000000000003,36.1,16,17.9,17.5,17.5,5.9,17.4,21.6,41.2,66.7,12.2,1.6,57.6,48.7,83.333333333,87.978142077,76.277372263,76.056338028,-1,91.666666667,2.7,89.1,58.5,NA,50657,89.6,16,NA,2,100,100,0.7,11.9,55.06,57.7,84089,9181,NA,NA,NA,88,68.3,1307,81.1,97.69999999999999,810,0,0,0,0,0,0,0,0,36,0,0,222,1655,1411,22,177,116,0,258,13501,6562,6938,3555,7979,1,NA,1967,48.60380712539812,51.38878601585068,0.007406858751203614,26.33138286052885,59.099325975853645,14.569291163617509,NA,NA,NA,NA
2019,Lancaster,2901999,300 South Catawba Street,Lancaster,SC,29720,PK-12,13940,8032894885,www.lancastercsd.com,Jonathan Phipps,Robert Parker,904,Lancaster 01,D,46.5,25.5,47.5,23.9,50.2,NA,27,56,32.6,38.2,29.2,52.8,35.3,34.7,29.9,50.4,36,31.700000000000003,36.1,16,17.9,17.5,17.5,5.9,17.4,21.6,41.2,66.7,12.2,1.6,57.6,48.7,83.333333333,87.978142077,76.277372263,76.056338028,-1,91.666666667,2.7,89.1,58.5,NA,50657,89.6,16,NA,2,100,100,0.7,11.9,55.06,57.7,84089,9181,NA,NA,NA,88,68.3,1307,81.1,97.69999999999999,810,0,0,0,0,0,0,0,0,36,0,0,222,1655,1411,22,177,116,0,258,13501,6562,6938,3555,7979,1,NA,1967,48.60380712539812,51.38878601585068,0.007406858751203614,26.33138286052885,59.099325975853645,14.569291163617509,NA,NA,NA,NA
2021,Lancaster,2901999,300 South Catawba Street,Lancaster,SC,29720,PK-12,13940,8032894885,www.lancastercsd.com,Jonathan Phipps,Robert Parker,904,Lancaster 01,D,42.4,29.8,41.5,31.5,40.7,NA,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,17.4,17.1,17.5,5.1,16.9,14.3,33.2,48,23.7,1.4,29.9,30.7,82.444444444,86.413043478,76.4,76.19047619,-1,-1,2.2,89.1,59.7675705589375,18.6,52648.0061148198,NA,16,23.9,NA,100,100,1.1,8.2,53,59.5,84694,NA,8.2,2426,1148,89.1,58.4,2888,98.3,87,87,3,0,2,0,0,1,0,0,8,0,0,24,417,529,3,26,27,2,33,13942,6813,7129,3627,7940,0,NA,2375,48.86673361067279,51.13326638932721,0,26.014918949935446,56.95022234973462,17.034858700329938,8.235294117647058,91.76470588235294,17.40315638450502,82.59684361549498
2017,Lancaster,2901999,300 South Catawba Street,Lancaster,SC,29720,PK-12,13940,8032894885,www.lancastercsd.com,Jonathan Phipps,Robert Parker,904,Lancaster 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,17.5,17.2,17.5,6.2,17.2,29.2,NA,NA,NA,NA,NA,NA,83,84.238178634,82.196969697,70.37037037,-1,-1,2.8,NA,56.3,NA,49748,NA,11.7,33.777304209,11,NA,NA,1,NA,55.8,50.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12896,6358,6538,3893,7741,NA,NA,1262,49.30210918114144,50.69789081885856,NA,30.187655086848636,60.026364764267996,9.785980148883375,NA,NA,NA,NA
2020,Lancaster,2901999,300 South Catawba Street,Lancaster,SC,29720,PK-12,13940,8032894885,www.lancastercsd.com,Jonathan Phipps,Robert Parker,904,Lancaster 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,17.4,17.4,17.1,5.2,17.1,NA,NA,NA,NA,NA,NA,42.5,85.527747552,87.253141831,82.592592593,81.818181818,-1,100,2,88.1,56.2,16.1,52657,NA,16.1,11.7,NA,100,95.5,1.2,13.7,53.2,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,8,0,0,1,0,0,25,0,0,147,1604,1292,27,102,70,9,173,14143,6901,7242,3702,8221,0,NA,2220,48.79445662165028,51.20554337834972,0,26.175493176836596,58.127695679841615,15.696811143321785,NA,NA,NA,NA
2018,Laurens County School District 55,3055999,301 Hillcrest Drive,Laurens,SC,29360,PK-12,5333,864-984-3568,www.laurens55.org,Dr. Ameca Thomas,Mrs. Cathy Little,388,Laurens 55,D,28.9,35.3,32.3,34.2,42.8,NA,26.9,50.1,26.5,41.400000000000006,32.1,54.9,30.6,45.6,23.8,51.5,35.5,37.3,37.9,15.6,17.1,17.1,17.4,6.1,17,23.3,26.5,59.2,5.2,8.5,53.9,38.9,79.556650246,78.714859438,80.672268908,80,-1,-1,2.4,83.3,60.1,0,47325,89.4,6.9,NA,2,100,60,1.5,13.1,72.93,56.4,85348,NA,13.1,NA,NA,80.7,63.1,408,87.9,91.7,91.7,0,0,0,0,0,0,0,0,0,0,0,28,NA,NA,NA,NA,NA,0,28,5673,2718,2955,1714,3096,0,3055999,863,47.9111581173982,52.0888418826018,0,30.21329102767495,54.57429931253305,15.212409659791998,NA,NA,NA,NA
2019,Laurens County School District 55,3055999,301 Hillcrest Drive,Laurens,SC,29360,PK-12,5333,864-984-3568,www.laurens55.org,Dr. Ameca Thomas,Mrs. Cathy Little,388,Laurens 55,D,32.4,37.4,29.2,35.6,38.6,NA,32.2,46.6,23.1,42.099999999999994,34.8,49.2,22.2,50.4,27.4,42.7,26.1,39.9,43.9,14.5,15.6,16.5,15.9,4.8,15.7,10.3,28.5,51.4,5.6,13.1,46.1,36.8,80.378250591,82.786885246,76.470588235,79.069767442,NA,-1,2.8,82.2,59.4,NA,47191,88.3,10.6,NA,3,100,60,2,14.5,74.58,55.6,86339,10149,NA,NA,NA,79,61,405,80.80000000000001,94.7,431,0,0,0,0,0,0,0,0,0,0,0,50,741,483,1,4,3,0,50,5594,2695,2899,1658,3059,0,NA,877,48.17661780479085,51.823382195209156,0,29.63889882016446,54.68358956024312,15.677511619592421,NA,NA,NA,NA
2019,Laurens County School District 55,3055999,301 Hillcrest Drive,Laurens,SC,29360,PK-12,5333,864-984-3568,www.laurens55.org,Dr. Ameca Thomas,Mrs. Cathy Little,388,Laurens 55,D,32.4,37.4,29.2,35.6,38.6,NA,32.2,46.6,23.1,42.099999999999994,34.8,49.2,22.2,50.4,27.4,42.7,26.1,39.9,43.9,14.5,15.6,16.5,15.9,4.8,15.7,10.3,28.5,51.4,5.6,13.1,46.1,36.8,80.378250591,82.786885246,76.470588235,79.069767442,NA,-1,2.8,82.2,59.4,NA,47191,88.3,10.6,NA,3,100,60,2,14.5,74.58,55.6,86339,10149,NA,NA,NA,79,61,405,80.80000000000001,94.7,431,0,0,0,0,0,0,0,0,0,0,0,50,741,483,1,4,3,0,50,5594,2695,2899,1658,3059,0,NA,877,48.17661780479085,51.823382195209156,0,29.63889882016446,54.68358956024312,15.677511619592421,NA,NA,NA,NA
2021,Laurens County School District 55,3055999,301 Hillcrest Drive,Laurens,SC,29360,PK-12,5333,864-984-3568,www.laurens55.org,Dr. Ameca Thomas,Mrs. Cathy Little,388,Laurens 55,D,24.3,44.9,18.3,52.3,23.1,NA,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3,18.6,17.4,18.4,5.5,17.8,7,31.4,43.7,21.7,6.7,29.8,16.7,81.769436997,82.191780822,82.075471698,80.434782609,NA,-1,2.4,85.9,60.2683178534572,24.6,50785.9283236994,NA,8.8,24.3,1,100,100,2.1,10.3,75.4,57.6,86420,NA,10.3,996,649,89.9,66.2,278,98.1,85.9,85.9,0,0,0,0,0,0,0,0,0,0,0,8,423,295,0,2,5,0,8,5265,2572,2693,1546,2717,0,NA,1002,48.850902184235515,51.14909781576448,0,29.363722697056033,51.60493827160494,19.03133903133903,12.16951059441215,87.83048940558785,18.676167260453777,81.32383273954622
2017,Laurens County School District 55,3055999,301 Hillcrest Drive,Laurens,SC,29360,PK-12,5333,864-984-3568,www.laurens55.org,Dr. Ameca Thomas,Mrs. Cathy Little,388,Laurens 55,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,16.8,16.9,17.3,5.8,16.7,24.6,NA,NA,NA,NA,NA,NA,81.050228311,82.795698925,80.31496063,67.741935484,NA,-1,4.6,NA,61.7,NA,47317,NA,10.9,45.532435741,1,NA,NA,2,NA,70.8,49.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5864,2830,3034,1908,3238,NA,NA,718,48.26057298772169,51.739427012278306,NA,32.537517053206,55.218281036834924,12.244201909959072,NA,NA,NA,NA
2020,Laurens County School District 55,3055999,301 Hillcrest Drive,Laurens,SC,29360,PK-12,5333,864-984-3568,www.laurens55.org,Dr. Ameca Thomas,Mrs. Cathy Little,388,Laurens 55,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,16.4,16.4,16.3,4.8,16,NA,NA,NA,NA,NA,NA,30.4,78.959276018,78.656126482,77.536231884,83.333333333,NA,-1,6,82.7,59.5,22.6,51335,NA,10.6,18,4,100,65,1.6,19.5,74,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24,670,389,0,1,4,0,24,5608,2726,2882,1613,3015,0,NA,980,48.60912981455064,51.39087018544936,0,28.762482168330955,53.76248216833096,17.475035663338087,NA,NA,NA,NA
2018,Laurens County School District 56,3056999,211 N. Broad Street Suite B,Clinton,SC,29325,PK-12,2827,864-833-0800,https://www.lcsd56.org/,Dr. David C. O'Shields,Jim Barton,194,Laurens 56,D,29.8,36,35.6,32.3,40,NA,32.6,51.9,37.4,28.2,34.5,48.5,24.2,50,25.7,63.6,50,39.3,24.8,16.2,17.2,17.9,17.9,6.1,17.4,28.4,32,63.3,3.6,23.1,55.6,55.1,78.155339806,81.415929204,72.839506173,80,NA,-1,0.7,89.1,57.4,NA,49321,88.7,17.4,NA,9,100,70,1.6,4.7,79.39,49.6,80432,NA,4.7,NA,NA,86.1,62.5,208,94.5,99,99,0,0,0,0,0,0,0,0,0,0,0,25,NA,NA,NA,NA,NA,0,25,3030,1494,1536,1122,1585,0,3056999,323,49.306930693069305,50.693069306930695,0,37.02970297029703,52.310231023102304,10.66006600660066,NA,NA,NA,NA
2019,Laurens County School District 56,3056999,211 N. Broad Street Suite B,Clinton,SC,29325,PK-12,2827,864-833-0800,https://www.lcsd56.org/,Dr. David C. O'Shields,Jim Barton,194,Laurens 56,D,34.9,34.9,40.1,31.1,38,NA,37,58.1,29.8,44.2,26,53,28.799999999999997,42.8,28.4,69.3,53,34.900000000000006,21.4,17,17.9,18.4,18.7,5.5,18.1,24.4,49.4,70.5,0.6,23.3,64.8,48.4,85.11627907,90.22556391,74.626865672,92.307692308,NA,-1,2.7,89.3,59.6,NA,50495,86.3,17.1,NA,10,100,100,1.8,18.1,79.8,48.8,78976,10935,NA,NA,NA,84.1,64.2,226,74.6,96.2,213,1,0,0,0,0,0,0,0,1,0,0,30,590,466,3,0,8,0,31,3035,1508,1527,1124,1578,0,NA,333,49.68698517298188,50.31301482701812,0,37.03459637561779,51.99341021416804,10.971993410214168,NA,NA,NA,NA
2019,Laurens County School District 56,3056999,211 N. Broad Street Suite B,Clinton,SC,29325,PK-12,2827,864-833-0800,https://www.lcsd56.org/,Dr. David C. O'Shields,Jim Barton,194,Laurens 56,D,34.9,34.9,40.1,31.1,38,NA,37,58.1,29.8,44.2,26,53,28.799999999999997,42.8,28.4,69.3,53,34.900000000000006,21.4,17,17.9,18.4,18.7,5.5,18.1,24.4,49.4,70.5,0.6,23.3,64.8,48.4,85.11627907,90.22556391,74.626865672,92.307692308,NA,-1,2.7,89.3,59.6,NA,50495,86.3,17.1,NA,10,100,100,1.8,18.1,79.8,48.8,78976,10935,NA,NA,NA,84.1,64.2,226,74.6,96.2,213,1,0,0,0,0,0,0,0,1,0,0,30,590,466,3,0,8,0,31,3035,1508,1527,1124,1578,0,NA,333,49.68698517298188,50.31301482701812,0,37.03459637561779,51.99341021416804,10.971993410214168,NA,NA,NA,NA
2021,Laurens County School District 56,3056999,211 N. Broad Street Suite B,Clinton,SC,29325,PK-12,2827,864-833-0800,https://www.lcsd56.org/,Dr. David C. O'Shields,Jim Barton,194,Laurens 56,D,34.2,35.7,35.7,36.3,36.5,NA,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,18.5,17.7,18.9,6.1,18,9.9,34.3,60.6,6.1,0,58.2,26.9,81.220657277,79.661016949,81.609195402,-1,NA,-1,2,88.7,56.7567567567568,14.7,54008.8375,NA,17.4,17.1,12,100,100,1.2,13,80.3,52.3,86388,NA,13,672,87,96.5,74.9,171,96.5,84.6,84.6,0,0,0,0,0,0,0,0,0,0,0,9,383,262,2,0,13,0,9,2786,1376,1410,1050,1401,0,NA,335,49.38980617372577,50.61019382627423,0,37.68844221105528,50.28715003589376,12.02440775305097,3.07746727980191,96.92253272019809,23.770781747435443,76.22921825256455
2017,Laurens County School District 56,3056999,211 N. Broad Street Suite B,Clinton,SC,29325,PK-12,2827,864-833-0800,https://www.lcsd56.org/,Dr. David C. O'Shields,Jim Barton,194,Laurens 56,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,16,17.3,17.1,5.9,16.5,26.6,NA,NA,NA,NA,NA,NA,80.93220339,77.697841727,86.046511628,-1,-1,-1,0.9,NA,56.9,NA,48791,NA,11.9,16.122004357,8,NA,NA,1.4,NA,76.8,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3010,1480,1530,1249,1576,NA,NA,185,49.16943521594684,50.83056478405316,NA,41.49501661129568,52.35880398671097,6.146179401993355,NA,NA,NA,NA
2020,Laurens County School District 56,3056999,211 N. Broad Street Suite B,Clinton,SC,29325,PK-12,2827,864-833-0800,https://www.lcsd56.org/,Dr. David C. O'Shields,Jim Barton,194,Laurens 56,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,19.1,17.7,19.9,5.5,18.6,NA,NA,NA,NA,NA,NA,39.7,78.16091954,77.319587629,77.611940299,-1,NA,-1,4.3,88.2,57.8,12.5,52175,NA,18,23.5,11,100,100,1.5,18.8,80,51.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12,527,438,4,0,4,0,12,2867,1422,1445,1084,1453,0,NA,330,49.59888385071503,50.40111614928497,0,37.80955702825253,50.680153470526676,11.510289501220788,NA,NA,NA,NA
2018,Lee County School District,3101999,310 Roland Street,"Bishopville, South Carolina",SC,29010,PK-12,1565,803-484-5327,www.leeschoolsk12.org,"Bernard McDaniel, Sr.",Ms. Sylvia Scott,85,Lee 01,D,16.3,53.6,14.6,61.6,16.6,NA,59.4,14.9,4.5,27.6,68,20.4,5,38.7,56.4,30.4,16.5,37,52.5,11.3,13.3,15,12.8,4,13,2.5,8.6,17.3,1.2,0.6,13.6,19,91.160220994,100,90.532544379,-1,NA,-1,1.6,78.2,54.2,NA,45632,91.2,3.3,NA,5,100,100,0.9,12,91.43,48.3,79763,NA,12,NA,NA,76.2,65.1,190,91.7,91.8,91.8,0,0,0,0,0,0,0,0,3,0,0,27,NA,NA,NA,NA,NA,0,30,1933,935,998,1771,109,0,3101999,44,48.37040869115365,51.62959130884636,0,91.61924469736161,5.638903259182618,2.2762545266425245,NA,NA,NA,NA
2019,Lee County School District,3101999,310 Roland Street,"Bishopville, South Carolina",SC,29010,PK-12,1565,803-484-5327,www.leeschoolsk12.org,"Bernard McDaniel, Sr.",Ms. Sylvia Scott,85,Lee 01,D,20.9,48.5,16.3,56.6,18.4,NA,60.6,29.9,10.299999999999999,34.1,55.5,28.7,13.399999999999999,39.599999999999994,47,28.6,19.6,33.3,61.3,11.7,14.5,14.1,14.3,4.3,13.8,4.3,18.1,41.3,9.4,1.4,35.5,13.6,85.975609756,-1,86.928104575,-1,NA,-1,0.9,74,63.5,NA,46306,89.8,3.8,NA,6,100,100,3.1,17.2,91.16,47,79885,12986,NA,NA,NA,72.6,67.9,224,84.9,97.10000000000001,139,0,0,0,0,0,0,0,0,4,0,0,25,415,562,0,0,8,0,29,1797,861,936,1616,124,0,NA,45,47.91318864774624,52.08681135225376,0,89.92765720645521,6.900389538119088,2.5041736227045077,NA,NA,NA,NA
2019,Lee County School District,3101999,310 Roland Street,"Bishopville, South Carolina",SC,29010,PK-12,1565,803-484-5327,www.leeschoolsk12.org,"Bernard McDaniel, Sr.",Ms. Sylvia Scott,85,Lee 01,D,20.9,48.5,16.3,56.6,18.4,NA,60.6,29.9,10.299999999999999,34.1,55.5,28.7,13.399999999999999,39.599999999999994,47,28.6,19.6,33.3,61.3,11.7,14.5,14.1,14.3,4.3,13.8,4.3,18.1,41.3,9.4,1.4,35.5,13.6,85.975609756,-1,86.928104575,-1,NA,-1,0.9,74,63.5,NA,46306,89.8,3.8,NA,6,100,100,3.1,17.2,91.16,47,79885,12986,NA,NA,NA,72.6,67.9,224,84.9,97.10000000000001,139,0,0,0,0,0,0,0,0,4,0,0,25,415,562,0,0,8,0,29,1797,861,936,1616,124,0,NA,45,47.91318864774624,52.08681135225376,0,89.92765720645521,6.900389538119088,2.5041736227045077,NA,NA,NA,NA
2021,Lee County School District,3101999,310 Roland Street,"Bishopville, South Carolina",SC,29010,PK-12,1565,803-484-5327,www.leeschoolsk12.org,"Bernard McDaniel, Sr.",Ms. Sylvia Scott,85,Lee 01,D,14.4,59.1,10,70.3,15.3,NA,68.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,13.8,15.1,15.3,4.8,14.3,0,12.5,28.1,13.3,0,17.2,NA,88.28125,-1,89.743589744,-1,NA,-1,0.4,78,60,9.4,48556.5068493151,NA,2.9,7.8,0.5,100,100,1.4,12.7,91.9,44.9,80458,NA,12.7,246,35,80.8,69.2,279,98.3,85.1,85.1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,1549,747,802,1386,103,0,NA,53,48.224661071659135,51.775338928340865,0,89.47708198837961,6.649451258876694,3.4215622982569402,2.2364217252396164,97.76357827476038,15.718849840255592,84.28115015974441
2017,Lee County School District,3101999,310 Roland Street,"Bishopville, South Carolina",SC,29010,PK-12,1565,803-484-5327,www.leeschoolsk12.org,"Bernard McDaniel, Sr.",Ms. Sylvia Scott,85,Lee 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12.5,13.6,14.3,4.9,13,2.6,NA,NA,NA,NA,NA,NA,84.662576687,-1,86.184210526,-1,NA,NA,3.1,NA,58.9,NA,45426,NA,2.8,7.457627119,4,NA,NA,0.9,NA,90.8,40.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1002,1014,1857,115,NA,NA,44,49.702380952380956,50.297619047619044,NA,92.11309523809523,5.704365079365079,2.1825396825396823,NA,NA,NA,NA
2020,Lee County School District,3101999,310 Roland Street,"Bishopville, South Carolina",SC,29010,PK-12,1565,803-484-5327,www.leeschoolsk12.org,"Bernard McDaniel, Sr.",Ms. Sylvia Scott,85,Lee 01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,13.5,14.3,15.5,5,13.9,NA,NA,NA,NA,NA,NA,39.7,89.62962963,-1,91.26984127,-1,NA,NA,0.4,76.6,64.9,2.6,49549,NA,3.6,10.3,7,100,100,2.4,18.4,90.2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,1,0,0,16,279,468,2,0,21,0,18,1650,798,852,1481,97,0,NA,67,48.36363636363637,51.63636363636363,0,89.75757575757576,5.878787878787879,4.0606060606060606,NA,NA,NA,NA
2018,Lexington County School District One,3201999,100 Tarrar Springs Road NA,Lexington,SC,29072,PK-12,27072,803-821-1000,http://www.lexdistrict1.com/,Dr. Gregory Little,Anne Marie Green,1959,Lexington 01,D,49.6,20,51.9,20.1,57.4,NA,19.8,63.6,40.8,36.5,22.7,72,51,34.3,14.8,73.3,58.4,28.200000000000003,18.6,19.6,20.7,20.1,20.5,6.7,20.4,47.9,54.6,76.8,15.8,0.7,73.5,58.6,89.538119087,90.510948905,81.557377049,90.909090909,88.235294118,98.245614035,0.5,91.2,65,0,51791,86.9,26.6,NA,2,100,100,1.1,12.8,44.57,56.3,95934,NA,12.8,NA,NA,87.8,65,1870,92.8,97.9,97.9,1,0,5,0,0,0,0,0,38,0,0,283,NA,NA,NA,NA,NA,5,321,26122,12746,13375,3006,19232,1,3201999,3884,48.79411989893576,51.20205191026721,0.003828190797029324,11.507541535870146,73.62376540846796,14.868693055661893,NA,NA,NA,NA
2019,Lexington County School District One,3201999,100 Tarrar Springs Road NA,Lexington,SC,29072,PK-12,27072,803-821-1000,http://www.lexdistrict1.com/,Dr. Gregory Little,Anne Marie Green,1959,Lexington 01,D,53.2,19.6,52.8,19,57,NA,20.1,65.4,43.3,38.1,18.6,67.5,46,35.6,18.3,67.8,55.5,26.4,21.6,19.5,20.8,20,20.5,5.9,20.3,36.2,53.4,84.1,17.4,13.8,78.3,55.4,89.62011771,90.469416785,86.234817814,86.956521739,64.705882353,98.245614035,0.6,90.5,65.5,NA,52689,88.3,25.3,NA,3,100,77,1.1,12.1,44.84,56.9,97473,10733,NA,NA,NA,89.9,68.6,2075,78.2,97.00000000000001,1767,3,0,9,0,0,0,0,1,37,0,0,300,2544,1636,32,2,129,10,337,26795,13075,13720,3206,19441,0,NA,4148,48.79641724202276,51.20358275797724,0,11.964918828139579,72.55458107855944,15.48050009330099,NA,NA,NA,NA
2019,Lexington County School District One,3201999,100 Tarrar Springs Road NA,Lexington,SC,29072,PK-12,27072,803-821-1000,http://www.lexdistrict1.com/,Dr. Gregory Little,Anne Marie Green,1959,Lexington 01,D,53.2,19.6,52.8,19,57,NA,20.1,65.4,43.3,38.1,18.6,67.5,46,35.6,18.3,67.8,55.5,26.4,21.6,19.5,20.8,20,20.5,5.9,20.3,36.2,53.4,84.1,17.4,13.8,78.3,55.4,89.62011771,90.469416785,86.234817814,86.956521739,64.705882353,98.245614035,0.6,90.5,65.5,NA,52689,88.3,25.3,NA,3,100,77,1.1,12.1,44.84,56.9,97473,10733,NA,NA,NA,89.9,68.6,2075,78.2,97.00000000000001,1767,3,0,9,0,0,0,0,1,37,0,0,300,2544,1636,32,2,129,10,337,26795,13075,13720,3206,19441,0,NA,4148,48.79641724202276,51.20358275797724,0,11.964918828139579,72.55458107855944,15.48050009330099,NA,NA,NA,NA
