district,school,school_id,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,type_special,year,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,len_str,tchreturn3yr_avg_pct_curr_yr,tchadvdegree_pct_curr_yr,tchinexperienced_pct_curr_yr,tchsalary_avg_curr_yr,tech_pct_class_wireless_curr_yr,tech_oneto_one_curr_yr,retained_pct_curr_yr,chronic_absenteeism_rate,gpercent_overall,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,schoolid,gender_missing,pupils_in_poverty,all_other_races,percent_female,percent_male,percent_gender_missing,percent_black_aa,percent_white,percent_all_other_races,percent_in_poverty
"Lexington
County School
District One",White Knoll Middle,3201053,116 White Knoll Way,West Columbia,SC,29170,6-8,813,803-821-4300,https://schools.lexington1.net/WKMS,Don Hardie,62,NA,2018,M,33.2,28.5,34,32.9,53.1,NA,23.8,7,82.3,60,13.3,52301,100,100,0.3,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
County School
District One",White Knoll Middle,3201053,116 White Knoll Way,West Columbia,SC,29170,6-8,813,803-821-4300,https://schools.lexington1.net/WKMS,Don Hardie,62,NA,2019,M,37,26.2,32.7,28.8,52.3,NA,23.2,7,85,57.9,9.5,52178,100,100,0.7,14.7,NA,802,394,408,154,464,NA,0,506,184,49.12718204488778,50.87281795511222,0,19.201995012468828,57.85536159600998,22.942643391521198,63.092269326683294
"Lexington
County School
District One",White Knoll Middle,3201053,116 White Knoll Way,West Columbia,SC,29170,6-8,813,803-821-4300,https://schools.lexington1.net/WKMS,Don Hardie,62,NA,2021,M,32.3,31.7,19.2,46.2,32.4,NA,47.6,7,83.1,59.349593495935,17.6,55230.12,100,100,0,9.7,NA,826,399,427,152,478,NA,0,546,196,48.30508474576271,51.69491525423729,0,18.401937046004843,57.869249394673126,23.728813559322035,66.10169491525424
"Lexington
County School
District One",White Knoll Middle,3201053,116 White Knoll Way,West Columbia,SC,29170,6-8,813,803-821-4300,https://schools.lexington1.net/WKMS,Don Hardie,62,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,82.8,61.5,5,53528,100,100,0.9,13.5,NA,819,402,417,154,484,NA,0,524,181,49.08424908424908,50.91575091575091,0,18.803418803418804,59.0964590964591,22.1001221001221,63.98046398046397
"Lexington
County School
District One",Gilbert Middle,3201054,120 Rikard Circle,Gilbert,SC,29054,6-8,846,803-821-1700,schools.lexington1.net/GMS,Benjamin Ricard,62,NA,2017,M,32.5,27.1,29.6,29.2,51.900000000000006,25.6,NA,7,NA,NA,NA,53521,NA,NA,0.4,NA,NA,747,356,391,76,586,NA,NA,NA,85,47.65729585006693,52.34270414993306,NA,10.174029451137885,78.44712182061579,11.378848728246318,NA
"Lexington
County School
District One",Gilbert Middle,3201054,120 Rikard Circle,Gilbert,SC,29054,6-8,846,803-821-1700,schools.lexington1.net/GMS,Benjamin Ricard,62,NA,2018,M,36.6,29.6,33.2,33.4,47.7,NA,29.7,7,88.3,73.7,6.9,54776,100,100,0.4,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
County School
District One",Gilbert Middle,3201054,120 Rikard Circle,Gilbert,SC,29054,6-8,846,803-821-1700,schools.lexington1.net/GMS,Benjamin Ricard,62,NA,2019,M,39,29.6,36.3,27.1,49.5,NA,25.2,7,85.9,71.4,5.6,55647,100,100,1.3,16.1,NA,772,377,395,61,596,NA,0,430,115,48.83419689119171,51.16580310880829,0,7.901554404145078,77.2020725388601,14.896373056994818,55.69948186528497
"Lexington
County School
District One",Gilbert Middle,3201054,120 Rikard Circle,Gilbert,SC,29054,6-8,846,803-821-1700,schools.lexington1.net/GMS,Benjamin Ricard,62,NA,2021,M,36.1,29.6,25.8,36.6,38.4,NA,40.8,7,87.9,70.9677419354839,4.5,58233.75,100,100,0,7,NA,841,401,440,75,626,NA,0,466,140,47.681331747919145,52.318668252080855,0,8.9179548156956,74.43519619500594,16.646848989298455,55.41022592152199
"Lexington
County School
District One",Gilbert Middle,3201054,120 Rikard Circle,Gilbert,SC,29054,6-8,846,803-821-1700,schools.lexington1.net/GMS,Benjamin Ricard,62,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,85.3,70.2,0,56628,100,100,0.2,12,NA,830,393,437,64,636,NA,0,452,130,47.34939759036145,52.65060240963856,0,7.710843373493977,76.62650602409639,15.66265060240964,54.45783132530121
"Lexington
County School
District One",Midway Elementary School,3201055,180 Midway Road,Lexington,SC,29072,PK-5,899,803-821-0300,https://schools.lexington1.net/MES,Janet M. Fickling,64,NA,2017,E,68.9,7.6,75.19999999999999,7.1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0.3,NA,NA,792,392,400,33,652,NA,NA,NA,107,49.494949494949495,50.505050505050505,NA,4.166666666666666,82.32323232323232,13.51010101010101,NA
"Lexington
County School
District One",Midway Elementary School,3201055,180 Midway Road,Lexington,SC,29072,PK-5,899,803-821-0300,https://schools.lexington1.net/MES,Janet M. Fickling,64,NA,2018,E,68.6,8.4,74,8.4,75.5,NA,5.5,7,92.2,70.2,2.9,52847,100,0,0.3,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
County School
District One",Midway Elementary School,3201055,180 Midway Road,Lexington,SC,29072,PK-5,899,803-821-0300,https://schools.lexington1.net/MES,Janet M. Fickling,64,NA,2019,E,69.5,9.4,74.5,8.9,77.9,NA,9.1,7,93.8,66.1,5.7,53686,100,1,0.2,5.4,NA,956,441,515,32,805,NA,0,190,119,46.12970711297071,53.870292887029294,0,3.3472803347280333,84.2050209205021,12.447698744769875,19.874476987447697
"Lexington
County School
District One",Midway Elementary School,3201055,180 Midway Road,Lexington,SC,29072,PK-5,899,803-821-0300,https://schools.lexington1.net/MES,Janet M. Fickling,64,NA,2021,E,63.5,13.8,66.3,14,62.4,NA,15.6,7,91.4,71.7868338557994,6.3,56280.3050847458,100,100,0.1,1.9,NA,899,436,463,43,728,NA,0,166,128,48.49833147942158,51.50166852057843,0,4.78309232480534,80.97886540600668,14.238042269187986,18.46496106785317
"Lexington
County School
District One",Midway Elementary School,3201055,180 Midway Road,Lexington,SC,29072,PK-5,899,803-821-0300,https://schools.lexington1.net/MES,Janet M. Fickling,64,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,90.4,66.7,6.1,54437,100,30,0.5,5.2,NA,941,446,495,36,780,NA,0,193,125,47.39638682252922,52.60361317747078,0,3.825717321997875,82.89054197662061,13.283740701381507,20.51009564293305
"Lexington
County School
District One",Lake Murray Elementary,3201056,205 Wise Ferry Road,Lexington,SC,29072,K-4,808,(803) 821-3100,https://schools.lexington1.net/LMES,Jennifer Stanley,55,NA,2017,E,62.9,9.6,76.8,4.1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0.6,NA,NA,747,340,407,74,597,NA,NA,NA,76,45.51539491298527,54.48460508701473,NA,9.906291834002676,79.91967871485943,10.174029451137885,NA
"Lexington
County School
District One",Lake Murray Elementary,3201056,205 Wise Ferry Road,Lexington,SC,29072,K-4,808,(803) 821-3100,https://schools.lexington1.net/LMES,Jennifer Stanley,55,NA,2018,E,70.1,7.8,76.5,6.4,71.3,NA,9.6,7,90.5,72.9,11.5,52752,100,18,0.1,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
County School
District One",Lake Murray Elementary,3201056,205 Wise Ferry Road,Lexington,SC,29072,K-4,808,(803) 821-3100,https://schools.lexington1.net/LMES,Jennifer Stanley,55,NA,2019,E,75.3,5.3,79.8,2.8,75.7,NA,9,7,88.4,70,7.4,53084,100,5,0.4,6.7,NA,796,366,430,59,630,NA,0,234,107,45.97989949748744,54.020100502512555,0,7.4120603015075375,79.14572864321609,13.442211055276381,29.396984924623116
"Lexington
County School
District One",Lake Murray Elementary,3201056,205 Wise Ferry Road,Lexington,SC,29072,K-4,808,(803) 821-3100,https://schools.lexington1.net/LMES,Jennifer Stanley,55,NA,2021,E,69.6,8.8,73.4,7.3,72,NA,5.6,7,92.5,65.7039711191336,8.3,55297.1960784314,100,100,0.1,1.9,NA,826,379,447,57,649,NA,0,248,120,45.883777239709445,54.116222760290555,0,6.900726392251816,78.57142857142857,14.527845036319611,30.024213075060537
"Lexington
County School
District One",Lake Murray Elementary,3201056,205 Wise Ferry Road,Lexington,SC,29072,K-4,808,(803) 821-3100,https://schools.lexington1.net/LMES,Jennifer Stanley,55,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,91.4,66.7,3.8,55161,100,18,0.5,5.4,NA,884,427,457,63,700,NA,0,260,121,48.30316742081448,51.696832579185525,0,7.126696832579185,79.18552036199095,13.687782805429865,29.411764705882355
"Lexington
County School
District One",White Knoll High School,3201057,"5643 Platt Springs
Road",Lexington,SC,29073,9-12,2128,803-821-5200,schools.lexington1.net/WKHS,"Edward L.
Daughtrey",132,NA,2017,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52825,NA,NA,4.9,NA,86.403508772,1794,885,909,423,1198,NA,NA,NA,173,49.331103678929765,50.668896321070235,NA,23.578595317725753,66.77814938684504,9.643255295429208,NA
"Lexington
County School
District One",White Knoll High School,3201057,"5643 Platt Springs
Road",Lexington,SC,29073,9-12,2128,803-821-5200,schools.lexington1.net/WKHS,"Edward L.
Daughtrey",132,NA,2018,H,NA,NA,NA,NA,NA,NA,NA,NA,89.8,70.4,9.1,53390,100,100,3.3,14.8,86.422413793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
County School
District One",White Knoll High School,3201057,"5643 Platt Springs
Road",Lexington,SC,29073,9-12,2128,803-821-5200,schools.lexington1.net/WKHS,"Edward L.
Daughtrey",132,NA,2019,H,NA,NA,NA,NA,NA,NA,NA,NA,88.1,70.2,10.2,53758,100,100,3.6,20.8,86.637931034,1873,922,951,393,1189,NA,0,910,291,49.225840896956754,50.774159103043246,0,20.982381206620396,63.481046449546184,15.536572343833422,48.585157501334756
"Lexington
County School
District One",White Knoll High School,3201057,"5643 Platt Springs
Road",Lexington,SC,29073,9-12,2128,803-821-5200,schools.lexington1.net/WKHS,"Edward L.
Daughtrey",132,NA,2020,H,NA,NA,NA,NA,NA,NA,NA,NA,88,67.2,9.1,55233,100,100,3,19.3,87.944664032,1890,935,955,435,1155,NA,0,972,300,49.47089947089947,50.52910052910053,0,23.015873015873016,61.111111111111114,15.873015873015872,51.42857142857142
"Lexington
County School
District One",White Knoll High School,3201057,"5643 Platt Springs
Road",Lexington,SC,29073,9-12,2128,803-821-5200,schools.lexington1.net/WKHS,"Edward L.
Daughtrey",132,NA,2021,H,NA,NA,NA,NA,NA,NA,NA,NA,89.4,74.326886613576,25.6,54964.4772881356,100,100,2.2,13.7,86.046511628,2036,1017,1019,480,1212,NA,0,1097,344,49.950884086444006,50.049115913555994,0,23.575638506876228,59.52848722986247,16.895874263261295,53.88015717092338
"Lexington
County School
District One",Pelion Middle School,3201058,325 Main Street,Pelion,SC,29123,6-8,520,803-821-2300,https://schools.lexington1.net/PMS,Kailanya S. Brailey,47,NA,2017,M,25,39,26.4,38.5,32.5,43.4,NA,7,NA,NA,NA,49126,NA,NA,0.2,NA,NA,527,255,272,53,419,NA,NA,NA,55,48.38709677419355,51.61290322580645,NA,10.056925996204933,79.5066413662239,10.436432637571158,NA
"Lexington
County School
District One",Pelion Middle School,3201058,325 Main Street,Pelion,SC,29123,6-8,520,803-821-2300,https://schools.lexington1.net/PMS,Kailanya S. Brailey,47,NA,2018,M,22.8,44.5,23.7,41.9,26.2,NA,47.5,7,82.8,66,10.7,49017,100,100,0.3,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
County School
District One",Pelion Middle School,3201058,325 Main Street,Pelion,SC,29123,6-8,520,803-821-2300,https://schools.lexington1.net/PMS,Kailanya S. Brailey,47,NA,2019,M,27.1,38.5,23.3,41.8,30,NA,44.4,7,80.7,60.4,10.5,50416,100,100,0.3,22.8,NA,579,294,285,38,439,NA,0,429,102,50.77720207253886,49.22279792746114,0,6.563039723661486,75.82037996545769,17.616580310880828,74.09326424870466
"Lexington
County School
District One",Pelion Middle School,3201058,325 Main Street,Pelion,SC,29123,6-8,520,803-821-2300,https://schools.lexington1.net/PMS,Kailanya S. Brailey,47,NA,2021,M,23.5,43.4,16.7,52.8,25.8,NA,55.3,7,79.3,59.5744680851064,11.8,52673.6923076923,100,100,0,12.6,NA,523,258,265,32,375,NA,0,410,116,49.330783938814534,50.66921606118547,0,6.118546845124283,71.70172084130019,22.179732313575524,78.39388145315488
"Lexington
County School
District One",Pelion Middle School,3201058,325 Main Street,Pelion,SC,29123,6-8,520,803-821-2300,https://schools.lexington1.net/PMS,Kailanya S. Brailey,47,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,79.6,63.8,5.9,53118,100,100,0.2,23,NA,547,277,270,28,413,NA,0,424,106,50.6398537477148,49.36014625228519,0,5.118829981718465,75.50274223034735,19.378427787934186,77.51371115173674
"Lexington
County School
District One","Pleasant Hill Elementary
School",3201060,664 Rawl Road,Lexington,SC,29072,PK-5,923,803-821-2800,http://phes.lexington1.net/,"Margaret B.
Mitchum",62,NA,2017,E,62.900000000000006,10.4,68.4,9.1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0.7,NA,NA,866,430,436,98,691,NA,NA,NA,77,49.65357967667436,50.34642032332564,NA,11.316397228637413,79.79214780600462,8.891454965357967,NA
"Lexington
County School
District One","Pleasant Hill Elementary
School",3201060,664 Rawl Road,Lexington,SC,29072,PK-5,923,803-821-2800,http://phes.lexington1.net/,"Margaret B.
Mitchum",62,NA,2018,E,67.4,10.9,66.6,11.5,62.3,NA,10.8,7,90.9,63.3,12.1,52612,100,0,1.3,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
County School
District One","Pleasant Hill Elementary
School",3201060,664 Rawl Road,Lexington,SC,29072,PK-5,923,803-821-2800,http://phes.lexington1.net/,"Margaret B.
Mitchum",62,NA,2019,E,69.6,12.7,67.4,11.7,68.2,NA,13.6,7,91.5,69.2,11.4,51541,100,0,0.2,5.3,NA,971,480,491,86,764,NA,0,233,121,49.43357363542739,50.56642636457261,0,8.85684860968074,78.68177136972193,12.461380020597321,23.995880535530382
"Lexington
County School
District One","Pleasant Hill Elementary
School",3201060,664 Rawl Road,Lexington,SC,29072,PK-5,923,803-821-2800,http://phes.lexington1.net/,"Margaret B.
Mitchum",62,NA,2021,E,60.4,14,57.9,17.4,56.3,NA,19.9,7,88.6,63.7096774193548,9.7,54497.2931034483,100,100,0.6,1.9,NA,919,450,469,76,699,NA,0,252,144,48.96626768226333,51.03373231773667,0,8.269858541893363,76.06093579978237,15.669205658324264,27.421109902067464
"Lexington
County School
District One","Pleasant Hill Elementary
School",3201060,664 Rawl Road,Lexington,SC,29072,PK-5,923,803-821-2800,http://phes.lexington1.net/,"Margaret B.
Mitchum",62,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,89.3,70.8,3.4,55022,100,18,0.1,4.3,NA,964,468,496,83,741,NA,0,248,140,48.54771784232365,51.45228215767634,0,8.609958506224066,76.86721991701245,14.522821576763487,25.72614107883817
"Lexington
County School
District One",Pleasant Hill Middle School,3201061,660 Rawl Road,Lexington,SC,29072,6-8,760,803-821-2700,https://schools.lexington1.net/PHMS,Julie Painter,52,NA,2017,M,57.9,9.9,57.8,11.3,69.5,10.2,NA,7,NA,NA,NA,52620,NA,NA,0.4,NA,NA,1153,557,596,130,930,NA,NA,NA,93,48.308759757155244,51.69124024284475,NA,11.274934952298352,80.65915004336513,8.065915004336514,NA
"Lexington
County School
District One",Pleasant Hill Middle School,3201061,660 Rawl Road,Lexington,SC,29072,6-8,760,803-821-2700,https://schools.lexington1.net/PHMS,Julie Painter,52,NA,2018,M,55.3,13.6,51.6,16.6,66.5,NA,13.2,7,88.4,56.8,10.3,53418,100,100,0,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
County School
District One",Pleasant Hill Middle School,3201061,660 Rawl Road,Lexington,SC,29072,6-8,760,803-821-2700,https://schools.lexington1.net/PHMS,Julie Painter,52,NA,2019,M,60.8,11.1,55.6,13.3,67.8,NA,10.9,7,86.4,58.4,6.9,53053,100,100,0.2,6.8,NA,1200,607,593,101,944,NA,0,343,155,50.583333333333336,49.416666666666664,0,8.416666666666666,78.66666666666666,12.916666666666668,28.583333333333332
"Lexington
County School
District One",Pleasant Hill Middle School,3201061,660 Rawl Road,Lexington,SC,29072,6-8,760,803-821-2700,https://schools.lexington1.net/PHMS,Julie Painter,52,NA,2021,M,58.3,15.8,50.5,19.5,61.1,NA,19.2,7,80.3,72.8155339805825,10,59604.6326530612,100,100,0.1,4.7,NA,759,393,366,111,542,NA,0,223,106,51.77865612648221,48.22134387351779,0,14.624505928853754,71.40974967061923,13.965744400527008,29.38076416337286
"Lexington
County School
District One",Pleasant Hill Middle School,3201061,660 Rawl Road,Lexington,SC,29072,6-8,760,803-821-2700,https://schools.lexington1.net/PHMS,Julie Painter,52,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,77.7,62.3,9.5,57086,100,100,0,6.6,NA,740,385,355,91,554,NA,0,199,95,52.02702702702703,47.97297297297297,0,12.297297297297298,74.86486486486487,12.837837837837837,26.891891891891888
"Lexington
County School
District One","Carolina Springs
Elementary School",3201062,"6340 Platt Springs
Road",Lexington,SC,29073,PK-5,826,803-821-5100,https://schools.lexington1.net/CSES,Todd C. Brown,54,NA,2017,E,45.099999999999994,24.1,53,20.5,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0.7,NA,NA,804,383,421,228,522,NA,NA,NA,54,47.636815920398014,52.363184079601986,NA,28.35820895522388,64.92537313432835,6.7164179104477615,NA
"Lexington
County School
District One","Carolina Springs
Elementary School",3201062,"6340 Platt Springs
Road",Lexington,SC,29073,PK-5,826,803-821-5100,https://schools.lexington1.net/CSES,Todd C. Brown,54,NA,2018,E,49.2,21.9,52.3,20.1,53.4,NA,19.5,7,86.5,55.8,22.2,50635,100,0,0.3,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
County School
District One","Carolina Springs
Elementary School",3201062,"6340 Platt Springs
Road",Lexington,SC,29073,PK-5,826,803-821-5100,https://schools.lexington1.net/CSES,Todd C. Brown,54,NA,2019,E,48.3,23,43.5,21.4,49.6,NA,22.8,7,84.9,54.1,20.7,50375,100,0,0.8,8.7,NA,805,398,407,211,497,NA,0,472,97,49.440993788819874,50.559006211180126,0,26.211180124223603,61.73913043478261,12.049689440993788,58.63354037267081
"Lexington
County School
District One","Carolina Springs
Elementary School",3201062,"6340 Platt Springs
Road",Lexington,SC,29073,PK-5,826,803-821-5100,https://schools.lexington1.net/CSES,Todd C. Brown,54,NA,2021,E,34.5,31,34.3,38.9,33.9,NA,37.5,7,86.9,57.4074074074074,23.8,52272.8367346939,100,100,1,6.9,NA,846,421,425,251,482,NA,0,503,113,49.76359338061466,50.23640661938534,0,29.66903073286052,56.973995271867615,13.356973995271867,59.456264775413715
"Lexington
County School
District One","Carolina Springs
Elementary School",3201062,"6340 Platt Springs
Road",Lexington,SC,29073,PK-5,826,803-821-5100,https://schools.lexington1.net/CSES,Todd C. Brown,54,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,86.1,50.9,12.5,52296,100,18,0.9,10.3,NA,829,410,419,226,503,NA,0,484,100,49.45717732207479,50.542822677925216,0,27.261761158021713,60.675512665862485,12.062726176115802,58.383594692400486
"Lexington
County School
District One","Carolina Springs Middle
School",3201063,"6180 Platt Springs
Road",Lexington,SC,29073,6-8,877,803-821-4900,https://schools.lexington1.net/CSMS,"BRICE
COCKFIELD",69,NA,2017,M,34.5,30.1,32.1,32.8,47.599999999999994,29.1,NA,7,NA,NA,NA,50335,NA,NA,0.9,NA,NA,808,419,389,186,540,NA,NA,NA,82,51.85643564356436,48.14356435643564,NA,23.01980198019802,66.83168316831683,10.14851485148515,NA
"Lexington
County School
District One","Carolina Springs Middle
School",3201063,"6180 Platt Springs
Road",Lexington,SC,29073,6-8,877,803-821-4900,https://schools.lexington1.net/CSMS,"BRICE
COCKFIELD",69,NA,2018,M,39,24.3,39.8,28.5,52.5,NA,24.9,7,82.7,51.6,15.6,50535,100,100,0.7,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
County School
District One","Carolina Springs Middle
School",3201063,"6180 Platt Springs
Road",Lexington,SC,29073,6-8,877,803-821-4900,https://schools.lexington1.net/CSMS,"BRICE
COCKFIELD",69,NA,2019,M,45,24.9,39.3,27.8,46.4,NA,28.9,7,84.2,58.5,18.2,50898,100,100,0.5,14,NA,935,450,485,215,592,NA,0,502,128,48.1283422459893,51.87165775401069,0,22.994652406417114,63.31550802139038,13.689839572192513,53.68983957219251
"Lexington
County School
District One","Carolina Springs Middle
School",3201063,"6180 Platt Springs
Road",Lexington,SC,29073,6-8,877,803-821-4900,https://schools.lexington1.net/CSMS,"BRICE
COCKFIELD",69,NA,2021,M,39.5,27,25.2,38.6,36.2,NA,40.8,7,86.6,48.9051094890511,27.3,50942.5845901639,100,100,0,7.1,NA,888,435,453,255,493,NA,0,493,140,48.986486486486484,51.01351351351351,0,28.716216216216218,55.518018018018026,15.765765765765765,55.518018018018026
"Lexington
County School
District One","Carolina Springs Middle
School",3201063,"6180 Platt Springs
Road",Lexington,SC,29073,6-8,877,803-821-4900,https://schools.lexington1.net/CSMS,"BRICE
COCKFIELD",69,NA,2020,M,NA,NA,NA,NA,NA,NA,NA,NA,86.5,46.2,9.5,50644,100,100,0.1,16.1,NA,932,455,477,246,549,NA,0,517,137,48.81974248927038,51.18025751072961,0,26.394849785407725,58.90557939914163,14.699570815450643,55.47210300429185
"Lexington
County School
District One",Forts Pond Elementary,3201064,"7350 Fish Hatchery
Road",Pelion,SC,29123,K-5,524,803-821-2500,https://schools.lexington1.net/FPES,Michelle L Smith,40,NA,2017,E,28.5,37.1,42.6,28.1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0,NA,NA,602,286,316,58,475,NA,NA,NA,69,47.50830564784053,52.49169435215947,NA,9.634551495016613,78.90365448504983,11.461794019933555,NA
"Lexington
County School
District One",Forts Pond Elementary,3201064,"7350 Fish Hatchery
Road",Pelion,SC,29123,K-5,524,803-821-2500,https://schools.lexington1.net/FPES,Michelle L Smith,40,NA,2018,E,34.6,32.1,47.3,28.3,48,NA,26.7,7,90.8,61,33.3,48435,100,100,0.2,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
County School
District One",Forts Pond Elementary,3201064,"7350 Fish Hatchery
Road",Pelion,SC,29123,K-5,524,803-821-2500,https://schools.lexington1.net/FPES,Michelle L Smith,40,NA,2019,E,31.5,41,41,33.3,33.7,NA,45.8,7,91.1,55.8,28.6,47500,100,100,0.4,15.4,NA,581,282,299,38,434,NA,0,473,109,48.53700516351119,51.46299483648882,0,6.540447504302927,74.69879518072288,18.76075731497418,81.41135972461274
"Lexington
County School
District One",Forts Pond Elementary,3201064,"7350 Fish Hatchery
Road",Pelion,SC,29123,K-5,524,803-821-2500,https://schools.lexington1.net/FPES,Michelle L Smith,40,NA,2021,E,24.9,45.8,25.7,41.5,18.8,NA,60.9,7,85.2,57.5,38.9,52012.5405405405,100,100,0.2,7.8,NA,525,245,280,41,363,NA,0,422,121,46.666666666666664,53.333333333333336,0,7.809523809523809,69.14285714285714,23.047619047619047,80.38095238095238
"Lexington
County School
District One",Forts Pond Elementary,3201064,"7350 Fish Hatchery
Road",Pelion,SC,29123,K-5,524,803-821-2500,https://schools.lexington1.net/FPES,Michelle L Smith,40,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,87.3,58.1,22.2,50189,100,16,0,19,NA,548,259,289,35,395,NA,0,447,118,47.262773722627735,52.737226277372265,0,6.3868613138686134,72.08029197080292,21.532846715328464,81.56934306569343
"Lexington
County School
District One","New Providence
Elementary School",3201065,"1118 Old Cherokee
Road",Lexington,SC,29072,K-5,690,803-821-3300,https://schools.lexington1.net/NPES,Robert Candillo,44,NA,2017,E,68.2,10.7,71.80000000000001,8.4,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0.7,NA,NA,555,253,302,49,464,NA,NA,NA,42,45.585585585585584,54.414414414414416,NA,8.82882882882883,83.6036036036036,7.567567567567568,NA
"Lexington
County School
District One","New Providence
Elementary School",3201065,"1118 Old Cherokee
Road",Lexington,SC,29072,K-5,690,803-821-3300,https://schools.lexington1.net/NPES,Robert Candillo,44,NA,2018,E,72.1,7.9,78.3,7,86.2,NA,7.3,7,91.4,69,12.5,53213,100,0,0.9,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington
County School
District One","New Providence
Elementary School",3201065,"1118 Old Cherokee
Road",Lexington,SC,29072,K-5,690,803-821-3300,https://schools.lexington1.net/NPES,Robert Candillo,44,NA,2019,E,77.4,7.5,79.2,5.1,81.2,NA,6,7,94.3,68.2,3.8,55718,94,54,0.3,3.6,NA,679,317,362,56,537,NA,0,158,86,46.68630338733431,53.31369661266569,0,8.24742268041237,79.08689248895435,12.665684830633284,23.269513991163475
"Lexington
County School
District One","New Providence
Elementary School",3201065,"1118 Old Cherokee
Road",Lexington,SC,29072,K-5,690,803-821-3300,https://schools.lexington1.net/NPES,Robert Candillo,44,NA,2021,E,65.2,12.9,66.3,12.2,66.7,NA,11.4,7,92.3,63.6363636363636,8.3,57544.2857142857,100,100,0.6,2,NA,701,336,365,53,538,NA,0,174,110,47.93152639087018,52.06847360912982,0,7.560627674750357,76.7475035663338,15.691868758915833,24.821683309557773
"Lexington
County School
District One","New Providence
Elementary School",3201065,"1118 Old Cherokee
Road",Lexington,SC,29072,K-5,690,803-821-3300,https://schools.lexington1.net/NPES,Robert Candillo,44,NA,2020,E,NA,NA,NA,NA,NA,NA,NA,NA,94.2,64.4,0,57357,100,56,0.3,4.2,NA,688,332,356,41,558,NA,0,158,89,48.25581395348838,51.74418604651163,0,5.959302325581396,81.1046511627907,12.936046511627907,22.96511627906977
"Lexington
County School
District One","Rocky Creek Elementary
School",3201066,"430 Calks Ferry Rd.,
Lexington SC 29072",Lexington,SC,29072,PK-5,854,803-821-4200,https://schools.lexington1.net/RCES,"Gregory W
Watchinski",55,NA,2017,E,59.699999999999996,12.5,62.6,9.3,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0.3,NA,NA,684,331,353,56,562,NA,NA,NA,66,48.39181286549707,51.60818713450293,NA,8.187134502923977,82.16374269005848,9.649122807017543,NA
"Lexington
County School
District One","Rocky Creek Elementary
School",3201066,"430 Calks Ferry Rd.,
Lexington SC 29072",Lexington,SC,29072,PK-5,854,803-821-4200,https://schools.lexington1.net/RCES,"Gregory W
Watchinski",55,NA,2018,E,65.5,9.2,70.2,10.1,64.5,NA,12.1,7,92.4,64,12,53206,100,0,0.6,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
