report_card_year.x,district_nm.x,school_nm.x,schoolid,schooltypecd.x,tch_retention_18,tch_retention_21,change_over_time,percent_change_over_time
2021,"Kershaw County School
District",Camden Elementary School,2801015,E,85.1,84.8,-0.29999999999999716,-0.3525264394829579
2021,"Spartanburg School
District One",Chapman High School,4201002,H,90,89.7,-0.29999999999999716,-0.3333333333333302
2021,"Laurens County School
District 56",Clinton High School,3056016,H,91.3,90.9,-0.3999999999999915,-0.4381161007666939
2021,"Lexington County School
District One",Gilbert Middle,3201054,M,88.3,87.9,-0.3999999999999915,-0.4530011325028216
2021,"Lexington County School
District One",White Knoll High School,3201057,H,89.8,89.4,-0.3999999999999915,-0.4454342984409705
2021,"School District Of Oconee
County",Keowee Elementary School,3701012,E,91.3,90.9,-0.3999999999999915,-0.4381161007666939
2021,"Kershaw County School
District",Jackson School,2801013,E,83.4,83,-0.4000000000000057,-0.4796163069544433
2021,"Anderson School District
One",Cedar Grove Elementary,0401005,E,92,91.5,-0.5,-0.5434782608695652
2021,Calhoun County Schools,Sany Run School,0901008,E,89.2,88.7,-0.5,-0.5605381165919282
2021,"Charleston County School
District",A.C. Corcoran Elementary,1001036,E,79.8,79.3,-0.5,-0.6265664160401003
2021,"Chester County School
District",Chester High School,1201002,H,82.7,82.2,-0.5,-0.6045949214026602
2021,"School District Of Oconee
County",Walhalla Elementary School,3701022,E,96.4,95.9,-0.5,-0.5186721991701244
2021,"School District Of Pickens
County",Forest Acres Elementary,3901018,E,92.7,92.2,-0.5,-0.5393743257820928
2021,"Spartanburg School
District Three",Cannons Elementary School,4203028,E,84.3,83.8,-0.5,-0.5931198102016607
2021,Sumter Schools,Manchester Elementary School,4301014,E,84.3,83.8,-0.5,-0.5931198102016607
2021,Sumter Schools,Willow Drive Elementary,4301039,E,82.4,81.9,-0.5,-0.6067961165048543
2021,"Clover School District
(York 2)",Larne Elementary School,4602018,E,83.5,83,-0.5,-0.5988023952095809
2021,"Charleston County School
District",Springfield Elementary,1001081,E,80.3,79.7,-0.5999999999999943,-0.747198007471973
2021,"School District Five Of
Lexington & Richland
Count",Irmo High School,3205039,H,85.3,84.7,-0.5999999999999943,-0.7033997655334049
2021,"Marlboro County School
District",Marlboro County High School,3501026,H,85.8,85.2,-0.5999999999999943,-0.6993006993006927
2021,"Richland School District
One",Watkins-Nance Elementary School,4001092,E,63.7,63.1,-0.6000000000000014,-0.9419152276295155
2021,"Berkeley County School
District",Cane Bay Elementary School,0801050,E,81.1,80.4,-0.6999999999999886,-0.8631319358816136
2021,Hampton District One,Brunson Elementary School,2501004,E,89.6,88.9,-0.6999999999999886,-0.7812499999999873
2021,"Colleton County School
District",Hendersonville Elementary School,1501021,E,79.7,79,-0.7000000000000028,-0.8782936010037677
2021,"Lexington County School
District One",Rocky Creek Elementary School,3201066,E,92.4,91.7,-0.7000000000000028,-0.7575757575757607
2021,"Richland School District
One",Southeast Middle,4001091,M,79.2,78.5,-0.7000000000000028,-0.8838383838383874
2021,"Spartanburg School
District Seven",Spartanburg High School,4207073,H,88.9,88.2,-0.7000000000000028,-0.7874015748031528
2021,Sumter Schools,Crestwood High School,4301042,H,78,77.3,-0.7000000000000028,-0.897435897435901
2021,"Rock Hill School District
(York 3)",Lesslie Elementary School,4603027,E,90.8,90.1,-0.7000000000000028,-0.7709251101321617
2021,"South Carolina Public
Charter School District","Pee Dee Math, Science, And
Technology Academy",4701029,E,86.8,86.1,-0.7000000000000028,-0.8064516129032291
2021,"Aiken County Public
School District",Wagener-Salley High School,0201015,H,82.2,81.4,-0.7999999999999972,-0.9732360097323567
2021,"Anderson School District
Five",Nevitt Forest Elementary School,0405050,E,73.6,72.8,-0.7999999999999972,-1.0869565217391266
2021,"Berkeley County School
District",Sedgefield Middle School,0801027,M,73.7,72.9,-0.7999999999999972,-1.085481682496604
2021,Florence One Schools,Royall Elementary School,2101017,E,93.8,93,-0.7999999999999972,-0.8528784648187604
2021,"The School District Of
Greenville County",Riverside High School,2301017,H,91.1,90.3,-0.7999999999999972,-0.8781558726673954
2021,"The School District Of
Greenville County",Hollis Academy,2301061,E,83.8,83,-0.7999999999999972,-0.9546539379474906
2021,"Lexington County School
District One",Midway Elementary School,3201055,E,92.2,91.4,-0.7999999999999972,-0.8676789587852464
2021,"School District Five Of
Lexington & Richland
Count",Dutch Fork Middle School,3205054,M,88.5,87.7,-0.7999999999999972,-0.9039548022598838
2021,"Clover School District
(York 2)",Griggs Road Elementary,4602047,E,87.8,87,-0.7999999999999972,-0.9111617312072862
2021,"Rock Hill School District
(York 3)",Castle Heights Middle School,4603015,M,85.6,84.8,-0.7999999999999972,-0.9345794392523332
2021,"The School District Of
Greenville County",Northwest Middle,2301077,M,75.4,74.6,-0.8000000000000114,-1.0610079575596967
2021,"Anderson School District
One",Spearman Elementary,0401011,E,84.1,83.2,-0.8999999999999915,-1.070154577883462
2021,"School District Of Pickens
County",East End Elementary School,3901017,E,87.3,86.4,-0.8999999999999915,-1.0309278350515367
2021,"Berkeley County School
District",Goose Creek Elementary,0801046,E,83.2,82.2,-1,-1.2019230769230769
2021,"Florence School District
Three",Lake City High School,2103029,H,74.2,73.2,-1,-1.3477088948787062
2021,"Greenwood School
District 50",Lakeview Elementary School,2450009,E,87.3,86.2,-1.0999999999999943,-1.2600229095074391
2021,"Greenwood School
District 50",Westview Middle School,2450029,M,84.8,83.7,-1.0999999999999943,-1.297169811320748
2021,"School District Five Of
Lexington & Richland
Count",Dutch Fork High School,3205051,H,90.8,89.7,-1.0999999999999943,-1.211453744493386
2021,"Richland School District
Two",Joseph Keels Elementary,4002075,E,79.6,78.5,-1.0999999999999943,-1.3819095477386865
2021,"Anderson School District
Five",Concord Elementary,0405045,E,90.7,89.6,-1.1000000000000085,-1.2127894156560182
2021,"Dorchester School District
Two",Fort Dorchester Elementary School,1802023,E,87.9,86.8,-1.1000000000000085,-1.251422070534708
2021,"Marion County School
District",Mullins High School,3410008,H,85.7,84.6,-1.1000000000000085,-1.2835472578763225
2021,York School District One,York Intermediate School,4601048,E,91.7,90.6,-1.1000000000000085,-1.1995637949836515
2021,"The School District Of
Greenville County",Berea Elementary School,2301036,E,91.1,89.9,-1.1999999999999886,-1.3172338090010853
2021,"Spartanburg School
District Three",Cowpens Middle School,4203025,M,78.6,77.4,-1.1999999999999886,-1.526717557251894
2021,"Anderson School District
Three",Starr-Iva Middle School,0403025,M,80.9,79.7,-1.2000000000000028,-1.4833127317676176
2021,"Berkeley County School
District",Whitesville Elementary School,0801030,E,84,82.8,-1.2000000000000028,-1.428571428571432
2021,"Georgetown County
School District",Plantersville Elementary,2201020,E,81.3,80.1,-1.2000000000000028,-1.476014760147605
2021,"The School District Of
Greenville County",Woodmont High School,2301023,H,86.7,85.5,-1.2000000000000028,-1.3840830449827022
2021,"School District Of Pickens
County",D.W. Daniel High,3901003,H,91.5,90.3,-1.2000000000000028,-1.3114754098360688
2021,"Anderson School District
Two",Wright Elementary School,0402021,E,82.7,81.4,-1.2999999999999972,-1.571946795646913
2021,"Chesterfield County
School District",New Heights Middle School,1301008,M,88.6,87.3,-1.2999999999999972,-1.4672686230248275
2021,"Chesterfield County
School District",Chesterfield-Ruby Middle School,1301028,M,91.7,90.4,-1.2999999999999972,-1.4176663031624832
2021,Horry County Schools,Black Water Middle School,2601062,M,89.3,88,-1.2999999999999972,-1.4557670772676339
2021,"Lexington School District
Two",Brookland-Cayce High School,3202011,H,84.7,83.4,-1.2999999999999972,-1.534828807556077
2021,"School District Of Oconee
County",Northside Elementary School,3701013,E,88.1,86.8,-1.2999999999999972,-1.4755959137343895
2021,"Spartanburg School
District Three",Broome High School,4203026,H,86.6,85.3,-1.2999999999999972,-1.5011547344110823
2021,"Anderson School District
One",Powdersville Middle School,0401061,M,90.4,89.1,-1.3000000000000114,-1.4380530973451453
2021,"Spartanburg School
District 5",River Ridge Elementary School,4205090,E,92.9,91.6,-1.3000000000000114,-1.3993541442411317
2021,"Berkeley County School
District",College Park Elementary School,0801017,E,81.8,80.4,-1.3999999999999915,-1.7114914425427767
2021,"Darlington County School
District",Hartsville High School,1601005,H,89.3,87.9,-1.3999999999999915,-1.567749160134369
2021,"School District Of Oconee
County",Walhalla Middle School,3701006,M,89.9,88.5,-1.4000000000000057,-1.5572858731924422
2021,Anderson District 4,Townville Elementary,0404036,E,92.6,91.1,-1.5,-1.6198704103671708
2021,Anderson District 4,Mount Lebanon Elementary School,0404037,E,91.7,90.2,-1.5,-1.6357688113413305
2021,"Chesterfield County
School District",Cheraw Intermediate School,1301026,E,78.5,77,-1.5,-1.910828025477707
2021,"The School District Of
Greenville County",Lakeview Middle School,2301066,M,72.3,70.8,-1.5,-2.0746887966804977
2021,"Richland School District
Two",Catawba Trail Elementary,4002101,E,85.5,84,-1.5,-1.7543859649122806
2021,"Clover School District
(York 2)",Kinard Elementary School,4602014,E,86.4,84.9,-1.5,-1.736111111111111
2021,"Aiken County Public
School District",Chukker Creek Elementary School,0201056,E,84.8,83.2,-1.5999999999999943,-1.886792452830182
2021,"Laurens County School
District 55",E. B. Morse Elementary School,3055010,E,74.5,72.9,-1.5999999999999943,-2.147651006711402
2021,"School District Five Of
Lexington & Richland
Count",Chapin High School,3205038,H,92.3,90.7,-1.5999999999999943,-1.733477789815812
2021,"Chesterfield County
School District",Plainview Elementary School,1301021,E,84.2,82.6,-1.6000000000000085,-1.9002375296912215
2021,"Darlington County School
District","Mayo High School For Math, Science
& Technology",1601033,H,94.9,93.3,-1.6000000000000085,-1.6859852476290922
2021,Lancaster,Indian Land High,2901006,H,90.4,88.8,-1.6000000000000085,-1.7699115044247882
2021,"School District Of Oconee
County",James M. Brown Elementary School,3701016,E,91.2,89.6,-1.6000000000000085,-1.75438596491229
2021,"School District Five Of
Lexington & Richland
Count",Oak Pointe Elementary,3205056,E,90.6,88.9,-1.6999999999999886,-1.8763796909492152
2021,"Georgetown County
School District",Mcdonald Elementary School,2201016,E,88.9,87.2,-1.7000000000000028,-1.9122609673790807
2021,"The School District Of
Greenville County",Augusta Circle Elementary,2301034,E,92.8,91.1,-1.7000000000000028,-1.831896551724141
2021,"Jasper County School
District",Hardeeville Elementary School,2701010,E,76.5,74.8,-1.7000000000000028,-2.222222222222226
2021,"School District Of Oconee
County",Walhalla High School,3701007,H,91.7,90,-1.7000000000000028,-1.8538713195201777
2021,"Darlington County School
District",Lamar High School,1601006,H,86.1,84.3,-1.7999999999999972,-2.09059233449477
2021,"School District Of Pickens
County",Rc Edwards Middle School,3901002,M,87.1,85.3,-1.7999999999999972,-2.066590126291616
2021,"Aiken County Public
School District",Aiken High School,0201002,H,88.9,87.1,-1.8000000000000114,-2.024746906636683
2021,"Anderson School District
Five",Mccants Middle School,0405040,M,79.9,78.1,-1.8000000000000114,-2.2528160200250453
2021,"Charleston County School
District",North Charleston High,1001002,H,72.4,70.6,-1.8000000000000114,-2.486187845303883
2021,"Greenwood School
District 50",Merrywood Elementary,2450012,E,88.9,87.1,-1.8000000000000114,-2.024746906636683
2021,Horry County Schools,St. James High School,2601058,H,93.9,92.1,-1.8000000000000114,-1.9169329073482548
2021,"Richland School District
Two",Lonnie B. Nelson Elementary School,4002076,E,77.9,76.1,-1.8000000000000114,-2.310654685494238
2021,"Chester County School
District",Lewisville Elementary School,1201014,E,86.6,84.7,-1.8999999999999915,-2.193995381062346
2021,"The School District Of
Greenville County",Berea High School,2301002,H,90.1,88.2,-1.8999999999999915,-2.108768035516084
2021,"School District Of Oconee
County",West-Oak High School,3701008,H,87.6,85.7,-1.8999999999999915,-2.1689497716894883
2021,"Georgetown County
School District",Waccamaw High School,2201025,H,88,86.1,-1.9000000000000057,-2.159090909090916
2021,"The School District Of
Greenville County","Greenville Middle Academy Of
Traditional & Global Studies",2301059,M,81.9,80,-1.9000000000000057,-2.3199023199023268
2021,"Richland School District
One",A.C. Moore Elementary,4001048,E,86.7,84.8,-1.9000000000000057,-2.191464821222613
2021,Bamberg School District 2,Denmark Olar High School,0502007,H,85.6,83.6,-2,-2.3364485981308416
2021,"Charleston County School
District",West Ashley High,1001104,H,83.6,81.6,-2,-2.3923444976076556
2021,"Chesterfield County
School District",Mcbee High School,1301006,H,89,87,-2,-2.247191011235955
2021,Horry County Schools,Midland Elementary School,2601033,E,95.8,93.8,-2,-2.0876826722338206
2021,Horry County Schools,Hcs Early College High School,2601064,H,95.5,93.5,-2,-2.094240837696335
2021,"School District Five Of
Lexington & Richland
Count","Seven Oaks Elementary School Media
Magnet",3205045,E,82.4,80.4,-2,-2.4271844660194173
2021,"Richland School District
One",C A Johnson High School,4001011,H,75.8,73.8,-2,-2.638522427440633
2021,"Richland School District
One",Hand Middle School,4001039,M,73.7,71.7,-2,-2.7137042062415193
2021,"Berkeley County School
District",Goose Creek High,0801007,H,81.3,79.2,-2.0999999999999943,-2.5830258302582956
2021,"Chesterfield County
School District",Chesterfield High School,1301002,H,93.1,91,-2.0999999999999943,-2.255639097744355
2021,"The School District Of
Greenville County","Stone Academy Of Communication
Arts",2301085,E,97.3,95.2,-2.0999999999999943,-2.158273381294958
2021,Horry County Schools,Green Sea Floyds Elementary School,2601023,E,88,85.9,-2.0999999999999943,-2.38636363636363
2021,"Spartanburg School
District Seven",Jesse W. Boyd Elementary School,4207074,E,87.8,85.7,-2.0999999999999943,-2.391799544419128
2021,"Anderson School District
One",Wren Elementary,0401013,E,92.4,90.3,-2.1000000000000085,-2.272727272727282
2021,"The School District Of
Greenville County",Northwood Middle School,2301074,M,82.2,80.1,-2.1000000000000085,-2.5547445255474557
2021,"Lexington County School
District Three","Batesburg-Leesville High School
",3203026,H,89.7,87.6,-2.1000000000000085,-2.341137123745829
2021,"Berkeley County School
District",Sangaree Intermediate School,0801038,E,80.1,77.9,-2.1999999999999886,-2.7465667915105976
2021,"School District Of
Newberry County",Mid-Carolina High School,3601002,H,80.6,78.4,-2.1999999999999886,-2.729528535980135
2021,"Charleston County School
District",Malcolm C. Hursey Montessori,1001070,E,83.4,81.2,-2.200000000000003,-2.637889688249404
2021,"School District Of Oconee
County",Seneca Middle School,3701026,M,87.9,85.7,-2.200000000000003,-2.5028441410694002
2021,"Berkeley County School
District",Marrington Elementary School,0801033,E,83.1,80.8,-2.299999999999997,-2.7677496991576382
2021,"Charleston County School
District",Jane Edwards Elementary,1001039,E,69,66.7,-2.299999999999997,-3.333333333333329
2021,"Charleston County School
District",Harbor View Elementary,1001043,E,88.7,86.4,-2.299999999999997,-2.59301014656144
2021,"Lexington School District
Two",Springdale Elementary,3202024,E,89.6,87.3,-2.299999999999997,-2.566964285714283
2021,Saluda,Saluda High School,4101003,H,85.7,83.4,-2.299999999999997,-2.683780630105014
2021,"Lexington County School
District One",Pleasant Hill Elementary School,3201060,E,90.9,88.6,-2.3000000000000114,-2.530253025302543
2021,"Aiken County Public
School District","Langley-Bath-Clearwater Middle
School",0201008,M,80.8,78.4,-2.3999999999999915,-2.9702970297029596
2021,Anderson District 4,Riverside Middle School,0404029,M,87.5,85.1,-2.4000000000000057,-2.742857142857149
2021,"Cherokee County School
District 1",Grassy Pond Elementary,1101022,E,94.7,92.3,-2.4000000000000057,-2.5343189017951486
2021,"Spartanburg School
District Seven",Mary H. Wright Elementary School,4207085,E,76.9,74.5,-2.4000000000000057,-3.120936280884272
2021,"Aiken County Public
School District",Kennedy Middle School,0201017,M,84.9,82.4,-2.5,-2.9446407538280326
2021,"Charleston County School
District",Belle Hall Elementary,1001096,E,91.6,89.1,-2.5,-2.7292576419213974
2021,Horry County Schools,Palmetto Bays Elementary,2601056,E,90.6,88.1,-2.5,-2.7593818984547465
2021,"Lexington School District
Two",Herbert A. Wood Elementary School,3202027,E,93.3,90.8,-2.5,-2.679528403001072
2021,"Spartanburg County
School District Six",Dorman High School,4206053,H,93.3,90.8,-2.5,-2.679528403001072
2021,"Dillon School District
Three",Latta Elementary School,1703024,E,93.8,91.2,-2.5999999999999943,-2.7718550106609747
2021,"Spartanburg School
District 5","Duncan Elementary School Of The
Arts",4205046,E,86.8,84.2,-2.5999999999999943,-2.995391705069118
2021,"Fort Mill School District -
York 4",Pleasant Knoll Elementary School,4604055,E,86.8,84.2,-2.5999999999999943,-2.995391705069118
2021,"The School District Of
Greenville County",Mauldin High School,2301014,H,93.4,90.8,-2.6000000000000085,-2.783725910064249
2021,Horry County Schools,North Myrtle Beach Middle School,2601037,M,90.9,88.3,-2.6000000000000085,-2.8602860286028693
2021,"School District Of Oconee
County",West-Oak Middle School,3701030,M,89.6,86.9,-2.6999999999999886,-3.0133928571428448
2021,"Richland School District
One",Webber Elementary,4001064,E,71.1,68.4,-2.6999999999999886,-3.797468354430364
2021,"Fort Mill School District -
York 4",Fort Mill Elementary School,4604043,E,86.1,83.4,-2.6999999999999886,-3.135888501742147
2021,"The School District Of
Greenville County",Riverside Middle School,2301111,M,88.7,86,-2.700000000000003,-3.043968432919958
2021,Horry County Schools,Carolina Forest High School,2601052,H,95.2,92.5,-2.700000000000003,-2.8361344537815154
2021,"Rock Hill School District
(York 3)",South Pointe High School,4603041,H,86.9,84.2,-2.700000000000003,-3.1070195627157684
2021,"Rock Hill School District
(York 3)",Mount Holly Elementary School,4603043,E,87.2,84.5,-2.700000000000003,-3.096330275229361
2021,"Colleton County School
District",Northside Elementary School,1501020,E,85.5,82.7,-2.799999999999997,-3.2748538011695874
2021,"Georgetown County
School District",Andrews High School,2201001,H,87.8,85,-2.799999999999997,-3.1890660592255093
2021,Horry County Schools,Aynor High School,2601001,H,92.5,89.7,-2.799999999999997,-3.0270270270270236
2021,Sumter Schools,Ebenezer Middle School,4301002,M,85,82.2,-2.799999999999997,-3.2941176470588203
2021,Sumter Schools,Cherryvale Elementary School,4301008,E,77,74.2,-2.799999999999997,-3.6363636363636327
2021,"The School District Of
Greenville County",Wade Hampton High School,2301010,H,89.6,86.7,-2.8999999999999915,-3.2366071428571335
2021,"The School District Of
Greenville County",Armstrong Elementary,2301031,E,86.8,83.9,-2.8999999999999915,-3.341013824884783
2021,"Charleston County School
District",Sanders-Clyde Elementary,1001076,E,61.4,58.5,-2.8999999999999986,-4.7231270358306165
2021,"Berkeley County School
District",H. E. Bonner Elementary,0801024,E,83.9,81,-2.9000000000000057,-3.45649582836711
2021,"Kershaw County School
District",Leslie M. Stover Middle School,2801023,M,87,84.1,-2.9000000000000057,-3.3333333333333397
2021,"Berkeley County School
District",Hanahan Middle,0801021,M,85.6,82.6,-3,-3.504672897196262
2021,"Charleston County School
District",Laing Middle,1001051,M,87.6,84.6,-3,-3.4246575342465757
2021,"Charleston County School
District",Mamie P. Whitesides Elementary,1001090,E,88.7,85.7,-3,-3.3821871476888385
2021,"The School District Of
Greenville County",Rudolph Gordon School At Jones Mill,2301117,E,91.3,88.3,-3,-3.285870755750274
2021,Horry County Schools,Loris Middle School,2601027,M,84.9,81.9,-3,-3.533568904593639
2021,"Lexington County School
District One",Pelion High School,3201004,H,86.3,83.3,-3,-3.476245654692932
2021,"Spartanburg School
District 5",Abner Creek Academy,4205094,E,94.7,91.7,-3,-3.167898627243928
2021,Lancaster,Kershaw Elementary School,2901023,E,91,87.9,-3.0999999999999943,-3.4065934065934
2021,York School District One,Hickory Grove Sharon Elementary,4601045,E,90.3,87.2,-3.0999999999999943,-3.433001107419706
2021,Union County Schools,Jonesville Elementary Middle School,4401014,E,90.4,87.3,-3.1000000000000085,-3.4292035398230185
2021,"Abbeville County School
District",Diamond Hill Elementary,0160019,E,89,85.8,-3.200000000000003,-3.595505617977531
2021,Horry County Schools,Aynor Elementary School,2601014,E,92.2,89,-3.200000000000003,-3.4707158351410006
2021,Horry County Schools,Kingston Elementary,2601028,E,91.2,88,-3.200000000000003,-3.5087719298245648
2021,Horry County Schools,Pee Dee Elementary,2601039,E,93.5,90.3,-3.200000000000003,-3.4224598930481314
2021,"Aiken County Public
School District",Millbrook Elementary,0201035,E,92.2,88.9,-3.299999999999997,-3.579175704989151
2021,"Anderson School District
Five",Westside High School,0405048,H,80.6,77.3,-3.299999999999997,-4.09429280397022
2021,"Chesterfield County
School District",Ruby Elementary School,1301023,E,89.8,86.5,-3.299999999999997,-3.674832962138082
2021,"Lexington County School
District One",Saxe Gotha Elementary School,3201052,E,86.6,83.3,-3.299999999999997,-3.8106235565819833
2021,"School District Of Pickens
County",Liberty High School,3901006,H,91,87.7,-3.299999999999997,-3.6263736263736233
2021,"Richland School District
Two",Muller Road Middle School,4002098,E,87.6,84.3,-3.299999999999997,-3.7671232876712297
2021,Union County Schools,Sims Middle School,4401004,M,82.2,78.9,-3.299999999999997,-4.014598540145982
2021,"Anderson School District
Five",Calhoun Academy Of The Arts,0405060,E,90.4,87.1,-3.3000000000000114,-3.6504424778761186
2021,"Richland School District
Two",Spring Valley High School,4002069,H,89.4,86.1,-3.3000000000000114,-3.6912751677852476
2021,"Charleston County School
District",Lambs Elementary,1001052,E,79.3,75.9,-3.3999999999999915,-4.2875157629255884
2021,"Dorchester School District
Two",Fort Dorchester High School,1802020,H,86.6,83.2,-3.3999999999999915,-3.9260969976905216
2021,"Georgetown County
School District",Pleasant Hill Elementary School,2201012,E,93.3,89.9,-3.3999999999999915,-3.6441586280814486
2021,"The School District Of
Greenville County","A.J. .Whittenberg Elementary School
Of Engineering",2301119,E,85.1,81.7,-3.3999999999999915,-3.9952996474735505
2021,"South Carolina Public
Charter School District",Green Charter School,4701026,E,72.6,69.2,-3.3999999999999915,-4.68319559228649
2021,Florence One Schools,North Vista Elementary,2101016,E,77.4,74,-3.4000000000000057,-4.3927648578811445
2021,"Charleston County School
District",Wando High,1001014,H,86,82.5,-3.5,-4.069767441860465
2021,"Chester County School
District",Chester Middle School,1201004,M,83.1,79.6,-3.5,-4.21179302045728
2021,"The School District Of
Greenville County",Washington Center School,2301902,E,92.4,88.9,-3.5,-3.787878787878788
2021,Horry County Schools,"Palmetto Academy Of Learning And
Success Charter",2601602,E,87.2,83.7,-3.5,-4.013761467889908
2021,"Lexington County School
District One",Pelion Middle School,3201058,M,82.8,79.3,-3.5,-4.2270531400966185
2021,"Spartanburg County
School District Six",R.P. Dawkins Middle School,4206060,M,89.4,85.9,-3.5,-3.914988814317673
2021,"Anderson School District
Five",Robert Anderson Middle School,0405063,M,81.3,77.7,-3.5999999999999943,-4.428044280442798
2021,"Laurens County School
District 55",Ford Elementary School,3055006,E,80,76.4,-3.5999999999999943,-4.499999999999993
2021,Bamberg School District 2,Denmark Olar Middle School,0502008,M,84.4,80.8,-3.6000000000000085,-4.265402843601906
2021,"Richland School District
One",Hb Rhame Elementary,4001060,E,82.9,79.3,-3.6000000000000085,-4.342581423401699
2021,"The School District Of
Greenville County",Blythe Academy,2301038,E,87.6,83.9,-3.6999999999999886,-4.223744292237431
2021,"Spartanburg School
District Four",Woodruff High School,4204036,H,92.8,89.1,-3.700000000000003,-3.9870689655172447
2021,"Cherokee County School
District 1",Blacksburg High School,1101001,H,92.3,88.5,-3.799999999999997,-4.1170097508125645
2021,"Chester County School
District","Chester Park Center Of Literacy
Through Technology",1201021,E,76.7,72.9,-3.799999999999997,-4.954367666232069
2021,"Georgetown County
School District",Coastal Montessori Charter,2201601,E,87,83.2,-3.799999999999997,-4.36781609195402
2021,"The School District Of
Greenville County",Mountain View Elementary,2301071,E,96.2,92.4,-3.799999999999997,-3.950103950103947
2021,Horry County Schools,Loris Elementary,2601032,E,88.2,84.4,-3.799999999999997,-4.3083900226757335
2021,Florence One Schools,Wilson High School,2101006,H,83.4,79.6,-3.8000000000000114,-4.55635491606716
2021,"The School District Of
Greenville County",J. L. Mann High School,2301013,H,89.9,86.1,-3.8000000000000114,-4.226918798665196
2021,"Berkeley County School
District",Hanahan High,0801008,H,91.1,87.2,-3.8999999999999915,-4.281009879253558
2021,"Charleston County School
District",Ashley River Creative Arts Elementary,1001091,E,93.6,89.7,-3.8999999999999915,-4.166666666666658
2021,"Aiken County Public
School District",North Augusta Middle School,0201011,M,85.5,81.6,-3.9000000000000057,-4.561403508771936
2021,Calhoun County Schools,Calhoun County High School,0901001,H,92.7,88.8,-3.9000000000000057,-4.20711974110033
2021,Calhoun County Schools,St. Matthews K8,0901009,E,93.4,89.5,-3.9000000000000057,-4.1755888650963655
2021,Horry County Schools,Homewood Elementary,2601025,E,91.5,87.6,-3.9000000000000057,-4.262295081967219
2021,"School District Of
Newberry County",Gallman Elementary School,3601008,E,83,79.1,-3.9000000000000057,-4.6987951807228985
2021,"Berkeley County School
District",Daniel Island School,0801048,E,88.2,84.2,-4,-4.535147392290249
2021,"Clarendon School District
Two",Manning Jr. High School,1402011,M,88,84,-4,-4.545454545454546
2021,Florence One Schools,Delmae Heights Elementary School,2101010,E,88.2,84.2,-4,-4.535147392290249
2021,"The School District Of
Greenville County",Woodland Elementary,2301099,E,88.5,84.5,-4,-4.519774011299435
2021,Horry County Schools,Riverside Elementary,2601068,E,88.2,84.2,-4,-4.535147392290249
2021,"Lexington County School
District Three",Batesburg-Leesville Middle School,3203029,M,84.2,80.2,-4,-4.750593824228028
2021,Sumter Schools,Lemira Elementary School,4301031,E,83.6,79.6,-4,-4.784688995215311
2021,"Beaufort County School
District",Whale Branch Elementary,0701023,E,77.1,73,-4.099999999999994,-5.317769130998696
2021,"Berkeley County School
District",Mount Holly Elementary,0801040,E,76,71.9,-4.099999999999994,-5.394736842105256
2021,"The School District Of
Greenville County",Pelham Road Elementary,2301079,E,91.5,87.4,-4.099999999999994,-4.480874316939885
2021,"The School District Of
Greenville County",Simpsonville Elementary School,2301081,E,87.8,83.7,-4.099999999999994,-4.669703872437352
2021,"Kershaw County School
District",Midway Elementary School,2801019,E,88.5,84.4,-4.099999999999994,-4.632768361581915
2021,"The School District Of
Greenville County","Hughes Academy Of Science And
Technology",2301062,M,85.9,81.8,-4.1000000000000085,-4.772991850989532
2021,"The School District Of
Greenville County",Summit Drive Elementary,2301087,E,89.4,85.3,-4.1000000000000085,-4.5861297539149986
2021,"The School District Of
Greenville County",Carolina High School,2301005,H,79.6,75.4,-4.199999999999989,-5.276381909547725
2021,"The School District Of
Greenville County",Buena Vista Elementary,2301093,E,87.6,83.4,-4.199999999999989,-4.794520547945193
2021,"Spartanburg School
District 5",Reidville Elementary School,4205049,E,92.1,87.9,-4.199999999999989,-4.560260586319206
2021,"Anderson School District
One",Hunt Meadows Elementary School,0401014,E,91.4,87.2,-4.200000000000003,-4.595185995623635
2021,"Berkeley County School
District",Westview Middle School,0801022,M,92.3,88.1,-4.200000000000003,-4.550379198266525
2021,"Chester County School
District",Great Falls High School,1201005,H,78,73.8,-4.200000000000003,-5.384615384615389
2021,"Spartanburg School
District Two",Chesnee Elementary School,4202018,E,90.5,86.3,-4.200000000000003,-4.640883977900556
2021,"Spartanburg School
District 5",D. R. Hill Middle School,4205045,M,90.2,86,-4.200000000000003,-4.6563192904656345
2021,"Berkeley County School
District",St. Stephen Elementary,0801028,E,83.8,79.5,-4.299999999999997,-5.131264916467777
2021,"Chester County School
District","The Academy For Teaching And
Learning",1201601,E,95.7,91.4,-4.299999999999997,-4.4932079414838
2021,"Clarendon School District
Two",Manning Elementary School,1402013,E,83.6,79.3,-4.299999999999997,-5.143540669856456
2021,"Fairfield County School
District",Kelly Miller Elementary School,2001008,E,87.6,83.3,-4.299999999999997,-4.908675799086755
2021,"Richland School District
One",Satchel Ford Elementary School,4001056,E,93.7,89.4,-4.299999999999997,-4.589114194236924
2021,"Richland School District
Two",Richland Northeast High School,4002079,H,83.2,78.9,-4.299999999999997,-5.168269230769227
2021,"Rock Hill School District
(York 3)",Ebenezer Avenue Elementary,4603022,E,86.7,82.4,-4.299999999999997,-4.959630911188001
2021,"Fort Mill School District -
York 4",Nation Ford High School,4604054,H,88.8,84.5,-4.299999999999997,-4.84234234234234
