district.x,school.x,school_id,type,e_pct_me_21,e_pct_me_17,change_over_time,percent_change_over_time
"Florence County
School District 2","Hannah-Pamplico
Elementary/Middle Schoo",2102028,E,25.8,31.700000000000003,-5.900000000000002,-18.611987381703475
"Florence School
District Three","J. C. Lynch Elementary
School",2103036,E,31.3,38.599999999999994,-7.299999999999994,-18.91191709844558
Lancaster,Erwin Elementary School,2901017,E,18.3,22.6,-4.300000000000001,-19.026548672566374
"Dorchester
School District
Two","Knightsville Elementary
School",1802007,E,46.2,57.1,-10.899999999999999,-19.089316987740805
"Richland School
District Two","Summit Parkway Middle
School",4002082,E,57.3,71,-13.700000000000003,-19.295774647887328
"Richland School
District Two","Polo Road Elementary
School",4002094,E,28.4,35.2,-6.800000000000004,-19.318181818181827
"Dorchester
District Four","Williams Memorial
Elementary School",1804018,E,33.3,41.3,-8,-19.370460048426153
"Spartanburg
County School
District Six","Woodland Heights
Elementary School",4206067,E,23.3,29,-5.699999999999999,-19.6551724137931
"Dorchester
School District
Two","Oakbrook Elementary
School",1802017,E,39.9,49.7,-9.800000000000004,-19.718309859154935
"Florence One
Schools","Henry Timrod Elementary
School",2101020,E,31.7,39.5,-7.800000000000001,-19.746835443037977
"Rock Hill School
District (York 3)",Sunset Park,4603033,E,41.1,51.400000000000006,-10.300000000000004,-20.038910505836583
"Richland School
District Two",Rice Creek Elementary,4002083,E,34,42.6,-8.600000000000001,-20.187793427230048
"Richland School
District One",Meadowfield Elementary,4001046,E,33.8,42.4,-8.600000000000001,-20.283018867924532
"Dorchester
School District
Two","Eagle Nest Elementary
School",1802024,E,37.9,47.599999999999994,-9.699999999999996,-20.378151260504197
"Florence One
Schools","Greenwood Elementary
School",2101011,E,36.2,45.6,-9.399999999999999,-20.614035087719294
Lancaster,Clinton Elementary School,2901015,E,11.5,14.5,-3,-20.689655172413794
"Richland School
District One","Mill Creek Elementary
School",4001047,E,21.5,27.2,-5.699999999999999,-20.955882352941174
"Chesterfield
County School
District","Jefferson Elementary
School",1301015,E,30.5,38.6,-8.100000000000001,-20.984455958549226
"Abbeville
County School
District","John C. Calhoun
Elementary School",0160007,E,31.7,40.2,-8.500000000000004,-21.14427860696518
"Rock Hill School
District (York 3)","Richmond Drive
Elementary",4603031,E,42.7,54.3,-11.599999999999994,-21.36279926335174
"Berkeley County
School District","Westview Elementary
School",0801031,E,46.1,59,-12.899999999999999,-21.864406779661014
"Spartanburg
School District
One","Campobello-Gramling
School",4201006,E,49.1,63,-13.899999999999999,-22.06349206349206
"Rock Hill School
District (York 3)","Rosewood Elementary
School",4603032,E,27.1,34.9,-7.799999999999997,-22.34957020057306
"Richland School
District One",Pine Grove Elementary,4001090,E,17.1,22.1,-5,-22.62443438914027
"Spartanburg
School District
Three","Cannons Elementary
School",4203028,E,42.8,55.4,-12.600000000000001,-22.743682310469318
"Laurens County
School District
55",Waterloo Elementary,3055014,E,24.1,31.3,-7.199999999999999,-23.00319488817891
"Colleton County
School District","Hendersonville Elementary
School",1501021,E,14.7,19.1,-4.400000000000002,-23.036649214659697
"Lexington
County School
District One","Carolina Springs
Elementary School",3201062,E,34.5,45.099999999999994,-10.599999999999994,-23.503325942350322
"Laurens County
School District
55",Laurens Elementary School,3055011,E,25.4,33.300000000000004,-7.900000000000006,-23.72372372372374
"Lexington
County School
District One","Lexington Elementary
School",3201007,E,35.4,46.7,-11.300000000000004,-24.19700214132763
"Charleston
County School
District","North Charleston Creative
Arts Elementary",1001114,E,26.5,35,-8.5,-24.285714285714285
"Lexington
County School
District One",Gilbert Elementary School,3201005,E,26.8,35.5,-8.7,-24.507042253521124
"Georgetown
County School
District",Maryville Elementary,2201015,E,24.1,32,-7.899999999999999,-24.687499999999996
"Lee County
School District","West Lee Elementary
School",3101012,E,14.3,19,-4.699999999999999,-24.736842105263154
"School District
Of Newberry
County","Gallman Elementary
School",3601008,E,16.4,21.8,-5.400000000000002,-24.77064220183487
"Beaufort County
School District",Whale Branch Elementary,0701023,E,20.3,27,-6.699999999999999,-24.814814814814813
"Williamsburg
County School
District","Greeleyville Elementary
School",4501017,E,26.8,35.7,-8.900000000000002,-24.929971988795522
"Florence One
Schools","Theodore Lester
Elementary",2101013,E,21.3,28.4,-7.099999999999998,-24.999999999999993
"Richland School
District Two","Killian Elementary Steam
Leaders Magnet",4002086,E,23.7,31.700000000000003,-8.000000000000004,-25.23659305993692
"The School
District Of
Greenville
County",Duncan Chapel Elementary,2301051,E,28.1,37.7,-9.600000000000001,-25.46419098143236
"Georgetown
County School
District",Coastal Montessori Charter,2201601,E,49.4,66.3,-16.9,-25.49019607843137
"School District
Of Oconee
County","Orchard Park Elementary
School",3701028,E,32.4,43.5,-11.100000000000001,-25.517241379310345
"Greenwood
School District
50",Woodfields Elementary,2450018,E,25.3,34.1,-8.8,-25.806451612903224
Sumter Schools,Lemira Elementary School,4301031,E,11.6,15.8,-4.200000000000001,-26.58227848101266
"Jasper County
School District","Hardeeville Elementary
School",2701010,E,15.1,20.6,-5.500000000000002,-26.699029126213595
"The School
District Of
Greenville
County",Cherrydale Elementary,2301114,E,18.8,25.700000000000003,-6.900000000000002,-26.848249027237358
"Berkeley County
School District","Berkeley Intermediate
School",0801041,E,26.5,36.4,-9.899999999999999,-27.197802197802197
Sumter Schools,"Kingsbury Elementary
School",4301041,E,20,27.8,-7.800000000000001,-28.057553956834536
"Charleston
County School
District","Matilda F. Dunston
Elementary",1001072,E,14.9,20.8,-5.9,-28.365384615384613
"Mccormick
County School
District","Mccormick Elementary
School",3301003,E,15.4,21.5,-6.1,-28.37209302325581
"The School
District Of
Greenville
County",Hollis Academy,2301061,E,22.1,30.9,-8.799999999999997,-28.478964401294494
"Anderson
School District
Five","Whitehall Elementary
School",0405059,E,30.9,43.3,-12.399999999999999,-28.637413394919164
"Spartanburg
School District
Seven",Meeting Street Academy,4207200,E,62.3,88.30000000000001,-26.000000000000014,-29.44507361268404
"Rock Hill School
District (York 3)",Ebinport Elementary,4603023,E,31.4,44.8,-13.399999999999999,-29.910714285714285
"Richland School
District Two","L.W. Conder Elementary
Arts Integrated Magnet
School",4002073,E,20.5,29.299999999999997,-8.799999999999997,-30.034129692832757
"School District
Of Pickens
County",Six Mile Elementary,3901027,E,39.8,56.9,-17.1,-30.05272407732865
"Barnwell School
District 19","Macedonia
Elementary/Middle School",0619003,E,14.4,20.6,-6.200000000000001,-30.09708737864078
Sumter Schools,"Cherryvale Elementary
School",4301008,E,15.5,22.299999999999997,-6.799999999999997,-30.49327354260089
"Florence School
District Three","Olanta Creative Arts And
Science Magnet School",2103037,E,16.2,23.4,-7.199999999999999,-30.769230769230766
"Florence One
Schools",Wallace Gregg Elementary,2101021,E,19.9,28.799999999999997,-8.899999999999999,-30.902777777777775
"Dillon School
District Four",Gordon Elementary School,1704009,E,16.2,23.6,-7.400000000000002,-31.355932203389834
"Charleston
County School
District",W.B. Goodwin Elementary,1001042,E,12.8,18.9,-6.099999999999998,-32.275132275132265
"Berkeley County
School District","College Park Elementary
School",0801017,E,25.4,37.7,-12.300000000000004,-32.62599469496022
"Georgetown
County School
District","Andrews Elementary
School",2201008,E,19.2,28.6,-9.400000000000002,-32.867132867132874
"Colleton County
School District",Bells Elementary School,1501006,E,14.6,21.9,-7.299999999999999,-33.33333333333333
Sumter Schools,"Manchester Elementary
School",4301014,E,18.1,27.2,-9.099999999999998,-33.45588235294117
"Richland School
District One","Forest Heights Elementary
School",4001093,E,13,19.6,-6.600000000000001,-33.673469387755105
"Berkeley County
School District","Hanahan Elementary
School",0801044,E,40.9,62,-21.1,-34.03225806451613
Hampton 2,Estill Elementary,2502017,E,15.8,24,-8.2,-34.166666666666664
"School District
Of Newberry
County","Newberry Elementary
School",3601018,E,14.1,21.6,-7.500000000000002,-34.72222222222223
"Laurens County
School District
55","E. B. Morse Elementary
School",3055010,E,18.3,28.2,-9.899999999999999,-35.1063829787234
"Berkeley County
School District","Sangaree Intermediate
School",0801038,E,28.9,44.6,-15.700000000000003,-35.201793721973104
"Charleston
County School
District",Chicora Elementary,1001033,E,5.3,8.2,-2.8999999999999995,-35.36585365853659
"Richland School
District One","John P Thomas
Elementary",4001062,E,14.9,23.2,-8.299999999999999,-35.775862068965516
"Lee County
School District",Dennis Es,3101007,E,11.3,17.7,-6.399999999999999,-36.158192090395474
"Richland School
District One",Hb Rhame Elementary,4001060,E,20.3,31.9,-11.599999999999998,-36.36363636363636
"Georgetown
County School
District","Mcdonald Elementary
School",2201016,E,17.2,27.6,-10.400000000000002,-37.68115942028986
"Cherokee
County School
District 1","B. D. Lee Elementary
School",1101015,E,16.8,27.6,-10.8,-39.130434782608695
"South Carolina
Public Charter
School District","Lead Academy Public
Charter School",4701036,E,26.7,43.9,-17.2,-39.17995444191344
"Georgetown
County School
District","Brown's Ferry Elementary
School",2201009,E,16.9,28,-11.100000000000001,-39.642857142857146
"Richland School
District One","A.J. Lewis Greenview
Elementary",4001038,E,17.3,28.9,-11.599999999999998,-40.13840830449826
"Richland School
District One",Hyatt Park Elementary,4001042,E,6.6,11.3,-4.700000000000001,-41.59292035398231
"Richland School
District One","Horrell Hill Elementary
School",4001041,E,18.3,32.6,-14.3,-43.86503067484663
"Charleston
County School
District",Meeting Street Elementary,1001200,E,15.9,28.799999999999997,-12.899999999999997,-44.79166666666666
"The School
District Of
Greenville
County",Westcliffe Elementary,2301098,E,23.7,46,-22.3,-48.47826086956522
"Williamsburg
County School
District","Kenneth Gardner
Elementary School",4501021,E,13.1,25.5,-12.4,-48.627450980392155
"Darlington
County School
District","Thornwell School For The
Arts",1601027,E,11.7,23.1,-11.400000000000002,-49.350649350649356
"Charleston
County School
District",Stono Park Elementary,1001085,E,20.9,42.5,-21.6,-50.82352941176471
"Charleston
County School
District",A.C. Corcoran Elementary,1001036,E,16.1,33.3,-17.199999999999996,-51.65165165165164
"Richland School
District One",Arden Elementary School,4001020,E,10.9,22.6,-11.700000000000001,-51.76991150442478
"Georgetown
County School
District",Plantersville Elementary,2201020,E,5.7,11.9,-6.2,-52.10084033613446
"Georgetown
County School
District",Sampit Elementary,2201023,E,14.5,31.2,-16.7,-53.52564102564102
"Richland School
District One","South Kilbourne
Elementary",4001055,E,14.8,34.9,-20.099999999999998,-57.59312320916905
Sumter Schools,Willow Drive Elementary,4301039,E,11.9,31.6,-19.700000000000003,-62.341772151898745
"Bamberg
School District 2",Denmark Olar Elementary,0502010,E,12,32.4,-20.4,-62.96296296296296
"Edgefield
County School
District","Douglas Elementary
School",1901003,E,10,27.5,-17.5,-63.63636363636363
Lancaster,"Brooklyn Springs
Elementary",2901011,E,6.5,18,-11.5,-63.888888888888886
"Charleston
County School
District",Mitchell Elementary,1001060,E,8.5,25.2,-16.7,-66.26984126984127
"Charleston
County School
District",E.B. Ellington Elementary,1001059,E,6.6,20,-13.4,-67
Sumter Schools,"Rafting Creek Elementary
School",4301017,E,12.2,43.400000000000006,-31.200000000000006,-71.889400921659
Sumter Schools,"R.E. Davis College
Preparatory Academy",4301010,E,4.8,20.3,-15.5,-76.35467980295566
"Aiken County
Public School
District","Cyril B. Busbee Elementary
School",0201051,E,27.7,NA,NA,NA
"Aiken County
Public School
District",Graniteville Elementary,0201066,E,25.8,NA,NA,NA
"Aiken County
Public School
District",Lloyd-Kennedy Charter,0201601,E,NA,4,NA,NA
"Berkeley County
School District",Goose Creek Elementary,0801046,E,21.7,NA,NA,NA
"Berkeley County
School District","Bowen's Corner
Elementary",0801057,E,55,NA,NA,NA
"Berkeley County
School District","Foxbank Elementary
School",0801058,E,36.3,NA,NA,NA
"Charleston
County School
District",Carolina Park Elementary,1001117,E,70.3,NA,NA,NA
"Darlington
County School
District",J. L. Cain Elementary,1601034,E,22.2,NA,NA,NA
"Darlington
County School
District","Bay Road Elementary
School",1601036,E,16.8,NA,NA,NA
"Darlington
County School
District","Lamar-Spaulding
Elementary School",1601037,E,22,NA,NA,NA
"The School
District Of
Greenville
County",Washington Center School,2301902,E,NA,0,NA,NA
"Horry County
Schools","St. James Intermediate
School Year",2601071,E,54.3,NA,NA,NA
"Horry County
Schools",Myrtle Beach Elementary,2601074,E,35.1,NA,NA,NA
Lancaster,"Van Wyck Elementary
School",2901031,E,60.7,NA,NA,NA
"Lexington
County School
District One","Centerville Elementary
School",3201072,E,39,NA,NA,NA
"Lexington
School District
Two",Cayce Elementary School,3202029,E,23,NA,NA,NA
"Lexington
School District
Two",Riverbank Elementary,3202030,E,34.9,NA,NA,NA
"Marion County
School District","Creek Bridge Stem
Academy",3410025,E,10.1,NA,NA,NA
"Orangeburg
County School
District","Bethune-Bowman
Elementary",3809012,E,NA,NA,NA,NA
"Orangeburg
County School
District","Holly Hill Elementary
School",3809019,E,44.8,NA,NA,NA
"Orangeburg
County School
District","St. James-Gaillard
Elementary",3809021,E,55,NA,NA,NA
"Orangeburg
County School
District","Vance-Providence
Elementary",3809022,E,15,NA,NA,NA
"Orangeburg
County School
District","Marshall Elementary
School",3809034,E,50,NA,NA,NA
"Orangeburg
County School
District","Brookdale Elementary
School",3809036,E,61.1,NA,NA,NA
"Orangeburg
County School
District","Sheridan Elementary
School",3809039,E,15.8,NA,NA,NA
"Orangeburg
County School
District","Whittaker Elementary
School",3809040,E,33.3,NA,NA,NA
"Orangeburg
County School
District",Dover Elementary School,3809044,E,20.6,NA,NA,NA
"Orangeburg
County School
District","Elloree Elementary/Middle
School",3809047,E,NA,NA,NA,NA
"Orangeburg
County School
District",Lockett Elementary School,3809051,E,38.8,NA,NA,NA
"Orangeburg
County School
District",Edisto Elementary,3809053,E,20.9,NA,NA,NA
"Orangeburg
County School
District","Hunter Kinard Tyler
Elementary School",3809055,E,14.3,NA,NA,NA
"Orangeburg
County School
District",Mellichamp Elementary,3809057,E,45.5,NA,NA,NA
"Richland School
District One","Pendergrass-Fairwold
School",4001905,E,NA,0,NA,NA
"Richland School
District Two",Jackson Creek Elementary,4002103,E,23.3,NA,NA,NA
"Spartanburg
School District
Seven","Drayton Mills Elementary
School",4207087,E,23.5,NA,NA,NA
"Rock Hill School
District (York 3)","Cherry Park Elementary
School Of Language
Immersion",4603044,E,71.6,NA,NA,NA
"Rock Hill School
District (York 3)",The Palmetto School,4603602,E,NA,50,NA,NA
"Fort Mill School
District - York 4","River Trail Elementary
School",4604062,E,65.3,NA,NA,NA
"Fort Mill School
District - York 4","Kings Town Elementary
School",4604063,E,67,NA,NA,NA
"South Carolina
Public Charter
School District","Green Charter School Of
The Midlands",4701044,E,64.6,NA,NA,NA
"South Carolina
Public Charter
School District",Legacy Early College,4701048,E,22.3,NA,NA,NA
"South Carolina
Public Charter
School District","East Link Academy Charter
School",4701050,E,74.1,NA,NA,NA
"South Carolina
Public Charter
School District",Bettis Preparatory,4701051,E,10.3,NA,NA,NA
"South Carolina
Public Charter
School District","Lakes And Bridges Charter
School",4701054,E,26.1,NA,NA,NA
"South Carolina
Public Charter
School District","Green Charter School Of
Spartanburg",4701057,E,53.4,NA,NA,NA
"South Carolina
Public Charter
School District",Butler Academy,4701060,E,48.7,NA,NA,NA
"Charter Institute
At Erskine",Virtus Academy Of Sc,4801001,E,34.1,NA,NA,NA
"Charter Institute
At Erskine","Belton Preparatory
Academy",4801002,E,78.4,NA,NA,NA
"Charter Institute
At Erskine","Montessori School Of
Camden",4801003,E,61.1,NA,NA,NA
"Charter Institute
At Erskine","Royal Live Oaks Academy
Of The Arts & Sciences
Charter School",4801004,E,18.1,NA,NA,NA
"Charter Institute
At Erskine","Mevers School Of
Excellence",4801006,E,40.4,NA,NA,NA
"Charter Institute
At Erskine",Midlands Stem Institute,4801009,E,36.2,NA,NA,NA
"Charter Institute
At Erskine","South Carolina Virtual
Charter School",4801011,E,56.8,NA,NA,NA
"Charter Institute
At Erskine","Cyber Academy Of South
Carolina",4801012,E,38.9,NA,NA,NA
"Charter Institute
At Erskine",Clear Dot Charter School,4801014,E,25,NA,NA,NA
"Charter Institute
At Erskine",Thornwell Charter School,4801015,E,25.4,NA,NA,NA
"Charter Institute
At Erskine",Summit Classical School,4801017,E,53.8,NA,NA,NA
"Charter Institute
At Erskine","South Carolina
Connections Academy",4801018,E,62,NA,NA,NA
"Charter Institute
At Erskine","Lowcountry Leadership
Charter School",4801019,E,48.3,NA,NA,NA
"Charter Institute
At Erskine","Cherokee Charter
Academy",4801020,E,38,NA,NA,NA
"Charter Institute
At Erskine",Horse Creek Academy,4801021,E,38,NA,NA,NA
"SC School For
The Deaf And
The Blind","SC School For The Deaf
Elementary/Middle",5207009,E,NA,NA,NA,NA
"SC School For
The Deaf And
The Blind","SC School For The Blind
Elementary/Middle",5207010,E,NA,NA,NA,NA
"SC School For
The Deaf And
The Blind",Cedar Springs Academy,5207011,E,37.5,NA,NA,NA
