district_x,school_x,school_id,report_card_type_p_e_m_h_d,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,year,district_y,school_y,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,schoolid,gender_missing,pupils_in_poverty,all_other_races,lat,lon
The School District Of Greenville County,Skyland Elementary School,2301083,E,4221 Highway 14 N.,Greer,SC,29651,PK-5,667,864-355-7200,https://www.greenville.k12.sc.us/skyland/,Leah Stafford,38.0,2018,The School District Of Greenville County,Skyland Elementary,E,62.6,10.1,67.1,7.0,71.8,,6.5,,,,,,,,,,35.0454427,-82.26533651702687
The School District Of Greenville County,Skyland Elementary School,2301083,E,4221 Highway 14 N.,Greer,SC,29651,PK-5,667,864-355-7200,https://www.greenville.k12.sc.us/skyland/,Leah Stafford,38.0,2019,The School District Of Greenville County,Skyland Elementary,E,70.1,8.8,73.9,6.7,75.0,,5.6,776.0,382.0,394.0,36.0,656.0,,0.0,419.0,84.0,35.0454427,-82.26533651702687
The School District Of Greenville County,Skyland Elementary School,2301083,E,4221 Highway 14 N.,Greer,SC,29651,PK-5,667,864-355-7200,https://www.greenville.k12.sc.us/skyland/,Leah Stafford,38.0,2021,The School District Of Greenville County,Skyland Elementary School,E,62.3,13.8,59.1,13.2,70.2,,6.0,664.0,300.0,364.0,25.0,566.0,,0.0,390.0,73.0,35.0454427,-82.26533651702687
The School District Of Greenville County,Slater Marietta Elementary School,2301084,E,100 Baker Circle,Marietta,SC,29661,PK-5,377,8643552010,https://www.greenville.k12.sc.us/slaterma/,George Champlin,22.0,2017,The School District of Greenville County,Slater Marietta Elementary School,E,38.6,23.9,40.0,22.9,,,,464.0,217.0,247.0,27.0,385.0,,,,52.0,35.0222792,-82.4967402315562
The School District Of Greenville County,Slater Marietta Elementary School,2301084,E,100 Baker Circle,Marietta,SC,29661,PK-5,377,8643552010,https://www.greenville.k12.sc.us/slaterma/,George Champlin,22.0,2018,The School District Of Greenville County,Slater Marietta Elementary School,E,39.5,29.5,51.0,18.1,52.1,,24.7,,,,,,,,,,35.0222792,-82.4967402315562
The School District Of Greenville County,Slater Marietta Elementary School,2301084,E,100 Baker Circle,Marietta,SC,29661,PK-5,377,8643552010,https://www.greenville.k12.sc.us/slaterma/,George Champlin,22.0,2019,The School District Of Greenville County,Slater Marietta Elementary School,E,48.4,23.9,58.5,16.5,47.7,,21.5,423.0,198.0,225.0,14.0,360.0,,0.0,311.0,49.0,35.0222792,-82.4967402315562
The School District Of Greenville County,Slater Marietta Elementary School,2301084,E,100 Baker Circle,Marietta,SC,29661,PK-5,377,8643552010,https://www.greenville.k12.sc.us/slaterma/,George Champlin,22.0,2021,The School District Of Greenville County,Slater Marietta Elementary School,E,41.6,32.4,42.8,24.3,34.5,,43.1,362.0,167.0,195.0,15.0,295.0,,0.0,294.0,52.0,35.0222792,-82.4967402315562
The School District Of Greenville County,Stone Academy Of Communication Arts,2301085,E,115 Randall Street,Greenville,SC,29609,K-5,526,864-355-8400,www.greenville.k12.sc.us/stone,Brett DeLoach Vaughn,38.0,2017,The School District of Greenville County,Stone Academy of Communication Arts,E,62.7,14.6,63.6,11.6,,,,654.0,330.0,324.0,127.0,476.0,,,,51.0,34.86535115,-82.39690459808807
The School District Of Greenville County,Stone Academy Of Communication Arts,2301085,E,115 Randall Street,Greenville,SC,29609,K-5,526,864-355-8400,www.greenville.k12.sc.us/stone,Brett DeLoach Vaughn,38.0,2018,The School District Of Greenville County,Stone Academy Of Communication Arts,E,75.2,8.2,79.3,6.6,76.8,,4.5,,,,,,,,,,34.86535115,-82.39690459808807
The School District Of Greenville County,Stone Academy Of Communication Arts,2301085,E,115 Randall Street,Greenville,SC,29609,K-5,526,864-355-8400,www.greenville.k12.sc.us/stone,Brett DeLoach Vaughn,38.0,2019,The School District Of Greenville County,Stone Academy Of Communication Arts,E,76.8,8.8,78.0,9.8,80.9,,10.9,655.0,343.0,312.0,110.0,488.0,,0.0,196.0,57.0,34.86535115,-82.39690459808807
The School District Of Greenville County,Stone Academy Of Communication Arts,2301085,E,115 Randall Street,Greenville,SC,29609,K-5,526,864-355-8400,www.greenville.k12.sc.us/stone,Brett DeLoach Vaughn,38.0,2021,The School District Of Greenville County,Stone Academy Of Communication Arts,E,74.3,13.8,74.7,12.5,79.1,,10.5,532.0,278.0,254.0,78.0,408.0,,0.0,177.0,46.0,34.86535115,-82.39690459808807
The School District Of Greenville County,Sevier Middle School,2301086,M,1000 Piedmont Park Road,Greenville,SC,29609,6-8,762,864-355-8200,https://www.greenville.k12.sc.us/sevier/,Mr. Chad Maguire,37.0,2017,The School District of Greenville County,Sevier Middle School,M,44.8,21.3,43.4,21.2,57.400000000000006,19.7,,757.0,328.0,429.0,165.0,431.0,,,,161.0,34.906633299999996,-82.36377312827116
The School District Of Greenville County,Sevier Middle School,2301086,M,1000 Piedmont Park Road,Greenville,SC,29609,6-8,762,864-355-8200,https://www.greenville.k12.sc.us/sevier/,Mr. Chad Maguire,37.0,2018,The School District Of Greenville County,Sevier Middle School,M,48.0,20.9,47.9,21.2,62.2,,18.7,,,,,,,,,,34.906633299999996,-82.36377312827116
The School District Of Greenville County,Sevier Middle School,2301086,M,1000 Piedmont Park Road,Greenville,SC,29609,6-8,762,864-355-8200,https://www.greenville.k12.sc.us/sevier/,Mr. Chad Maguire,37.0,2019,The School District Of Greenville County,"Sevier Middle School, Greenville County Schools",M,54.5,18.7,53.0,16.5,66.6,,15.4,773.0,374.0,399.0,154.0,417.0,,0.0,444.0,202.0,34.906633299999996,-82.36377312827116
The School District Of Greenville County,Sevier Middle School,2301086,M,1000 Piedmont Park Road,Greenville,SC,29609,6-8,762,864-355-8200,https://www.greenville.k12.sc.us/sevier/,Mr. Chad Maguire,37.0,2021,The School District Of Greenville County,Sevier Middle School,M,48.6,23.3,37.8,33.7,52.7,,30.3,763.0,345.0,418.0,152.0,403.0,,0.0,468.0,208.0,34.906633299999996,-82.36377312827116
The School District Of Greenville County,Summit Drive Elementary,2301087,E,424 Summit Drive,Greenville,SC,29609,K-5,442,864-355-8800,https://www.greenville.k12.sc.us/sumdrive/,Kelly Hellams,29.0,2017,The School District of Greenville County,Summit Drive Elementary,E,58.2,16.3,71.9,10.5,,,,488.0,230.0,258.0,99.0,278.0,,,,111.0,34.87531045,-82.3818258972365
The School District Of Greenville County,Summit Drive Elementary,2301087,E,424 Summit Drive,Greenville,SC,29609,K-5,442,864-355-8800,https://www.greenville.k12.sc.us/sumdrive/,Kelly Hellams,29.0,2018,The School District Of Greenville County,Summit Drive Elementary,E,55.4,18.6,64.9,12.6,64.4,,14.4,,,,,,,,,,34.87531045,-82.3818258972365
The School District Of Greenville County,Summit Drive Elementary,2301087,E,424 Summit Drive,Greenville,SC,29609,K-5,442,864-355-8800,https://www.greenville.k12.sc.us/sumdrive/,Kelly Hellams,29.0,2019,The School District Of Greenville County,Summit Drive Elementary,E,65.4,17.5,70.9,11.5,68.4,,15.8,471.0,215.0,256.0,93.0,274.0,,0.0,246.0,104.0,34.87531045,-82.3818258972365
The School District Of Greenville County,Summit Drive Elementary,2301087,E,424 Summit Drive,Greenville,SC,29609,K-5,442,864-355-8800,https://www.greenville.k12.sc.us/sumdrive/,Kelly Hellams,29.0,2021,The School District Of Greenville County,Summit Drive Elementary,E,60.7,23.4,59.0,22.2,54.5,,28.6,438.0,225.0,213.0,78.0,256.0,,0.0,231.0,104.0,34.87531045,-82.3818258972365
The School District Of Greenville County,Tanglewood Middle School,2301088,M,44 Merriwoods Dr,Greenville,SC,29611,6-8,868,864-355-4500,https://www.greenville.k12.sc.us/twood/,Dr. Graysen Walles,44.0,2017,The School District of Greenville County,Tanglewood Middle School,M,15.5,48.7,13.6,49.6,21.8,50.5,,664.0,324.0,340.0,318.0,114.0,,,,232.0,34.82434735,-82.46932161160325
The School District Of Greenville County,Tanglewood Middle School,2301088,M,44 Merriwoods Dr,Greenville,SC,29611,6-8,868,864-355-4500,https://www.greenville.k12.sc.us/twood/,Dr. Graysen Walles,44.0,2018,The School District Of Greenville County,Tanglewood Middle School,M,21.6,43.5,17.3,47.4,27.1,,49.9,,,,,,,,,,34.82434735,-82.46932161160325
The School District Of Greenville County,Tanglewood Middle School,2301088,M,44 Merriwoods Dr,Greenville,SC,29611,6-8,868,864-355-4500,https://www.greenville.k12.sc.us/twood/,Dr. Graysen Walles,44.0,2019,The School District Of Greenville County,Tanglewood Middle School,M,22.5,41.2,19.4,48.5,22.2,,47.2,794.0,376.0,418.0,348.0,104.0,,0.0,717.0,342.0,34.82434735,-82.46932161160325
The School District Of Greenville County,Tanglewood Middle School,2301088,M,44 Merriwoods Dr,Greenville,SC,29611,6-8,868,864-355-4500,https://www.greenville.k12.sc.us/twood/,Dr. Graysen Walles,44.0,2021,The School District Of Greenville County,Tanglewood Middle School,M,21.6,43.5,10.9,58.5,26.7,,53.4,870.0,420.0,450.0,342.0,105.0,,0.0,819.0,423.0,34.82434735,-82.46932161160325
The School District Of Greenville County,Taylors Elementary School,2301089,E,809 Reid School Rd.,Taylors,SC,29687,K-5,701,(864) 355-7450,https://www.greenville.k12.sc.us/taylors/,Rhonda Rhodes,39.0,2017,The School District of Greenville County,Taylors Elementary School,E,44.5,23.1,49.0,21.3,,,,774.0,377.0,397.0,190.0,462.0,,,,122.0,34.93225615,-82.33060720114491
The School District Of Greenville County,Taylors Elementary School,2301089,E,809 Reid School Rd.,Taylors,SC,29687,K-5,701,(864) 355-7450,https://www.greenville.k12.sc.us/taylors/,Rhonda Rhodes,39.0,2018,The School District Of Greenville County,Taylors Elementary School,E,47.0,16.8,55.2,15.5,63.4,,11.2,,,,,,,,,,34.93225615,-82.33060720114491
The School District Of Greenville County,Taylors Elementary School,2301089,E,809 Reid School Rd.,Taylors,SC,29687,K-5,701,(864) 355-7450,https://www.greenville.k12.sc.us/taylors/,Rhonda Rhodes,39.0,2019,The School District Of Greenville County,Taylors Elementary,E,56.6,17.3,59.0,12.1,80.0,,7.3,768.0,362.0,406.0,143.0,470.0,,0.0,455.0,155.0,34.93225615,-82.33060720114491
The School District Of Greenville County,Taylors Elementary School,2301089,E,809 Reid School Rd.,Taylors,SC,29687,K-5,701,(864) 355-7450,https://www.greenville.k12.sc.us/taylors/,Rhonda Rhodes,39.0,2021,The School District Of Greenville County,Taylors Elementary School,E,48.9,26.3,48.3,24.8,58.3,,24.0,706.0,323.0,383.0,113.0,436.0,,0.0,443.0,157.0,34.93225615,-82.33060720114491
The School District Of Greenville County,Tigerville Elementary,2301090,E,25  Tigerville Elementary School Road,Taylors,SC,29687,PK-5,252,864-355-4600,www.greenville.k12.sc.us/tigervil/ ,C. Diane Jackson,18.0,2017,The School District of Greenville County,Tigerville Elementary School,E,63.8,12.9,81.1,4.3,,,,285.0,137.0,148.0,12.0,260.0,,,,13.0,no_result,no_result
The School District Of Greenville County,Tigerville Elementary,2301090,E,25  Tigerville Elementary School Road,Taylors,SC,29687,PK-5,252,864-355-4600,www.greenville.k12.sc.us/tigervil/ ,C. Diane Jackson,18.0,2018,The School District Of Greenville County,Tigerville Elementary School,E,71.7,7.2,81.2,5.8,86.5,,2.7,,,,,,,,,,no_result,no_result
The School District Of Greenville County,Tigerville Elementary,2301090,E,25  Tigerville Elementary School Road,Taylors,SC,29687,PK-5,252,864-355-4600,www.greenville.k12.sc.us/tigervil/ ,C. Diane Jackson,18.0,2019,The School District Of Greenville County,Tigerville Elementary School,E,84.1,5.8,87.7,2.9,91.7,,3.3,305.0,131.0,174.0,9.0,281.0,,0.0,151.0,15.0,no_result,no_result
The School District Of Greenville County,Tigerville Elementary,2301090,E,25  Tigerville Elementary School Road,Taylors,SC,29687,PK-5,252,864-355-4600,www.greenville.k12.sc.us/tigervil/ ,C. Diane Jackson,18.0,2021,The School District Of Greenville County,Tigerville Elementary,E,72.2,13.0,73.9,9.6,75.6,,2.4,258.0,115.0,143.0,12.0,224.0,,0.0,132.0,22.0,no_result,no_result
The School District Of Greenville County,Buena Vista Elementary,2301093,E,310 S. Batesville Road,Greer,SC,29650,K-5,819,864-355-2210,https://www.greenville.k12.sc.us/bvista/,Dave Burgess,40.0,2017,The School District of Greenville County,Buena Vista Elementary School,E,77.0,5.8,79.8,5.6,,,,887.0,446.0,441.0,125.0,582.0,,,,180.0,34.88562365,-82.26781585577712
The School District Of Greenville County,Buena Vista Elementary,2301093,E,310 S. Batesville Road,Greer,SC,29650,K-5,819,864-355-2210,https://www.greenville.k12.sc.us/bvista/,Dave Burgess,40.0,2018,The School District Of Greenville County,Buena Vista Elementary School,E,76.9,7.2,81.7,7.2,83.3,,4.5,,,,,,,,,,34.88562365,-82.26781585577712
The School District Of Greenville County,Buena Vista Elementary,2301093,E,310 S. Batesville Road,Greer,SC,29650,K-5,819,864-355-2210,https://www.greenville.k12.sc.us/bvista/,Dave Burgess,40.0,2019,The School District Of Greenville County,Buena Vista Elementary,E,77.7,10.0,81.4,8.1,78.0,,10.6,909.0,429.0,480.0,132.0,589.0,,0.0,268.0,188.0,34.88562365,-82.26781585577712
The School District Of Greenville County,Buena Vista Elementary,2301093,E,310 S. Batesville Road,Greer,SC,29650,K-5,819,864-355-2210,https://www.greenville.k12.sc.us/bvista/,Dave Burgess,40.0,2021,The School District Of Greenville County,Buena Vista Elementary,E,76.4,10.8,77.0,12.8,71.7,,13.3,829.0,399.0,430.0,135.0,495.0,,0.0,306.0,199.0,34.88562365,-82.26781585577712
The School District Of Greenville County,Welcome Elementary,2301095,E,36 E Welcome Road,Greenville,SC,29611,K-5,655,864-355-3900,https://www.greenville.k12.sc.us/welcome/,Wallace Cobbs,42.0,2017,The School District of Greenville County,Welcome Elementary School,E,27.200000000000003,35.7,38.0,25.7,,,,741.0,356.0,385.0,321.0,137.0,,,,283.0,34.821094599999995,-82.44414689409743
The School District Of Greenville County,Welcome Elementary,2301095,E,36 E Welcome Road,Greenville,SC,29611,K-5,655,864-355-3900,https://www.greenville.k12.sc.us/welcome/,Wallace Cobbs,42.0,2018,The School District Of Greenville County,Welcome Elementary School,E,34.2,32.0,47.7,23.7,40.2,,29.5,,,,,,,,,,34.821094599999995,-82.44414689409743
The School District Of Greenville County,Welcome Elementary,2301095,E,36 E Welcome Road,Greenville,SC,29611,K-5,655,864-355-3900,https://www.greenville.k12.sc.us/welcome/,Wallace Cobbs,42.0,2019,The School District Of Greenville County,Welcome Elementary School,E,46.9,25.5,54.4,17.6,39.6,,34.7,700.0,351.0,349.0,243.0,127.0,,0.0,650.0,330.0,34.821094599999995,-82.44414689409743
The School District Of Greenville County,Welcome Elementary,2301095,E,36 E Welcome Road,Greenville,SC,29611,K-5,655,864-355-3900,https://www.greenville.k12.sc.us/welcome/,Wallace Cobbs,42.0,2021,The School District Of Greenville County,Welcome Elementary,E,42.1,35.7,40.5,32.6,37.3,,26.5,645.0,323.0,322.0,202.0,84.0,,0.0,600.0,359.0,34.821094599999995,-82.44414689409743
The School District Of Greenville County,Westcliffe Elementary,2301098,E,105 Eastbourne Road,Greenville,SC,29611,PK-5,303,864-355-0300,https://www.greenville.k12.sc.us/westclif/,Beth Farmer,21.0,2017,The School District of Greenville County,Westcliffe Elementary,E,46.0,16.7,61.9,10.3,,,,319.0,146.0,173.0,77.0,92.0,,,,150.0,34.86445395,-82.46584817018518
The School District Of Greenville County,Westcliffe Elementary,2301098,E,105 Eastbourne Road,Greenville,SC,29611,PK-5,303,864-355-0300,https://www.greenville.k12.sc.us/westclif/,Beth Farmer,21.0,2018,The School District Of Greenville County,Westcliffe   Elementary,E,44.2,24.2,62.5,15.0,53.7,,9.8,,,,,,,,,,34.86445395,-82.46584817018518
The School District Of Greenville County,Westcliffe Elementary,2301098,E,105 Eastbourne Road,Greenville,SC,29611,PK-5,303,864-355-0300,https://www.greenville.k12.sc.us/westclif/,Beth Farmer,21.0,2019,The School District Of Greenville County,Westcliffe Elementary,E,41.5,28.0,61.0,12.7,36.2,,27.7,301.0,134.0,167.0,55.0,97.0,,0.0,250.0,149.0,34.86445395,-82.46584817018518
The School District Of Greenville County,Westcliffe Elementary,2301098,E,105 Eastbourne Road,Greenville,SC,29611,PK-5,303,864-355-0300,https://www.greenville.k12.sc.us/westclif/,Beth Farmer,21.0,2021,The School District Of Greenville County,Westcliffe Elementary,E,23.7,40.7,33.3,28.2,29.7,,32.4,302.0,129.0,173.0,52.0,88.0,,0.0,261.0,162.0,34.86445395,-82.46584817018518
The School District Of Greenville County,Woodland Elementary,2301099,E,1730 Gibbs Shoals Road,Greer,SC,29650,PK-5,1010,864-355-0400,www.greenville.k12.sc.us/woodland ,Katrina Miller,53.0,2017,The School District of Greenville County,Woodland Elementary School,E,61.1,13.4,68.1,9.8,,,,1097.0,532.0,565.0,148.0,643.0,,,,306.0,34.89748765,-82.24668105286572
The School District Of Greenville County,Woodland Elementary,2301099,E,1730 Gibbs Shoals Road,Greer,SC,29650,PK-5,1010,864-355-0400,www.greenville.k12.sc.us/woodland ,Katrina Miller,53.0,2018,The School District Of Greenville County,Woodland Elementary School,E,67.2,10.5,73.3,9.1,73.3,,8.4,,,,,,,,,,34.89748765,-82.24668105286572
The School District Of Greenville County,Woodland Elementary,2301099,E,1730 Gibbs Shoals Road,Greer,SC,29650,PK-5,1010,864-355-0400,www.greenville.k12.sc.us/woodland ,Katrina Miller,53.0,2019,The School District Of Greenville County,Woodland Elementary School,E,73.9,11.0,71.2,9.1,82.7,,8.0,1090.0,537.0,553.0,108.0,627.0,,0.0,475.0,355.0,34.89748765,-82.24668105286572
The School District Of Greenville County,Woodland Elementary,2301099,E,1730 Gibbs Shoals Road,Greer,SC,29650,PK-5,1010,864-355-0400,www.greenville.k12.sc.us/woodland ,Katrina Miller,53.0,2021,The School District Of Greenville County,Woodland Elementary,E,61.6,18.9,64.6,16.8,74.0,,14.5,1056.0,506.0,550.0,116.0,573.0,,0.0,522.0,367.0,34.89748765,-82.24668105286572
The School District Of Greenville County,Ellen Woodside,2301100,E,9122 Augusta Road,9122 Augusta Road,SC,29680,PK-5,710,8643554910,https://www.greenville.k12.sc.us/ellenw/,Shawn McCain,36.0,2017,The School District of Greenville County,Ellen Woodside Elementary,E,37.4,25.4,45.3,22.8,,,,676.0,312.0,364.0,153.0,445.0,,,,78.0,34.64828865,-82.39012079984228
The School District Of Greenville County,Ellen Woodside,2301100,E,9122 Augusta Road,9122 Augusta Road,SC,29680,PK-5,710,8643554910,https://www.greenville.k12.sc.us/ellenw/,Shawn McCain,36.0,2018,The School District Of Greenville County,Ellen Woodside Elementary,E,44.8,23.0,56.7,17.2,56.1,,15.9,,,,,,,,,,34.64828865,-82.39012079984228
The School District Of Greenville County,Ellen Woodside,2301100,E,9122 Augusta Road,9122 Augusta Road,SC,29680,PK-5,710,8643554910,https://www.greenville.k12.sc.us/ellenw/,Shawn McCain,36.0,2019,The School District Of Greenville County,Ellen Woodside Elementary,E,51.7,20.3,63.2,14.3,64.6,,13.5,715.0,321.0,394.0,132.0,457.0,,0.0,481.0,126.0,34.64828865,-82.39012079984228
The School District Of Greenville County,Ellen Woodside,2301100,E,9122 Augusta Road,9122 Augusta Road,SC,29680,PK-5,710,8643554910,https://www.greenville.k12.sc.us/ellenw/,Shawn McCain,36.0,2021,The School District Of Greenville County,Ellen Woodside,E,46.3,26.7,48.6,27.7,55.6,,24.8,733.0,330.0,403.0,166.0,431.0,,0.0,520.0,136.0,34.64828865,-82.39012079984228
The School District Of Greenville County,Greenbrier Elementary,2301101,E,853 Log Shoals Rd,Greenville,SC,29607,PK-5,757,864-355-5300,https://www.greenville.k12.sc.us/gbrier/,Lekeisha Brown,34.0,2017,The School District of Greenville County,Greenbrier Elementary,E,44.0,18.6,46.1,20.5,,,,798.0,388.0,410.0,323.0,385.0,,,,90.0,34.7592833,-82.30059769446225
The School District Of Greenville County,Greenbrier Elementary,2301101,E,853 Log Shoals Rd,Greenville,SC,29607,PK-5,757,864-355-5300,https://www.greenville.k12.sc.us/gbrier/,Lekeisha Brown,34.0,2018,The School District Of Greenville County,Greenbrier Elementary,E,45.2,22.9,55.6,21.5,53.4,,16.1,,,,,,,,,,34.7592833,-82.30059769446225
The School District Of Greenville County,Greenbrier Elementary,2301101,E,853 Log Shoals Rd,Greenville,SC,29607,PK-5,757,864-355-5300,https://www.greenville.k12.sc.us/gbrier/,Lekeisha Brown,34.0,2019,The School District Of Greenville County,Greenbrier Elementary,E,54.2,18.9,57.7,16.4,67.7,,13.7,796.0,390.0,406.0,275.0,364.0,,0.0,493.0,157.0,34.7592833,-82.30059769446225
The School District Of Greenville County,Greenbrier Elementary,2301101,E,853 Log Shoals Rd,Greenville,SC,29607,PK-5,757,864-355-5300,https://www.greenville.k12.sc.us/gbrier/,Lekeisha Brown,34.0,2021,The School District Of Greenville County,Greenbrier Elementary,E,54.1,19.6,49.5,22.8,57.0,,20.4,780.0,361.0,419.0,266.0,332.0,,0.0,530.0,182.0,34.7592833,-82.30059769446225
The School District Of Greenville County,Grove Elementary School,2301104,E,1220 Old Grove Rd,Piedmont,SC,29673,K-5,615,8643555900,https://www.greenville.k12.sc.us/grove/,Joseph J. Stowe,35.0,2017,The School District of Greenville County,Grove Elementary,E,17.8,41.1,20.4,39.6,,,,715.0,321.0,394.0,336.0,79.0,,,,300.0,34.7583448,-82.41564769808394
The School District Of Greenville County,Grove Elementary School,2301104,E,1220 Old Grove Rd,Piedmont,SC,29673,K-5,615,8643555900,https://www.greenville.k12.sc.us/grove/,Joseph J. Stowe,35.0,2018,The School District Of Greenville County,Grove Elementary,E,25.6,32.4,34.4,28.2,36.4,,25.6,,,,,,,,,,34.7583448,-82.41564769808394
The School District Of Greenville County,Grove Elementary School,2301104,E,1220 Old Grove Rd,Piedmont,SC,29673,K-5,615,8643555900,https://www.greenville.k12.sc.us/grove/,Joseph J. Stowe,35.0,2019,The School District Of Greenville County,Grove Elementary School,E,31.7,34.9,35.9,31.4,32.2,,41.3,663.0,328.0,335.0,252.0,87.0,,0.0,607.0,324.0,34.7583448,-82.41564769808394
The School District Of Greenville County,Grove Elementary School,2301104,E,1220 Old Grove Rd,Piedmont,SC,29673,K-5,615,8643555900,https://www.greenville.k12.sc.us/grove/,Joseph J. Stowe,35.0,2021,The School District Of Greenville County,Grove Elementary School,E,27.3,40.4,27.7,41.6,30.8,,35.5,630.0,323.0,307.0,222.0,85.0,,0.0,592.0,323.0,34.7583448,-82.41564769808394
The School District Of Greenville County,Blue Ridge Middle School ,2301106,M,2423 E. Tyger Bridge Rd.,Greer,SC,29651,6-8,951,864-355-1900,https://www.greenville.k12.sc.us/bridgems/,Karen Bullard,49.0,2017,The School District of Greenville County,Blue Ridge Middle School,M,48.1,14.9,47.8,15.1,63.2,13.0,,911.0,438.0,473.0,52.0,789.0,,,,70.0,35.0388578,-82.3117521991766
The School District Of Greenville County,Blue Ridge Middle School ,2301106,M,2423 E. Tyger Bridge Rd.,Greer,SC,29651,6-8,951,864-355-1900,https://www.greenville.k12.sc.us/bridgems/,Karen Bullard,49.0,2018,The School District Of Greenville County,Blue Ridge Middle School,M,49.2,16.0,52.1,16.9,63.8,,12.7,,,,,,,,,,35.0388578,-82.3117521991766
The School District Of Greenville County,Blue Ridge Middle School ,2301106,M,2423 E. Tyger Bridge Rd.,Greer,SC,29651,6-8,951,864-355-1900,https://www.greenville.k12.sc.us/bridgems/,Karen Bullard,49.0,2019,The School District Of Greenville County,Blue Ridge Middle School,M,52.2,19.5,60.1,12.2,55.1,,21.2,987.0,491.0,496.0,43.0,850.0,,0.0,421.0,94.0,35.0388578,-82.3117521991766
The School District Of Greenville County,Blue Ridge Middle School ,2301106,M,2423 E. Tyger Bridge Rd.,Greer,SC,29651,6-8,951,864-355-1900,https://www.greenville.k12.sc.us/bridgems/,Karen Bullard,49.0,2021,The School District Of Greenville County,Blue Ridge Middle School ,M,48.2,21.9,40.7,25.9,50.5,,27.0,943.0,472.0,471.0,43.0,800.0,,0.0,491.0,100.0,35.0388578,-82.3117521991766
The School District Of Greenville County,Heritage Elementary School,2301107,E,1592 Geer Highway,Travelers Rest,SC,29690,PK-5,563,864-355-6000,www.greenville.k12.sc.us/heritage,Heather M. Hester,31.0,2017,The School District of Greenville County,Heritage Elementary School,E,43.7,28.8,47.8,22.0,,,,729.0,358.0,371.0,72.0,621.0,,,,36.0,34.99810825,-82.47365994236648
The School District Of Greenville County,Heritage Elementary School,2301107,E,1592 Geer Highway,Travelers Rest,SC,29690,PK-5,563,864-355-6000,www.greenville.k12.sc.us/heritage,Heather M. Hester,31.0,2018,The School District Of Greenville County,Heritage Elementary School,E,34.2,29.8,42.5,26.0,48.6,,21.5,,,,,,,,,,34.99810825,-82.47365994236648
The School District Of Greenville County,Heritage Elementary School,2301107,E,1592 Geer Highway,Travelers Rest,SC,29690,PK-5,563,864-355-6000,www.greenville.k12.sc.us/heritage,Heather M. Hester,31.0,2019,The School District Of Greenville County,Heritage Elementary School,E,47.2,25.2,57.3,18.1,59.6,,21.2,624.0,290.0,334.0,38.0,531.0,,0.0,451.0,55.0,34.99810825,-82.47365994236648
The School District Of Greenville County,Heritage Elementary School,2301107,E,1592 Geer Highway,Travelers Rest,SC,29690,PK-5,563,864-355-6000,www.greenville.k12.sc.us/heritage,Heather M. Hester,31.0,2021,The School District Of Greenville County,Heritage Elementary School,E,46.8,28.2,52.0,25.2,45.5,,23.9,575.0,277.0,298.0,41.0,489.0,,0.0,451.0,45.0,34.99810825,-82.47365994236648
The School District Of Greenville County,Oakview Elementary School,2301108,E,515 Godfrey Road,Simpsonville,SC,29681,PK-5,888,864-355-7100,https://www.greenville.k12.sc.us/oakview/,Phillip Reavis,50.0,2017,The School District of Greenville County,Oakview Elementary School,E,77.5,4.2,79.8,6.1,,,,1002.0,529.0,473.0,113.0,760.0,,,,129.0,no_result,no_result
The School District Of Greenville County,Oakview Elementary School,2301108,E,515 Godfrey Road,Simpsonville,SC,29681,PK-5,888,864-355-7100,https://www.greenville.k12.sc.us/oakview/,Phillip Reavis,50.0,2018,The School District Of Greenville County,Oakview Elementary,E,77.0,8.4,82.4,6.4,79.7,,8.9,,,,,,,,,,no_result,no_result
The School District Of Greenville County,Oakview Elementary School,2301108,E,515 Godfrey Road,Simpsonville,SC,29681,PK-5,888,864-355-7100,https://www.greenville.k12.sc.us/oakview/,Phillip Reavis,50.0,2019,The School District Of Greenville County,Oakview Elementary School,E,80.6,6.9,81.7,5.0,80.3,,6.9,1019.0,511.0,508.0,108.0,763.0,,0.0,228.0,148.0,no_result,no_result
The School District Of Greenville County,Oakview Elementary School,2301108,E,515 Godfrey Road,Simpsonville,SC,29681,PK-5,888,864-355-7100,https://www.greenville.k12.sc.us/oakview/,Phillip Reavis,50.0,2021,The School District Of Greenville County,Oakview Elementary School,E,78.4,10.0,78.0,8.0,77.4,,10.1,909.0,458.0,451.0,115.0,641.0,,0.0,283.0,153.0,no_result,no_result
The School District Of Greenville County,Chandler Creek Elementary School,2301109,E,301 Chandler Road ,Greer,SC,29651,PK-5,909,864-355-2400,https://www.greenville.k12.sc.us/ccreek/,Jane Mills,46.0,2017,The School District of Greenville County,Chandler Creek Elementary School,E,38.7,29.2,41.3,22.3,,,,1024.0,506.0,518.0,242.0,491.0,,,,291.0,34.955179650000005,-82.23689809568346
The School District Of Greenville County,Chandler Creek Elementary School,2301109,E,301 Chandler Road ,Greer,SC,29651,PK-5,909,864-355-2400,https://www.greenville.k12.sc.us/ccreek/,Jane Mills,46.0,2018,The School District Of Greenville County,Chandler Creek Elementary School,E,45.2,21.5,60.1,16.2,56.4,,12.1,,,,,,,,,,34.955179650000005,-82.23689809568346
