school_id,district,school,total_actively_enrolled_students,gender_female,gender_male,gender_missing,black_or_african_american,white,pupils_in_poverty,year,all_other_races
1501011,Colleton 01,Cottageville Elem,478,234,244,0,123,269,408,2021,86
1501012,Colleton 01,Forest Hills Elem,499,249,250,0,278,147,439,2021,74
1501020,Colleton 01,Northside Elem,475,228,247,0,231,193,404,2021,51
1501021,Colleton 01,Hendersonville Elem,324,159,165,0,248,59,304,2021,17
1501022,Colleton 01,Colleton County Middle,1291,656,635,0,602,521,1100,2021,168
1601004,Darlington 01,Hartsville Middle,991,509,482,0,408,424,720,2021,159
1601005,Darlington 01,Hartsville High,1139,541,598,0,446,515,765,2021,178
1601006,Darlington 01,Lamar High,246,128,118,0,139,82,200,2021,25
1601010,Darlington 01,Spaulding Middle,227,113,114,0,107,80,184,2021,40
1601013,Darlington 01,Brockington Elem,341,179,162,0,185,89,297,2021,67
1601015,Darlington 01,Carolina Elem,218,105,113,0,48,135,107,2021,35
1601017,Darlington 01,N Hartsville Elem,544,277,267,0,129,337,396,2021,78
1601018,Darlington 01,Pate Elem,373,178,195,0,223,90,349,2021,60
1601020,Darlington 01,Rosenwald Elem/Middle,133,74,59,0,99,16,117,2021,18
1601026,Darlington 01,St. Johns Elementary,500,231,269,0,272,164,424,2021,64
1601027,Darlington 01,Thornwell School/Arts,231,121,110,0,162,28,214,2021,41
1601030,Darlington 01,Darlington High,1053,556,497,0,641,302,843,2021,110
1601031,Darlington 01,Darlington Middle,1025,481,544,0,577,294,872,2021,154
1601032,Darlington 01,Southside Early Childhood Center,324,139,185,0,142,123,288,2021,59
1601033,Darlington 01,Mayo High Math Science Tech,331,194,137,0,108,183,147,2021,40
1601034,Darlington 01,J.L. Cain Elementary,502,255,247,0,338,111,461,2021,53
1601036,Darlington 01,Bay Road Elementary,547,242,305,0,321,154,484,2021,72
1601037,Darlington 01,Lamar-Spaulding Elementary,481,226,255,0,260,159,403,2021,62
1703019,Dillon 03,Latta High,435,213,222,0,121,280,268,2021,34
1703021,Dillon 03,Latta Middle,462,222,240,0,140,271,329,2021,51
1703024,Dillon 03,Latta Elementary,602,289,313,0,225,310,471,2021,67
1704002,Dillon 04,Lake View High,528,244,284,0,200,247,440,2021,81
1704003,Dillon 04,Lake View Elementary,298,143,155,0,100,141,251,2021,57
1704005,Dillon 04,Dillon High School,795,402,393,0,525,176,743,2021,94
1704007,Dillon 04,East Elementary,481,234,247,0,250,139,447,2021,92
1704008,Dillon 04,South Elementary,205,93,112,0,167,17,201,2021,21
1704009,Dillon 04,Gordon Elementary,452,233,219,0,309,85,426,2021,58
1704010,Dillon 04,Dillon Middle,735,356,379,0,489,145,705,2021,101
1704011,Dillon 04,Stewart Heights Elementary,368,165,203,0,275,41,358,2021,52
1802006,Dorchester 02,Summerville High,3033,1499,1534,0,799,1726,1462,2021,508
1802007,Dorchester 02,Knightsville Elem,634,289,345,0,121,403,321,2021,110
1802009,Dorchester 02,Summerville Elem,501,244,257,0,134,290,296,2021,77
1802010,Dorchester 02,James H. Spann Elem,586,276,310,0,161,289,375,2021,136
1802011,Dorchester 02,Alston Middle,958,468,490,0,305,466,579,2021,187
1802012,Dorchester 02,Rollings Middle School Of The,751,499,252,0,121,509,200,2021,121
1802013,Dorchester 02,Newington Elem,706,329,377,0,199,370,508,2021,137
1802014,Dorchester 02,Flowertown Elem,768,371,397,0,191,444,472,2021,133
1802016,Dorchester 02,Charles B DuBose Middle,1154,541,613,0,244,706,600,2021,204
1802017,Dorchester 02,Oakbrook Elem,626,313,313,0,259,237,410,2021,130
1802018,Dorchester 02,Oakbrook Middle,1206,551,655,0,448,497,703,2021,261
1802019,Dorchester 02,Windsor Hill Arts Infused Ele,682,336,346,0,349,153,517,2021,180
1802020,Dorchester 02,Fort Dorchester High,2170,1053,1117,0,892,708,1090,2021,570
1802021,Dorchester 02,Beech Hill Elem,909,439,470,0,98,660,265,2021,151
1802022,Dorchester 02,Gregg Middle,1198,542,656,0,325,706,584,2021,167
1802023,Dorchester 02,Fort Dorchester Elem,873,423,450,0,241,379,386,2021,253
1802024,Dorchester 02,Eagle Nest Elem,710,331,379,0,222,206,465,2021,282
1802025,Dorchester 02,William M Reeves Elem,840,415,425,0,147,504,420,2021,189
1802026,Dorchester 02,River Oaks Middle,938,444,494,0,442,248,633,2021,248
1802027,Dorchester 02,Ashley Ridge High,2149,1054,1095,0,543,1333,895,2021,273
1802028,Dorchester 02,Joseph R Pye Elem,770,384,386,0,187,400,285,2021,183
1802029,Dorchester 02,Sand Hill Elementary,884,432,452,0,161,593,355,2021,130
1802030,Dorchester 02,Dr. Eugene Sires Elementary,779,378,401,0,222,412,492,2021,145
1802031,Dorchester 02,Alston-Bailey Elementary,648,311,337,0,249,262,457,2021,137
1804016,Dorchester 04,Harleyville Elem,242,114,128,0,135,81,203,2021,26
1804017,Dorchester 04,St. George Middle,305,148,157,0,137,140,225,2021,28
1804018,Dorchester 04,Williams Memorial Elem,574,275,299,0,246,257,430,2021,71
1804019,Dorchester 04,Woodland High,598,266,332,0,285,250,425,2021,63
1804021,Dorchester 04,Clay Hill Elem,149,77,71,1,73,43,122,2021,33
1804022,Dorchester 04,Harleyville-Ridgeville Middle,225,106,119,0,114,77,190,2021,34
1901002,Edgefield 01,Strom Thurmond High,751,353,398,0,320,342,436,2021,89
1901003,Edgefield 01,Douglas Elem,198,99,99,0,93,46,177,2021,59
1901005,Edgefield 01,Johnston Elem,273,130,143,0,171,64,238,2021,38
1901007,Edgefield 01,W E Parker Elem,404,206,198,0,198,169,288,2021,37
1901008,Edgefield 01,Merriwether Elem,749,362,387,0,126,500,414,2021,123
1901009,Edgefield 01,Johnston-Edgefield-Trenton Mid,432,238,194,0,219,157,305,2021,56
1901010,Edgefield 01,Merriwether Middle,387,206,181,0,86,240,194,2021,61
2001001,Fairfield 01,Fairfield Middle,344,157,187,0,289,32,300,2021,23
2001008,Fairfield 01,Kelly Miller Elem,216,124,92,0,188,18,198,2021,10
2001009,Fairfield 01,McCrorey-Liston School of Tech,133,62,71,0,124,9,120,2021,0
2001012,Fairfield 01,Geiger Elem,256,113,143,0,206,37,223,2021,13
2001013,Fairfield 01,Fairfield Central High,707,356,351,0,610,71,584,2021,26
2001014,Fairfield 01,Fairfield Elementary,532,256,276,0,462,36,510,2021,34
2001015,Fairfield 01,Fairfield Magnet For Math/Scie,212,114,98,0,165,34,178,2021,13
2101002,Florence 01,John W. Moore Middle,734,373,361,0,362,277,444,2021,95
2101004,Florence 01,South Florence High,1549,765,784,0,693,670,944,2021,186
2101005,Florence 01,Williams Middle,731,406,325,0,477,149,577,2021,105
2101006,Florence 01,Wilson High,1197,565,632,0,782,229,872,2021,186
2101008,Florence 01,Briggs Elem,510,246,264,0,244,214,326,2021,52
2101009,Florence 01,Carver Elem,568,277,291,0,231,253,338,2021,84
2101010,Florence 01,Delmae Heights Elementary,867,441,426,0,386,286,567,2021,195
2101011,Florence 01,Greenwood Elem,679,340,339,0,379,195,540,2021,105
2101012,Florence 01,McLaurin Elementary,844,434,410,0,420,311,558,2021,113
2101013,Florence 01,Theodore Lester Elem,396,168,228,0,278,63,364,2021,55
2101014,Florence 01,West Florence High,1586,809,777,0,619,744,785,2021,223
2101016,Florence 01,North Vista Elem,582,314,268,0,532,9,537,2021,41
2101017,Florence 01,Royall Elem,563,297,266,0,238,232,351,2021,93
2101018,Florence 01,Savannah Grove Elem,524,250,274,0,363,102,415,2021,59
2101019,Florence 01,Dewey-Carter Elem,640,315,325,0,284,267,526,2021,89
2101020,Florence 01,Henry Timrod Elem,370,170,200,0,243,79,336,2021,48
2101021,Florence 01,Wallace Gregg Elem,337,170,167,0,197,97,308,2021,43
2101022,Florence 01,Southside Middle,826,424,402,0,411,330,587,2021,85
2101050,Florence 01,Henry L. Sneed Middle,624,310,314,0,299,226,411,2021,99
2101051,Florence 01,Lucy T. Davis Elem.,541,252,289,0,240,228,293,2021,73
2101600,Florence 01,Palmetto Youth Academy Charter,69,33,36,0,66,0,65,2021,3
2101800,Florence 01,"R.N. Beck Child Development 
Center",117,47,70,0,81,22,96,2021,14
2101803,Florence 01,Child Dev Ctr at Woods Road,134,60,74,0,70,41,91,2021,23
2102024,Florence 02,Hannah Pamplico High,309,146,163,0,103,178,195,2021,28
2102028,Florence 02,Hannah-Pamplico Elem/Middle,782,381,401,0,288,425,562,2021,69
2103029,Florence 03,Lake City High,685,358,327,0,528,98,619,2021,59
2103036,Florence 03,J C Lynch Elem,398,199,199,0,73,254,343,2021,71
2103037,Florence 03,Olanta Elementary,257,124,133,0,149,83,235,2021,25
2103039,Florence 03,Scranton Elem,393,186,207,0,193,165,323,2021,35
2103050,Florence 03,Lake City ECC,396,204,192,0,358,20,378,2021,18
2103051,Florence 03,Main Street Elementary,370,189,181,0,344,14,359,2021,12
2103053,Florence 03,Ronald E McNair Junior High,311,158,153,0,229,64,297,2021,18
2103054,Florence 03,"J. Paul Truluck Creative Arts and 
Science Magnet",420,236,184,0,204,176,330,2021,40
2104041,Florence 04,Timmonsville High,160,67,93,0,135,12,148,2021,13
2104042,Florence 04,Johnson Middle,185,90,95,0,152,8,170,2021,25
2104043,Florence 04,Brockington Elem,327,164,163,0,271,23,303,2021,33
2105045,Florence 05,Johnsonville High,316,169,147,0,95,202,209,2021,19
2105047,Florence 05,Johnsonville Elem,476,203,273,0,129,311,375,2021,36
2105049,Florence 05,Johnsonville Middle,382,198,184,0,118,236,274,2021,28
2201001,Georgetown 01,Andrews High,499,233,266,0,241,226,363,2021,32
2201004,Georgetown 01,Georgetown High,883,426,457,0,394,387,607,2021,102
2201008,Georgetown 01,Andrews Elem,725,352,373,0,356,328,587,2021,41
2201009,Georgetown 01,Browns Ferry Elem,142,67,75,0,136,5,132,2021,1
2201012,Georgetown 01,Pleasant Hill Elem,289,139,150,0,114,164,220,2021,11
2201013,Georgetown 01,Georgetown Middle,773,385,388,0,370,300,608,2021,103
2201014,Georgetown 01,Kensington Elem,504,266,238,0,184,239,349,2021,81
2201015,Georgetown 01,Maryville Elem,444,224,220,0,208,162,370,2021,74
2201016,Georgetown 01,McDonald Elem,441,191,250,0,276,117,384,2021,48
2201020,Georgetown 01,Plantersville Elem,68,27,41,0,65,2,67,2021,1
2201022,Georgetown 01,Rosemary Middle,422,195,227,0,247,142,356,2021,33
2201023,Georgetown 01,Sampit Elem,280,129,151,0,180,81,254,2021,19
2201024,Georgetown 01,Waccamaw Elem,441,205,236,0,110,297,238,2021,34
2201025,Georgetown 01,Waccamaw High,797,391,406,0,134,596,291,2021,67
2201026,Georgetown 01,Carvers Bay High,338,164,174,0,244,87,269,2021,7
2201027,Georgetown 01,Carvers Bay Middle,323,152,171,0,212,105,267,2021,6
2201028,Georgetown 01,Waccamaw Middle,349,171,178,0,63,246,156,2021,40
2201029,Georgetown 01,Waccamaw Intermediate,418,215,203,0,92,298,211,2021,28
2201601,Georgetown 01,Coastal Montessori Charter,230,113,117,0,22,197,88,2021,11
2301002,Greenville 01,Berea High,1046,503,543,0,280,212,900,2021,554
2301003,Greenville 01,Blue Ridge High,952,445,507,0,43,812,469,2021,97
2301005,Greenville 01,Carolina Academy (High),817,387,430,0,284,129,736,2021,404
2301006,Greenville 01,Eastside High,1500,734,766,0,226,942,662,2021,332
2301008,Greenville 01,Greenville Sr High Academy,1469,741,728,0,354,651,823,2021,464
2301009,Greenville 01,Greer High,1187,549,638,0,256,536,847,2021,395
2301010,Greenville 01,Wade Hampton High,1749,891,858,0,301,994,871,2021,454
2301011,Greenville 01,Hillcrest Middle,992,509,483,0,244,577,544,2021,171
2301012,Greenville 01,Hillcrest High,2316,1153,1163,0,509,1359,1216,2021,448
2301013,Greenville 01,J L Mann High Academy,1999,980,1019,0,541,1046,840,2021,412
2301014,Greenville 01,Mauldin High,2346,1161,1185,0,468,1441,889,2021,437
2301017,Greenville 01,Riverside High,1725,860,865,0,151,1109,529,2021,465
2301018,Greenville 01,Southside High,825,385,440,0,476,99,684,2021,250
2301020,Greenville 01,Travelers Rest High,1149,526,623,0,150,869,739,2021,130
2301023,Greenville 01,Woodmont High,1870,945,925,0,497,1079,1059,2021,294
2301024,Greenville 01,Bryson Middle,876,403,473,0,307,377,649,2021,192
2301027,Greenville 01,Gateway Elem,665,329,336,0,99,501,397,2021,65
2301028,Greenville 01,Alexander Elem,358,172,186,0,116,39,332,2021,203
2301029,Greenville 01,Beck Academy,879,440,439,0,302,434,455,2021,143
2301030,Greenville 01,Brook Glenn Elem,411,206,205,0,90,151,314,2021,170
2301031,Greenville 01,Armstrong Elem,362,179,183,0,80,140,315,2021,142
2301034,Greenville 01,Augusta Circle Elem,503,280,223,0,40,439,83,2021,24
2301036,Greenville 01,Berea Elem,467,216,251,0,118,81,414,2021,268
2301037,Greenville 01,Bethel Elem,896,464,432,0,226,535,470,2021,135
2301038,Greenville 01,Blythe Academy,841,411,430,0,237,305,468,2021,299
2301039,Greenville 01,Brushy Creek Elem,739,368,371,0,104,455,382,2021,180
2301040,Greenville 01,Bryson Elem,806,399,407,0,187,374,538,2021,245
2301042,Greenville 01,Berea Middle,856,388,468,0,272,182,766,2021,402
2301043,Greenville 01,Sue Cleveland Elem,535,247,288,0,219,211,483,2021,105
2301044,Greenville 01,Sara Collins Elem,797,425,372,0,233,443,389,2021,121
2301046,Greenville 01,Plain Elem,892,448,444,0,159,575,445,2021,158
2301047,Greenville 01,Crestview Elem,626,305,321,0,141,325,475,2021,160
2301051,Greenville 01,Duncan Chapel Elem,587,271,316,0,200,173,490,2021,214
2301052,Greenville 01,Woodmont Middle,794,382,412,0,298,343,632,2021,153
2301054,Greenville 01,East North St Academy,730,333,397,0,352,173,614,2021,205
2301057,Greenville 01,Fork Shoals Elem,685,330,355,0,81,500,384,2021,104
2301058,Greenville 01,Fountain Inn Elem,736,368,368,0,261,361,552,2021,114
2301059,Greenville 01,Greenville Middle Academy,798,409,389,0,188,402,434,2021,208
2301060,Greenville 01,Greer Middle,1070,489,581,0,231,493,790,2021,346
2301061,Greenville 01,Hollis Academy,621,301,320,0,213,64,589,2021,344
2301062,Greenville 01,Hughes Academy,1022,499,523,0,342,356,653,2021,324
2301063,Greenville 01,Lake Forest Elem,726,362,364,0,157,244,570,2021,325
2301066,Greenville 01,Lakeview Middle,805,397,408,0,200,102,735,2021,503
2301067,Greenville 01,Mauldin Elem,927,462,465,0,399,310,634,2021,218
2301068,Greenville 01,Mitchell Road Elem,589,274,315,0,144,249,406,2021,196
2301069,Greenville 01,Monaview Elem,557,286,271,0,66,64,490,2021,427
2301071,Greenville 01,Mountain View Elem,691,326,365,0,20,595,375,2021,76
2301074,Greenville 01,Northwood Middle,865,431,434,0,189,441,491,2021,235
2301076,Greenville 01,Paris Elem,579,282,297,0,48,380,289,2021,151
2301077,Greenville 01,Northwest Middle,859,427,432,0,128,664,630,2021,67
2301078,Greenville 01,League Academy,799,431,368,0,186,450,445,2021,163
2301079,Greenville 01,Pelham Road Elem,669,337,332,0,88,444,233,2021,137
2301081,Greenville 01,Simpsonville Elem,746,372,374,0,189,389,466,2021,168
2301083,Greenville 01,Skyland Elem,664,300,364,0,25,566,390,2021,73
2301084,Greenville 01,Slater Marietta Elem,362,167,195,0,15,295,294,2021,52
2301085,Greenville 01,Stone Academy,532,278,254,0,78,408,177,2021,46
2301086,Greenville 01,Sevier Middle,763,345,418,0,152,403,468,2021,208
2301087,Greenville 01,Summit Drive Elem,438,225,213,0,78,256,231,2021,104
2301088,Greenville 01,Tanglewood Middle,870,420,450,0,342,105,819,2021,423
2301089,Greenville 01,Taylors Elem,706,323,383,0,113,436,443,2021,157
2301090,Greenville 01,Tigerville Elem,258,115,143,0,12,224,132,2021,22
2301093,Greenville 01,Buena Vista Elem,829,399,430,0,135,495,306,2021,199
2301095,Greenville 01,Welcome Elem,645,323,322,0,202,84,600,2021,359
2301098,Greenville 01,Westcliffe Elem,302,129,173,0,52,88,261,2021,162
2301099,Greenville 01,Woodland Elem,1056,506,550,0,116,573,522,2021,367
2301100,Greenville 01,Ellen Woodside Elem,733,330,403,0,166,431,520,2021,136
2301101,Greenville 01,Greenbrier Elem,780,361,419,0,266,332,530,2021,182
2301104,Greenville 01,Grove Elem,630,323,307,0,222,85,592,2021,323
2301106,Greenville 01,Blue Ridge Middle,943,472,471,0,43,800,491,2021,100
2301107,Greenville 01,Heritage Elem,575,277,298,0,41,489,451,2021,45
2301108,Greenville 01,Oakview Elem,909,458,451,0,115,641,283,2021,153
2301109,Greenville 01,Chandler Creek Elem,925,458,467,0,227,392,734,2021,306
2301110,Greenville 01,Mauldin Middle,998,512,486,0,263,550,502,2021,185
2301111,Greenville 01,Riverside Middle,1133,613,520,0,120,717,430,2021,296
2301112,Greenville 01,Bells Crossing Elem,894,423,471,0,92,647,294,2021,155
2301113,Greenville 01,Robert E. Cashion Elem.,788,384,404,0,418,201,659,2021,169
2301114,Greenville 01,Cherrydale Elem,616,296,320,0,197,52,573,2021,367
2301115,Greenville 01,Thomas E. Kerns Elem,566,255,311,0,306,54,531,2021,206
2301116,Greenville 01,Sterling Elem,730,348,382,0,228,355,331,2021,147
2301117,Greenville 01,"Rudolph G. Gordon School at 
Jones Mill",1539,754,785,0,182,1148,585,2021,209
2301118,Greenville 01,Ralph Chandler Middle,741,367,374,0,82,551,360,2021,108
2301119,Greenville 01,A J Whittenburg Elem,483,219,264,0,246,130,337,2021,107
2301120,Greenville 01,Monarch Elem.,815,402,413,0,70,551,246,2021,194
2301121,Greenville 01,Dr. Phinnize J Fisher Middle,975,433,542,0,369,414,556,2021,192
2301612,Greenville 01,Langston Charter Middle,440,225,215,0,20,340,61,2021,80
2301801,Greenville 01,Overbrook Child Dev Ctr,654,261,393,0,173,204,530,2021,277
2301902,Greenville 01,Washington Center,126,45,81,0,33,65,121,2021,28
2450001,Greenwood 50,Emerald High,782,365,417,0,312,347,518,2021,123
2450002,Greenwood 50,Greenwood High,1484,777,707,0,555,627,921,2021,302
2450003,Greenwood 50,Northside Middle,763,383,380,0,309,285,580,2021,169
2450008,Greenwood 50,Eleanor S. Rice Elem.,487,213,274,0,314,119,426,2021,54
2450009,Greenwood 50,Lakeview Elem,546,288,258,0,220,254,371,2021,72
2450011,Greenwood 50,Mathews Elem,480,250,230,0,244,127,447,2021,109
2450012,Greenwood 50,Merrywood Elem,528,255,273,0,197,242,391,2021,89
2450014,Greenwood 50,Pinecrest Elem,435,218,217,0,231,75,368,2021,129
2450016,Greenwood 50,Hodges Elem,320,167,153,0,75,223,184,2021,22
2450017,Greenwood 50,Brewer Middle,693,393,300,0,341,213,504,2021,139
2450018,Greenwood 50,Woodfields Elem,508,248,260,0,233,126,466,2021,149
2450028,Greenwood 50,Dr. Benjamin E. Mays Elementary,548,262,286,0,221,220,402,2021,107
2450029,Greenwood 50,Westview Middle,727,303,424,0,270,333,498,2021,124
2450800,Greenwood 50,Greenwood ECC,238,102,136,0,101,62,209,2021,75
2451020,Greenwood 51,Ware Shoals High,242,121,121,0,37,180,158,2021,25
2451022,Greenwood 51,Ware Shoals Primary,386,178,208,0,50,287,301,2021,49
2451024,Greenwood 51,Ware Shoals Elem/Middle,282,134,148,0,49,195,218,2021,38
2452025,Greenwood 52,Ninety Six High,439,203,236,0,89,321,242,2021,29
2452026,Greenwood 52,Edgewood Middle,373,189,184,0,91,250,244,2021,32
2452027,Greenwood 52,Ninety Six Elem,334,163,171,0,83,226,227,2021,25
2452028,Greenwood 52,Ninety-Six Primary,339,159,180,0,69,246,245,2021,24
2501001,Hampton 01,Wade Hampton High,532,267,265,0,319,187,386,2021,26
2501004,Hampton 01,Brunson Elem,166,75,91,0,61,90,115,2021,15
2501006,Hampton 01,Hampton Elem,339,164,175,0,171,143,266,2021,25
2501008,Hampton 01,North District Middle,281,137,144,0,173,91,236,2021,17
2501009,Hampton 01,Varnville Elementary,260,115,145,0,145,99,224,2021,16
2501010,Hampton 01,Fennell Elem,127,75,52,0,96,19,112,2021,12
2501018,Hampton 01,Ben Hazel Primary,231,113,118,0,107,105,183,2021,19
2502011,Hampton 02,Estill High,166,86,80,0,154,2,142,2021,10
2502014,Hampton 02,Estill Middle,164,87,77,0,154,4,152,2021,6
2502017,Hampton 02,Estill Elem,298,141,157,0,281,5,280,2021,12
2601001,Horry 01,Aynor High,838,419,419,0,70,688,443,2021,80
2601002,Horry 01,N Myrtle Beach High,1453,698,755,0,292,891,843,2021,270
2601004,Horry 01,Conway High,1458,724,734,0,443,799,990,2021,216
2601006,Horry 01,Green Sea Floyds High,684,330,354,0,228,381,494,2021,75
2601008,Horry 01,Loris High,713,353,360,0,282,343,522,2021,88
2601010,Horry 01,Myrtle Beach High,1395,642,753,0,309,634,876,2021,452
2601011,Horry 01,Socastee High,1540,759,781,0,135,1009,813,2021,396
2601013,Horry 01,Whittemore Park Middle,808,380,428,0,278,356,660,2021,174
2601014,Horry 01,Aynor Elem,775,376,399,0,70,590,526,2021,115
2601016,Horry 01,Myrtle Beach Middle,1225,580,645,0,311,435,890,2021,479
2601017,Horry 01,Conway Middle,572,273,299,0,136,353,360,2021,83
2601021,Horry 01,Daisy Elem,577,270,307,0,195,263,479,2021,119
2601023,Horry 01,Green Sea Floyds Elem,537,252,285,0,185,280,428,2021,72
2601025,Horry 01,Homewood Elem,626,311,315,0,234,256,531,2021,136
2601027,Horry 01,Loris Middle,705,365,340,0,306,297,558,2021,102
2601028,Horry 01,Kingston Elem,426,200,226,0,51,295,281,2021,80
2601029,Horry 01,Lakewood Elem,875,426,449,0,90,577,536,2021,208
2601030,Horry 01,St. James Elem,779,394,385,0,52,593,420,2021,134
2601032,Horry 01,Loris Elem,782,362,420,0,302,343,669,2021,137
2601033,Horry 01,Midland Elem,542,278,264,0,33,464,355,2021,45
2601036,Horry 01,Conway Elem,603,290,313,0,185,348,371,2021,70
2601037,Horry 01,N Myrtle Beach Middle,1204,573,631,0,246,718,746,2021,240
