district_id,district_alt,total_actively_enrolled_students,gender_female,gender_male,gender_missing,black_or_african_american,white,pupils_in_poverty,year,percent_pov_given,all_other_races,percent_female,percent_male,percent_gender_missing,percent_black_aa,percent_white,percent_all_other_races,percent_in_poverty,report_card_year,district,school,report_card_type_p_e_m_h_d,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,supername,chair,teacher_count
2701999,Jasper 01,2691,1314,1377,0.0,1458,226,2265.0,2020,,1007,48.82943143812709,51.17056856187291,0.0,54.18060200668896,8.39836492010405,37.421033073206985,84.16945373467112,2021.0,Jasper County School District,Jasper County School District,D,10942 N. Jacob Smart Blvd.,Ridgeland,SC,29936.0,PK-12,2664.0,843-489-8892,www.jcsd.net,Dr. Rechel Anderson,Dr. Rechel Anderson,Carolyn Bolden,169.0
2801999,Kershaw 01,10856,5259,5597,0.0,2771,6397,6670.0,2020,,1688,48.44325718496684,51.55674281503316,0.0,25.525055268975684,58.925939572586586,15.549005158437732,61.440677966101696,2021.0,Kershaw County School District,Kershaw County School District,D,2029 West DeKalb Street,Camden,SC,29020.0,PK-12,10763.0,803-432-8416,www.kcsdschools.net,Dr. Shane Robbins,Dr. Shane Robbins,Dr. James P. Smith,684.0
2901999,Lancaster 01,14143,6901,7242,0.0,3702,8221,7538.0,2020,,2220,48.79445662165028,51.20554337834972,0.0,26.1754931768366,58.127695679841615,15.696811143321783,53.29845153079263,2021.0,Lancaster,Lancaster,D,300 South Catawba Street,Lancaster,SC,29720.0,PK-12,13940.0,8032894885,www.lancastercsd.com,Jonathan Phipps,Jonathan Phipps,Robert Parker,904.0
3055999,Laurens 55,5608,2726,2882,0.0,1613,3015,4135.0,2020,,980,48.60912981455064,51.39087018544936,0.0,28.762482168330955,53.76248216833096,17.475035663338087,73.73395149786019,2021.0,Laurens County School District 55,Laurens County School District 55,D,301 Hillcrest Drive,Laurens,SC,29360.0,PK-12,5333.0,864-984-3568,www.laurens55.org,Dr. Ameca Thomas,Dr. Ameca Thomas,Mrs. Cathy Little,388.0
3056999,Laurens 56,2867,1422,1445,0.0,1084,1453,2311.0,2020,,330,49.59888385071503,50.40111614928497,0.0,37.80955702825253,50.68015347052668,11.510289501220788,80.60690617370074,2021.0,Laurens County School District 56,Laurens County School District 56,D,211 N. Broad Street Suite B,Clinton,SC,29325.0,PK-12,2827.0,864-833-0800,https://www.lcsd56.org/,Dr. David C. O'Shields,Dr. David C. O'Shields,Jim Barton,194.0
3101999,Lee 01,1650,798,852,0.0,1481,97,1503.0,2020,,67,48.36363636363637,51.63636363636363,0.0,89.75757575757576,5.878787878787879,4.0606060606060606,91.0909090909091,2021.0,Lee County School District,Lee County School District,D,310 Roland Street,"Bishopville, South Carolina",SC,29010.0,PK-12,1565.0,803-484-5327,www.leeschoolsk12.org,"Bernard McDaniel, Sr.","Bernard McDaniel, Sr.",Ms. Sylvia Scott,85.0
3201999,Lexington 01,27248,13348,13900,0.0,3336,19513,12274.0,2020,,4399,48.98708162066941,51.0129183793306,0.0,12.243100411039345,71.61259541984732,16.14430416911333,45.04550792718732,2021.0,Lexington County School District One,Lexington County School District One,D,100 Tarrar Springs Road NA,Lexington,SC,29072.0,PK-12,27072.0,803-821-1000,http://www.lexdistrict1.com/,Dr. Gregory Little,Dr. Gregory Little,Anne Marie Green,1959.0
3202999,Lexington 02,8982,4303,4679,0.0,2847,3507,6810.0,2020,,2628,47.90692496103318,52.093075038966816,0.0,31.69672678690715,39.04475617902472,29.25851703406813,75.81830327321309,2021.0,Lexington School District Two,Lexington School District Two,D,715 Ninth Street,West Columbia,SC,29169.0,PK-12,8582.0,803-796-4708,www.lex2.org,Dr. Nicolas Wade,Dr. Nicolas Wade,Christina Rucker,636.0
3203999,Lexington 03,2114,1034,1080,0.0,686,1051,1515.0,2020,,377,48.912015137180695,51.087984862819305,0.0,32.450331125827816,49.71617786187323,17.83349101229896,71.6650898770104,2021.0,Lexington County School District Three,Lexington County School District Three,D,338 West Columbia Avenue,Batesburg-Leesville,SC,29006.0,PK-12,2020.0,(803)532-4423,www.lex3.org,Dr. Ashley Atkinson,Dr. Ashley Atkinson,Craig Caughman,160.0
3204999,Lexington 04,3424,1656,1768,0.0,637,1898,2760.0,2020,,889,48.36448598130841,51.63551401869159,0.0,18.60397196261682,55.4322429906542,25.96378504672897,80.60747663551402,2021.0,Lexington School District Four,Lexington School District Four,D,607 East Fifth Street,Swansea,SC,29160.0,PK-12,3245.0,803-490-7000,https://www.lex4.org,"Robert Maddox, Jr., Ed. D.","Robert Maddox, Jr., Ed. D.",Brad Frick,224.0
3205999,Lexington 05,17504,8584,8920,0.0,5032,9751,7918.0,2020,,2721,49.04021937842779,50.95978062157221,0.0,28.74771480804388,55.70726691042047,15.54501828153565,45.2353747714808,2021.0,School District Five Of Lexington & Richland Count,School District Five Of Lexington & Richland Count,D,1020 Dutch Fork Rd.,Irmo,SC,29036.0,PK-12,16780.0,803-476-8000,https://www.lexrich5.org/,Dr. Christina S. Melton,Dr. Christina S. Melton,Mrs. Jan Hammond,1332.0
3301999,McCormick 01,658,319,339,0.0,508,124,635.0,2020,,26,48.48024316109423,51.51975683890577,0.0,77.20364741641338,18.84498480243161,3.951367781155015,96.50455927051672,2021.0,Mccormick County School District,Mccormick County School District,D,821 North Mine Street,McCormick,SC,29835.0,PK-12,657.0,8648520639,http://mccormick.k12.sc.us,Dr. Jaime Hembree,Dr. Jaime Hembree,Verteema Chiles,51.0
3410999,Marion 10,4321,2123,2198,0.0,3325,724,3966.0,2020,,271,49.13214533672761,50.8678546632724,0.0,76.9497801434853,16.75538069891229,6.27169636658181,91.78430918768804,2021.0,Marion County School District,Marion County School District,D,719 N Main Street,Marion,SC,29571.0,PK-12,4150.0,843-423-1811,https://www.marion.k12.sc.us/,Dr. Kandace Bethea,Dr. Kandace Bethea,Ogleretta White,301.0
3501999,Marlboro 01,3797,1826,1971,0.0,2242,1091,3255.0,2020,,464,48.09059784040032,51.90940215959968,0.0,59.04661574927575,28.73321042928628,12.220173821437976,85.72557282064788,2021.0,Marlboro County School District,Marlboro County School District,D,122 Broad Street,Bennettsville,SC,29512.0,PK-12,3667.0,8434794016,http://www.marlboro.k12.sc.us/,Dr. Gregory McCord,Dr. Gregory McCord,Larry McNeil,218.0
3601999,Newberry 01,5927,2885,3042,0.0,2043,2642,4230.0,2020,,1242,48.675552556099206,51.32444744390079,0.0,34.469377425341655,44.57567065969293,20.95495191496541,71.36831449299814,2021.0,School District Of Newberry County,School District Of Newberry County,D,3419 Main Street,Newberry,SC,29108.0,PK-12,5760.0,8039248200,www.newberry.k12.sc.us,Jim Suber,Jim Suber,Lucy Ann Meetze,447.0
3701999,Oconee 01,10432,5050,5382,0.0,985,7759,6875.0,2020,,1688,48.40874233128834,51.591257668711656,0.0,9.442101226993865,74.37691717791411,16.180981595092025,65.90299079754601,2021.0,School District Of Oconee County,School District Of Oconee County,D,414 S. Pine St.,Walhalla,SC,29691.0,PK-12,10168.0,864-886-4400,https://www.sdoc.org/,Dr. Michael Thorsland,Dr. Michael Thorsland,Denise McCormick,777.0
3809999,Orangeburg,12148,5974,6174,0.0,9130,2231,10380.0,2020,,787,49.1768192295028,50.8231807704972,0.0,75.15640434639447,18.36516298979256,6.478432663812973,85.44616397760947,2021.0,Orangeburg County School District,Orangeburg County School District,D,102 Founders Court,Orangeburg,SC,29118.0,PK-12,11739.0,803-534-5454,www.ocsdsc.org,Dr. Shawn Foster,Dr. Shawn Foster,Ruby Edwards,743.0
3901999,Pickens 01,16302,7863,8439,0.0,1125,12598,9738.0,2020,,2579,48.23334560176665,51.76665439823335,0.0,6.900993743099006,77.27886148938781,15.820144767513188,59.735001840265,2021.0,School District Of Pickens County,School District Of Pickens County,D,1348 Griffin Mill Road,Easley,SC,29640.0,PK-12,15689.0,(864) 397-1000,http://www.pickens.k12.sc.us/,Dr. Daniel B. Merck,Dr. Daniel B. Merck,Mr. Shannon Haskett,1009.0
4001999,Richland 01,23226,11472,11754,0.0,16073,4385,17702.0,2020,,2768,49.392921725652286,50.607078274347714,0.0,69.20261775596315,18.87970378024628,11.91767846379058,76.21630930853354,2021.0,Richland School District One,Richland School District One,D,1616 Richland Street,Columbia,SC,29201.0,PK-12,22202.0,8032317000,www.richlandone.org,Dr. Craig Witherspoon,Dr. Craig Witherspoon,Mr. Aaron Bishop,1922.0
4002999,Richland 02,28293,13935,14358,0.0,17030,5657,15675.0,2020,,5605,49.25246527409607,50.74753472590393,0.0,60.19156681864772,19.994344890962427,19.81055384724137,55.40239635245467,2021.0,Richland School District Two,Richland School District Two,D,763 Fashion Drive,Columbia,SC,29229.0,PK-12,27761.0,803-787-1910,www.richland2.org,Dr. Baron R. Davis,Dr. Baron R. Davis,Mr. James Manning,1960.0
4101999,Saluda 01,2304,1094,1210,0.0,483,813,1779.0,2020,,1008,47.48263888888889,52.51736111111112,0.0,20.963541666666664,35.28645833333333,43.75,77.21354166666666,2021.0,Saluda,Saluda,D,404 North Wise Road,Saluda,SC,29138.0,PK-12,2315.0,,,Dr. Harvey Livingston,Dr. Harvey Livingston,Dr. Kathy Coleman,154.0
4201999,Spartanburg 01,5287,2500,2787,0.0,363,4177,3122.0,2020,,747,47.28579534707774,52.714204652922255,0.0,6.865897484395688,79.00510686589749,14.128995649706829,59.05050122943067,2021.0,Spartanburg School District One,Spartanburg School District One,D,121 Wheeler Street,Campobello,SC,29322.0,PK-12,5047.0,864-472-2846,https://www.spart1.org/,"Ronald W. Garner, Ed. D.","Ronald W. Garner, Ed. D.",Travis Sloan,351.0
4202999,Spartanburg 02,10516,5125,5391,0.0,1348,7284,6058.0,2020,,1884,48.73526055534424,51.26473944465576,0.0,12.818562190947128,69.2658805629517,17.91555724610118,57.60745530620007,2021.0,Spartanburg School District Two,Spartanburg School District Two,D,3231 Old Furnace Rd,Chesnee,SC,29323.0,PK-12,10459.0,864-578-0128,https://www.spart2.org,Mr. Lance Radford,Mr. Lance Radford,Mr. Brandon McKillop,628.0
4203999,Spartanburg 03,2781,1320,1461,0.0,410,1928,1973.0,2020,,443,47.46494066882416,52.53505933117584,0.0,14.74289823804387,69.32758000719166,15.929521754764473,70.94570298453795,2021.0,Spartanburg School District Three,Spartanburg School District Three,D,3535 Clifton Glendale Road,Spartanburg,SC,29307.0,PK-12,2629.0,864-279-6000,www.spartanburg3.org,Mr. Kenny Blackwood,Mr. Kenny Blackwood,Mr. Chris Jolley,184.0
4204999,Spartanburg 04,2880,1389,1491,0.0,366,1977,1927.0,2020,,537,48.22916666666666,51.770833333333336,0.0,12.708333333333332,68.64583333333333,18.64583333333333,66.90972222222223,2021.0,Spartanburg School District Four,Spartanburg School District Four,D,118 McEdco Road ,Woodruff,SC,29388.0,PK-12,2718.0,864-476-3186,https://www.spartanburg4.org/,Dr. W. Rallie Liston,Dr. W. Rallie Liston,Mr. Melvin Brewton,172.0
4205999,Spartanburg 05,9108,4416,4692,0.0,1708,5457,4956.0,2020,,1943,48.48484848484848,51.51515151515152,0.0,18.75274483970136,59.91436100131752,21.33289415898112,54.4137022397892,2021.0,Spartanburg School District 5,Spartanburg School District 5,D,Spartanburg School District Five 100 North Danzler Road,Duncan,SC,29334.0,PK-12,9028.0,864-949-2350,www.spart5.net,Dr. Randall Gary,Dr. Randall Gary,Mrs. Julie McMakin,642.0
4206999,Spartanburg 06,11520,5567,5953,0.0,3401,4615,7693.0,2020,,3504,48.32465277777778,51.67534722222222,0.0,29.522569444444446,40.06076388888889,30.416666666666664,66.77951388888889,2021.0,Spartanburg County School District Six,Spartanburg County School District Six,D,1390 Cavalier Way,Roebuck,SC,29376.0,PK-12,11254.0,864-576-4212,www.spart6.org,Dr. Darryl Owings,Dr. Darryl Owings,Mr. Lynn Harris,755.0
4207999,Spartanburg 07,7463,3678,3785,0.0,3920,2298,5390.0,2020,,1245,49.28313010853544,50.71686989146456,0.0,52.5257939166555,30.791906739916925,16.682299343427577,72.2229666354013,2021.0,Spartanburg School District Seven,Spartanburg School District Seven,D,610 Dupre Drive ,Spartanburg,SC,29307.0,PK-12,7052.0,864-594-4400,www.spartanburg7.org,Mr. Jeff Stevens,Mr. Jeff Stevens,Mr. Sanders Lee,655.0
4301999,Sumter 01,16257,8010,8247,0.0,9954,4854,11982.0,2020,,1449,49.2710832256874,50.7289167743126,0.0,61.22900904225872,29.8579073629821,8.91308359475918,73.70363535707695,2021.0,Sumter Schools,Sumter Schools,D,1345 Wilson Hall Road,Sumter,SC,29151.0,PK-12,15586.0,8034696900,http://sumterschools.net/,Dr. Penelope Martin-Knox,Dr. Penelope Martin-Knox,Dr. Barbara R. Jackson,935.0
4401999,Union 01,3974,1922,2052,0.0,1447,2116,3114.0,2020,,411,48.36436839456467,51.63563160543533,0.0,36.411675893306494,53.246099647710125,10.342224458983392,78.35933568193256,2021.0,Union County Schools,Union County Schools,D,130 West Main Street,Union,SC,29379.0,PK-12,3814.0,864-429-1740,www.union.k12.sc.us,Mr. Joey Haney,Mr. Joey Haney,Mr. Gene Lipsey,269.0
4501999,Williamsburg 01,3348,1649,1699,0.0,3054,197,3039.0,2020,,97,49.25328554360812,50.74671445639187,0.0,91.21863799283156,5.884109916367981,2.897252090800478,90.77060931899642,2021.0,Williamsburg County School District,Williamsburg County School District,D,500 N. Academy Street,Kingstree,SC,29556.0,PK-12,3194.0,843-355-5571,www.wcsd.k12.sc.us,Dr. Rose H. Wilder,Dr. Rose H. Wilder,,198.0
4601999,York 01,5205,2548,2657,0.0,944,3409,3513.0,2020,,852,48.95292987512008,51.04707012487992,0.0,18.13640730067243,65.49471661863593,16.368876080691646,67.492795389049,2021.0,York School District One,York School District One,D,1475 East Liberty St,York,SC,29745.0,PK-12,4889.0,803-684-9916,www.york.k12.sc.us,Kelly Coxe,Kelly Coxe,Diane Howell,362.0
4602999,York 02,8270,3958,4312,0.0,831,6172,2815.0,2020,,1266,47.85973397823458,52.14026602176541,0.0,10.048367593712213,74.63119709794438,15.308343409915356,34.03869407496977,2021.0,Clover School District (York 2),Clover School District (York 2),D,604 Bethel Street,Clover,SC,29710.0,PK-12,8372.0,803-810-8000,https://www.clover.k12.sc.us/,Dr. Sheila Quinn,Dr. Sheila Quinn,Mack McCarter,594.0
4603999,York 03,17481,8471,9010,0.0,7005,7379,10302.0,2020,,3097,48.45832618271266,51.54167381728734,0.0,40.07207825639266,42.2115439620159,17.71637778159144,58.93255534580402,2021.0,Rock Hill School District (York 3),Rock Hill School District (York 3),D,386 E. Black St.,Rock Hill,SC,29730.0,PK-12,16652.0,803-981-1000,https://www.rock-hill.k12.sc.us/,Dr. William Cook,Dr. William Cook,Helena Miller,1265.0
4604999,York 04,17052,8340,8712,0.0,1843,11301,3501.0,2020,,3908,48.909218859957775,51.09078114004222,0.0,10.808116349988271,66.2737508796622,22.91813277034952,20.531315974665727,2021.0,Fort Mill School District - York 4,Fort Mill School District - York 4,D,2233 Deerfield Dr.,Fort Mill,SC,29715.0,PK-12,16883.0,803-548-2527,http://www.fortmillschools.org,"James N. Epps, Jr. Ph.D.","James N. Epps, Jr. Ph.D.",Kristy Spears,1225.0
4701999,SC Public Charter School District,20733,10610,10123,0.0,4689,12395,10242.0,2020,,3649,51.17445618096754,48.82554381903246,0.0,22.616119230212707,59.78391935561665,17.599961414170647,49.39950803067573,2021.0,South Carolina Public Charter School District,South Carolina Public Charter School District,D,1824 Barnwell 29201,Columbia,SC,29201.0,PK-12,15773.0,8039609686,sccharter.org,Chris Neeley,Chris Neeley,John Payne,1096.0
4801999,Charter Institute at Erskine,9797,5066,4731,0.0,2368,6134,5697.0,2020,,1295,51.70970705317954,48.29029294682046,0.0,24.17066448912933,62.61100336837807,13.2183321424926,58.150454220679805,2021.0,Charter Institute At Erskine,Charter Institute At Erskine,D,1201 Main Street Ste. 300,Columbia,SC,29201.0,PK-12,23750.0,8038492465,https://erskinecharters.org/,Cameron Runyan,Cameron Runyan,Robert Gustafson,919.0
5207999,SC School for the Deaf and the Blind,206,104,102,0.0,85,79,177.0,2020,,42,50.48543689320388,49.51456310679612,0.0,41.262135922330096,38.3495145631068,20.388349514563107,85.92233009708737,2021.0,SC School For The Deaf And The Blind,SC School For The Deaf And The Blind,D,,,,,PK-12,173.0,,,,,,92.0
5208999,Department of Juvenile Justice,445,51,394,0.0,292,115,405.0,2020,,38,11.46067415730337,88.53932584269663,0.0,65.61797752808988,25.842696629213485,8.539325842696629,91.01123595505618,2021.0,South Carolina Department Of Juvenile Justice,South Carolina Department Of Juvenile Justice,D,220 Executive Center,Columbia,SC,29210.0,5-12,376.0,803-896-9110,https://djj.sc.gov/,Floyd Lyles,Floyd Lyles,Director Freddie Pough,59.0
5209999,Department of Corrections,456,21,435,0.0,348,91,374.0,2020,,17,4.605263157894736,95.39473684210526,0.0,76.31578947368422,19.956140350877195,3.728070175438596,82.01754385964912,,,,,,,,,,,,,,,,
5364999,Governor's School for the Arts and Humanities,224,145,79,0.0,28,149,40.0,2020,,47,64.73214285714286,35.267857142857146,0.0,12.5,66.51785714285714,20.982142857142858,17.857142857142858,2021.0,SC Governor's School For The Arts And Humanities,SC Governor's School For The Arts And Humanities,D,15 University Street,Greenville,SC,29601.0,10-12,228.0,864-282-3777,www.scgsah.org,Cedric Adderley,Cedric Adderley,Chad Prosser,8.0
5395999,Governor's School for Science and Mathematics,264,141,123,0.0,30,154,46.0,2020,,80,53.40909090909091,46.590909090909086,0.0,11.363636363636363,58.333333333333336,30.303030303030305,17.424242424242426,2021.0,SC Governor's School for Science and Mathematics,SC Governor's School for Science and Mathematics,D,401 Railroad Avenue,Hartsville,SC,29550.0,11-12,261.0,843-383-3900,www.scgssm.org,Mr. Daniel S. Dorsel,Mr. Daniel S. Dorsel,Mr. Robert Brown,24.0
160999,Abbeville 60,3006,1417,1589,0.0,1020,1865,2051.0,2019,,119,47.13905522288756,52.86094477711244,0.0,33.93213572854291,62.04258150365934,3.9587491683300073,68.23020625415836,2021.0,Abbeville County School District,Abbeville County School District,D,400 Greenville St,Abbeville,SC,29620.0,PK-12,2924.0,864-366-5427,acsdsc.org,Dr. Mason Gary,Dr. Mason Gary,Brad Evans,223.0
201999,Aiken 01,23805,11475,12330,0.0,8017,12004,15500.0,2019,,3784,48.20415879017013,51.79584120982986,0.0,33.67779878176854,50.42638101239236,15.89582020583911,65.11237135055661,2021.0,Aiken County Public School District,Aiken County Public School District,D,1000 Brookhaven Drive,Aiken,SC,29803.0,PK-12,22538.0,803-641-2428,http://www.acpsd.net,Mr. King Laurence,Mr. King Laurence,Dr. John Bradley,1546.0
301999,Allendale 01,1119,564,555,0.0,1047,38,1048.0,2019,,34,50.40214477211797,49.59785522788204,0.0,93.5656836461126,3.395889186773905,3.038427167113494,93.6550491510277,2021.0,Allendale County Schools,Allendale County Schools,D,3249 Allendale-Fairfax Hwy,Fairfax,SC,29827.0,PK-12,1071.0,8035844603,https://www.acs.k12.sc.us/,Dr. Margaret Gilmore,Dr. Margaret Gilmore,Not applicable,79.0
401999,Anderson 01,10167,4952,5215,0.0,647,8146,5131.0,2019,,1374,48.706599783613655,51.29340021638635,0.0,6.36372577948264,80.12196321432084,13.51431100619652,50.46719779679355,2021.0,Anderson School District One,Anderson School District One,D,801 N. Hamilton Street,Williamston,SC,29697.0,PK-12,10116.0,8648477344,https://www.anderson1.org,Mr. G. Robbie Binnicker,Mr. G. Robbie Binnicker,Mrs. Nancy Upton,615.0
402999,Anderson 02,3713,1868,1845,0.0,519,2849,2367.0,2019,,345,50.30972259628332,49.69027740371667,0.0,13.977915432265014,76.73040667923512,9.291677888499866,63.74899003501212,2021.0,Anderson School District Two,Anderson School District Two,D,10990 BHP Hwy,Honea Path,SC,29654.0,PK-12,3404.0,864-369-7364,http://www.anderson2.org,Donald Andrews,Donald Andrews,Jimmy Ouzts,224.0
403999,Anderson 03,2603,1288,1315,0.0,211,2161,1898.0,2019,,231,49.481367652708414,50.51863234729159,0.0,8.106031502112947,83.01959277756434,8.874375720322703,72.91586630810603,2021.0,Anderson School District Three,Anderson School District Three,D,335 West Front Street,Iva,SC,29655.0,PK-12,2549.0,864-348-6196,https://acsd3.org,Kathy D. Hipp,Kathy D. Hipp,Mr. Tripp Bouknight,173.0
404999,Anderson 04,2812,1359,1453,0.0,461,2109,1701.0,2019,,242,48.32859174964438,51.67140825035562,0.0,16.39402560455192,75.0,8.60597439544808,60.490753911806536,2021.0,Anderson District 4,Anderson District 4,D,315 East Queen Street,Pendleton,SC,29670.0,PK-12,2755.0,864-403-2000,https://www.anderson4.org/,Dee Christopher,Dee Christopher,Dr. Tom Dobbins,193.0
405999,Anderson 05,13120,6367,6753,0.0,4331,6638,8525.0,2019,,2151,48.52896341463415,51.47103658536586,0.0,33.010670731707314,50.59451219512196,16.39481707317073,64.97713414634147,2021.0,Anderson School District Five,Anderson School District Five,D,400 Pearman Dairy Rd,Anderson,SC,29621.0,PK-12,12771.0,864-260-5000,www.anderson5.net,Thomas A. Wilson,Thomas A. Wilson,Rick Bradshaw,850.0
501999,Bamberg 01,1285,623,662,0.0,723,507,992.0,2019,,55,48.48249027237354,51.51750972762645,0.0,56.26459143968872,39.45525291828794,4.280155642023346,77.19844357976655,2021.0,Bamberg School District 1,Bamberg School District 1,D,3830 Faust Street,Bamberg,SC,29003.0,PK-12,1194.0,803-245-3053,https://www.bamberg1.net,Dottie Brown,Dottie Brown,Mrs. Janeth Walker,90.0
502999,Bamberg 02,679,335,344,0.0,640,17,626.0,2019,,22,49.33726067746687,50.662739322533135,0.0,94.2562592047128,2.503681885125184,3.2400589101620034,92.19440353460972,2021.0,Bamberg School District 2,Bamberg School District 2,D,Holly St,Denmark,SC,29042.0,PK-12,639.0,803-793-3346,https://sc02209464.schoolwires.net/,Dr. Thelma Sojourner,Dr. Thelma Sojourner,Beverly Bonaparte,53.0
619999,Barnwell 19,608,305,303,0.0,486,87,557.0,2019,,35,50.164473684210535,49.83552631578947,0.0,79.93421052631578,14.309210526315788,5.756578947368421,91.61184210526316,2021.0,Barnwell School District 19,Barnwell School District 19,D,446 Country Club Road,Blackville,SC,29817.0,PK-12,565.0,803-284-5605,www.barnwell19.k12.sc.us,David W. Corder,David W. Corder,Karen Jowers,34.0
629999,Barnwell 29,849,417,432,0.0,467,326,644.0,2019,,56,49.11660777385159,50.8833922261484,0.0,55.005889281507656,38.39811542991755,6.595995288574794,75.85394581861013,2021.0,Williston School District (Barnwell 29),Williston School District (Barnwell 29),D,12255 Main Street,Williston,SC,29853.0,PK-12,802.0,8032667878,www.williston.k12.sc.us,Dr. Marcella Shaw,Dr. Marcella Shaw,Ronald Brown,58.0
645999,Barnwell 45,2157,1054,1103,0.0,1012,935,1629.0,2019,,210,48.864163189615205,51.1358368103848,0.0,46.91701437181271,43.34724153917478,9.735744089012517,75.52155771905424,2021.0,Barnwell School District 45,Barnwell School District 45,D,770 Hagood Avenue,Barnwell,SC,29812.0,PK-12,2038.0,803-541-1300,https://www.barnwell45.org/,Crystal Stapleton,Crystal Stapleton,Rosey Anderson,137.0
701999,Beaufort 01,22182,10785,11397,0.0,5795,8804,12864.0,2019,,7583,48.62050311063024,51.37949688936976,0.0,26.124785862410967,39.68983860788026,34.18537552970877,57.99296727076008,2021.0,Beaufort County School District,Beaufort County School District,D,PO Drawer 309,Beaufort,SC,29901.0,PK-12,21219.0,843-322-2300,http://beaufortschools.net/,Dr. Frank Rodriguez,Dr. Frank Rodriguez,Dr. Christina Gwozdz,1710.0
801999,Berkeley 01,35855,17535,18320,0.0,10493,17742,20576.0,2019,,7620,48.90531306651792,51.09468693348208,0.0,29.26509552363687,49.482638404685545,21.25226607167759,57.386696416120486,2021.0,Berkeley County School District,Berkeley County School District,D,107 East Main Street,Moncks Corner,SC,29461.0,PK-12,36575.0,843-899-8600,http://www.bcsdschools.net/,Dr. Eddie Ingram,Dr. Eddie Ingram,Mr. David Barrow,2293.0
901999,Calhoun 01,1694,811,883,0.0,957,594,1319.0,2019,,143,47.874852420306965,52.12514757969304,0.0,56.493506493506494,35.064935064935064,8.441558441558442,77.86304604486422,2021.0,Calhoun County Schools,Calhoun County Schools,D,125 Herlong Avenue,Saint Matthews,SC,29135.0,PK-12,1590.0,8036557310,ccpsonline.net,Dr. Steve Aaron Wilson,Dr. Steve Aaron Wilson,Gary Porth,119.0
1001999,Charleston 01,49516,24294,25222,0.0,18133,23845,25905.0,2019,,7536,49.06292915421278,50.937070845787225,0.0,36.620486307456176,48.15615154697471,15.21932304709589,52.31642297439212,2021.0,Charleston County School District,Charleston County School District,D,75 Calhoun Street,Charleston,SC,29401.0,PK-12,48330.0,843-937-6300,https://www.ccsdschools.com/,Dr. Gerrita Postlewait,Dr. Gerrita Postlewait,Rev. Dr. Eric Mack,3651.0
1101999,Cherokee 01,8597,4205,4392,0.0,2267,5394,6344.0,2019,,936,48.912411306269625,51.08758869373037,0.0,26.36966383622194,62.742817261835526,10.887518901942537,73.79318366872165,2021.0,Cherokee County School District 1,Cherokee County School District 1,D,141 Twin Lake Road,Gaffney,SC,29341.0,PK-12,7882.0,864-206-2201,www.cherokee1.org/home,Dr. Dana Fall,Dr. Dana Fall,Mr. Johnny Sarratt,589.0
1201999,Chester 01,5093,2493,2600,0.0,2305,2331,3960.0,2019,,457,48.94953858236796,51.05046141763204,0.0,45.2581975260161,45.76870214019242,8.973100333791479,77.7537796976242,2021.0,Chester County School District,Chester County School District,D,509 District Office Drive,Chester,SC,29706.0,PK-12,4860.0,803-581-9500,https://www.chester.k12.sc.us/,Dr. Antwon Sutton,Dr. Antwon Sutton,Mr. Doug Shannon,370.0
1301999,Chesterfield 01,6928,3406,3522,0.0,2624,3464,5149.0,2019,,840,49.16281755196305,50.83718244803696,0.0,37.87528868360277,50.0,12.124711316397228,74.3215935334873,2021.0,Chesterfield County School District,Chesterfield County School District,D,401 West Blvd,Chesterfield,SC,29709.0,PK-12,6772.0,843-623-2175,https://www.chesterfieldschools.org,J. Harrison Goodwin,J. Harrison Goodwin,Wesley R. Miles,478.0
1401999,Clarendon 01,740,371,369,0.0,684,36,676.0,2019,,20,50.13513513513514,49.86486486486486,0.0,92.43243243243244,4.864864864864865,2.702702702702702,91.35135135135135,2021.0,Clarendon 1,Clarendon 1,D,PO Box 38 12 South Church Street,Summerton,SC,29148.0,PK-12,654.0,8034852325,,Barbara Ragin Champagne,Barbara Ragin Champagne,Tony Junious,46.0
1402999,Clarendon 02,2867,1366,1501,0.0,1784,814,2470.0,2019,,269,47.64562260202302,52.35437739797698,0.0,62.22532263690269,28.39204743634461,9.382629926752704,86.15277293337984,2021.0,Clarendon School District Two,Clarendon School District Two,D,15 Major Drive,Manning,SC,29102.0,PK-12,2604.0,803-435-4435,http://www.clarendon2.k12.sc.us,Dr. Shawn Johnson,Dr. Shawn Johnson,Ethel W. Sweat,150.0
1403999,Clarendon 03,1310,652,658,0.0,303,918,822.0,2019,,89,49.770992366412216,50.22900763358778,0.0,23.129770992366414,70.07633587786259,6.793893129770992,62.74809160305344,2021.0,Clarendon 3,Clarendon 3,D,1177 Atkinson Street P.O. Drawer 270,TURBEVILLE,SC,29162.0,PK-12,1236.0,8436592188,clarendon3.org,"Connie J. Dennis, Ph.D.","Connie J. Dennis, Ph.D.",Jason Newsome,78.0
1501999,Colleton 01,5467,2670,2797,0.0,2559,2274,4539.0,2019,,634,48.83848545820377,51.16151454179623,0.0,46.80812145600878,41.595024693616246,11.596853850374975,83.02542527894641,2021.0,Colleton County School District,Colleton County School District,D,500 Forest Circle,WALTERBORO,SC,29488.0,PK-12,5138.0,8437824510,www.colleton.k12.sc.us,Mr. John Tidal,Mr. John Tidal,Patricia Simmons,325.0
